record_id	doi	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	candidate_project_ids	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	graph_sha256	task_sha256	addon_sha256
P011	10.1007/s10198-025-01770-x	corpus/218-RA/doi_10.1007_s10198-025-01770-x.md	087da109d92a3fb7edf1c86e6a127a1b3c8251c03a41e3faaf64d4e43af7e7d9	173513	input/projects/218-RA/papers/doi_10.1007_s10198-025-01770-x.xml	3e0764427e7d623271e9fdc65a93f7975fd7954312a422687e158f576a1403b9	262678	218-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P011.json	bffa8c09eda0ca4b19adc337731d38c8a78889d5302389f76cbf77482661f726	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P011.md	ac6133f3e11879ebc39c3ad3ada4514b7d36851d1d02e775543169fa4a2c22d5	194603	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P012	10.1007/s10198-025-01852-w	corpus/1497-RA/doi_10.1007_s10198-025-01852-w.md	7f208ff259e02fac8440b9c0ae5754c94818f773a2d74423b127ff542b61626a	69374	input/projects/1497-RA/papers/doi_10.1007_s10198-025-01852-w.xml	b5bdef93161e84399a8d524d5f6df482dfa2c199b4ccc2d7d974c38d5dcfe86f	191888	1497-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P012.json	d46de7014b76d63a8ce1de7b4ad10c766e2020ad2d14a8970d46db6d8a6884e4	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P012.md	300b1c548856fe7cc4b385d9d12b62a7c6f31be9fa1db7f57da28b887010313e	88772	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P013	10.1007/s11136-017-1512-x	corpus/2015150/doi_10.1007_s11136-017-1512-x.md	b20c61de79db4740a9852bd43f96acff500f7f5a383929ef915346ef7ce4e77f	44907	input/projects/2015150/papers/doi_10.1007_s11136-017-1512-x.xml	fd5d55ec8aec95ec877b838f8d9e60929a6324387a284d47c9e5741697cf55e7	90305	2015150	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P013.json	fe647f1fff4e2f670225ee58c9b748f49ed58468adb324991fba10456dd7690c	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P013.md	a473acdb426872f5488e77ae7fb0e99ab41ff0a4161c5e8999cb77acc8e0a676	60759	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P014	10.1007/s11136-019-02115-x	corpus/2014160/doi_10.1007_s11136-019-02115-x.md	04548203cbc5d71bba6264c57524d711ef2883c370edc52006135a39e0eab645	69271	input/projects/2014160/papers/doi_10.1007_s11136-019-02115-x.xml	9c84d2fa7e8ebbb3470837733982f3c1d00dc3ad096c45b40c9c72cedeb3d7db	111972	2014160	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P014.json	00ff65ff57e6adcf7f340f45cf6fdcc5e9f3a6130390dcd090375801ea3a8f2c	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P014.md	d6d5caa5d3d67a6805aed2196bbaa4357fe69a31a48e6b6e00fa15d37af0f40d	90478	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P015	10.1007/s11136-020-02469-7	corpus/20170220/doi_10.1007_s11136-020-02469-7.md	f2ab2fd28939840934c26a947c8a3990e885a4dae65a88bb5334aa2a08fb0697	61434	input/projects/20170220/papers/doi_10.1007_s11136-020-02469-7.xml	01e36da4c30f08d32ac309ce545d50201d3b50a2666625bdfb5c1ad7853d6933	120475	20170220	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P015.json	36dc551414ebd293bd7a0cc4cbe8039d64aae4c598c504c117bcda86f39a6b37	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P015.md	c7519f1e14752906201b3b718c82279c728846ddd86584038ad079f651db5802	79609	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P016	10.1007/s11136-020-02688-y	corpus/2016170/doi_10.1007_s11136-020-02688-y.md	5d7c04ab1bf4b1d87968b8d8cc575c55820c8c1ea3019acf189a876b1f32bb96	121988	input/projects/2016170/papers/doi_10.1007_s11136-020-02688-y.xml	c7c06f3a7d83931444bf453017208eb8eb93af78174a52aa9c58f9aabf44e078	279129	2016170	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P016.json	101e3cdef8f5dd313812e7c96ac7ba9c141b38c82bb994a1a55477af527a72f9	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P016.md	532b9df6424b0d3507d568d0c68b3bfaee157defd4d90b5095c7b199e940c597	140350	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P017	10.1007/s11136-020-02712-1	corpus/2016470/doi_10.1007_s11136-020-02712-1.md	4f1a49da1d95d6c19834368504c32de36b541e51310ed101e8616eaf45d850c7	66890	input/projects/2016470/papers/doi_10.1007_s11136-020-02712-1.xml	44fa8ebc1bca577cd67cf714dae9cfd0e01e4eb79c2b620a41f9d5dde97eac03	114622	2016470	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P017.json	8aec183b809f9d39654d40d82bd504ec978243a0b20b84a74a0fcf1efb68ec9b	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P017.md	8918ec9c52bfba0e1bddf0f40674e1db6504530062afd440626ffb69d28bd993	86900	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P018	10.1007/s11136-020-02718-9	corpus/2016710/doi_10.1007_s11136-020-02718-9.md	421a9be9357f6020c7cdb5b8a40e84634618ef1aa32c23b36bae42cc2dd59006	36139	input/projects/2016710/papers/doi_10.1007_s11136-020-02718-9.xml	baa57fe61e09a2503410644382472f886a8d8f1e84487eef23002a3cf7390a59	56735	2016710	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P018.json	38be02423679e1636d525a97eac6d9517c8a5372b3603683106bbfdf0d7a57c2	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P018.md	69b4b679db30121f8c76760453c488e0775b38a23da61d87f11a9c4e30c9d932	53489	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P019	10.1007/s11136-021-02922-1	corpus/20170130/doi_10.1007_s11136-021-02922-1.md	8fa7e4ee78bbb8bd6bf393a22c7728963cb473780518d3d64ebd4ec65dd7fe76	71168	input/projects/20170130/papers/doi_10.1007_s11136-021-02922-1.xml	31a12c3b6a3a92ad42477d7a58d561a571922c320f30927ee5af4421efd9a849	138153	20170130	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P019.json	35074827d7473f39f0488b849c1be9487528cfd70f2b0c1d9117a36e2832b0fb	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P019.md	634df810212393435094f28b49e21bb4b5856140706f495be08cf9db6fbdd9e9	89464	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P020	10.1007/s11136-021-03007-9	corpus/2015200/doi_10.1007_s11136-021-03007-9.md	e43e3d21c78a317a2f2181a314f7527590cf888c097e4a70bd1637db1a9197e7	70639	input/projects/2015200/papers/doi_10.1007_s11136-021-03007-9.xml	1bcdaa47d576062d531315c9003670d78bae3c1651fc9be124e25fdf24bb3df4	133205	2015200	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P020.json	a1640ee0e65c336d9e49a3d720490fff1fcebf45452766df16ea970edeae3300	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P020.md	9b7cbc9693ec3bf2eb7349d3b133654cb6ba27a9ff31fc88d0573c5f8c95e91b	94067	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P021	10.1007/s11136-021-03075-x	corpus/20180230/doi_10.1007_s11136-021-03075-x.md	b74d1da3c908098efdcdb1f163991e4cc891ea8737c285ddf5b5ea1c3665186b	57070	input/projects/20180230/papers/doi_10.1007_s11136-021-03075-x.xml	d7980458dd75684dbb9efbb57cbe7c05e103d3db17eefd37aa60044b5518d225	155331	20180230	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P021.json	254b2fab1bae0fe99a4e5e2efd659976768142f1b3287269c7f9c840e4af8b4d	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P021.md	895e9bd5e4e53e3866e7d524775563907939cd5b6d0e29bf55037392991f6395	81139	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P022	10.1007/s11136-022-03304-x	corpus/2016560/doi_10.1007_s11136-022-03304-x.md	a4f0a9073efa9d3b7dc78a1fac7ffc50b365e19017a2a57a3d23225fccd3ccab	54385	input/projects/2016560/papers/doi_10.1007_s11136-022-03304-x.xml	2487225de2e283f7cf5b5fe22ab6a84a0541c5685a86f36f603968ea7129e0b4	91299	2016560;20190550	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P022.json	910f681aff1f6ed038dd3b08b4c3a122352da3ac76c201b18c3146841cb44def	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P022.md	4a6279a66396eee078d4674770aec5a186de3840c0a6f0a493212d5ef66fd36d	76939	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P023	10.1007/s11136-023-03509-8	corpus/461-RA/doi_10.1007_s11136-023-03509-8.md	b31d67968f6bdc2c3ade917555827fbe9294dc8cf1b6ece53c184c3ae825361b	81310	input/projects/461-RA/papers/doi_10.1007_s11136-023-03509-8.xml	6359434e47db5c59c9372dd3e3edaeb7a3ac65690aa1e37a897139bdc7b60aea	154364	461-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P023.json	66fd9fa93ca26057aab10396bbc4371ad4fe7e4ece9d58b11f63c35e2df51f82	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P023.md	56ad97a35772fa0389865f3d849f6aa015c1ca60ac2b6f40dd9df009df6b974e	100406	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P024	10.1007/s11136-024-03618-y	corpus/342-RA/doi_10.1007_s11136-024-03618-y.md	d6179a7caa21fee0c9f0805d48adbbcae6b63fb84f3fc2894fa9ed1d66f5de18	48199	input/projects/342-RA/papers/doi_10.1007_s11136-024-03618-y.xml	1e2b092223e7ad7a20fe561df61a9d0bbcb8e0a902e5246d6562b3208a276c54	94461	342-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P024.json	f45b476e781ab229b21ab8f65bf6b5170dd6cfd4a24f32484272cc7898c73a2d	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P024.md	7c9dee035fa878447def33a234494af17f1a90abc8795be53842220070422130	66116	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P025	10.1007/s11136-024-03754-5	corpus/243-RA/doi_10.1007_s11136-024-03754-5.md	1f4f3868188c77fe478b58029a12ec85b41ec4a07dccd704cc64d7e86ed5bc40	79308	input/projects/243-RA/papers/doi_10.1007_s11136-024-03754-5.xml	dff0325e7097e4a7df56b12a00caecac7f3a2ced58230016e3ecb16725670569	119434	243-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P025.json	4641d2469602c3185d50541395bbe61ab3bd7e44cfe654b82db08027c852bffe	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P025.md	9b65cef2ec66f0df4822c74cf1eba09b011c002242bde1a91d7bf7aae2246638	98682	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P026	10.1007/s11136-024-03817-7	corpus/466-RA/doi_10.1007_s11136-024-03817-7.md	60df454d5d3dbfc0bc0090101a2124061561063a4bad9dbdec40d388980638d9	50613	input/projects/466-RA/papers/doi_10.1007_s11136-024-03817-7.xml	d5a10885c9f7bf5bf12b7f356bf41bb60fe96f7a7a085cc41eb97b6860f1f923	115612	466-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P026.json	09812eefe35d1081314cdbac0e7be8b6bc7755176d93b540acbfb01a06522e76	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P026.md	add44be468f478465b1a363930a5e1239adc975c775d184710115a432613862b	69859	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P027	10.1007/s11136-024-03875-x	corpus/1475-RA/doi_10.1007_s11136-024-03875-x.md	f8d32a59a6e392759fc0c38accaee1b28f75699d4ff172abdcc62c41f4c4719f	64852	input/projects/1475-RA/papers/doi_10.1007_s11136-024-03875-x.xml	f198017e1d66ff17c61a6f9d907399dd77421c89e49b3b0f82015f727ff38099	146028	1475-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P027.json	766b8d6bcf2e9787aaf03ff4f11123882f1fc136a8aa8c2c9130eb59d9622082	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P027.md	f3efc7bcca4b51d26648c630bb30c797d66fef063edb058eb64d70ca3d524e48	82776	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P028	10.1007/s11136-025-03925-y	corpus/1644-RA/doi_10.1007_s11136-025-03925-y.md	db60fc6dd29a3a4603323be172f93ab3a6dadfa5d9249e99b8e019d5e49266e4	106684	input/projects/1644-RA/papers/doi_10.1007_s11136-025-03925-y.xml	ef17c80b21ef72b35feb1c2da99f6221380b177f17620f7ac81d60f0c78597f8	195825	1644-RA	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P028.json	0f8926c91c2f97fbb578beed4c38830a8ecb4c10df422a13d523beb0cdb11261	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P028.md	3ba3b013c4121072870149f55888eb47886a96c4af432b5e06f9891b1c636f09	127382	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
P029	10.1007/s11136-025-03930-1	corpus/1411-VS/doi_10.1007_s11136-025-03930-1.md	06cd47ce7b8c4e8d26327e3407a25539e756606d602863d3d907f73fd8c71dc7	73318	input/projects/1411-VS/papers/doi_10.1007_s11136-025-03930-1.xml	c91dba6b0e6b2afc5af21631c142d2fa0898b4309b598c6400f727b10a825eaa	157518	1411-VS	pilot/ontology-development-v3/production-calibration/production-remaining-129/metadata/P029.json	9618bd339f52658b08f500c4e40f0ee4e42c1cac597e19d73ff6152a149a1454	pilot/ontology-development-v3/production-calibration/production-remaining-129/inputs/P029.md	ecc99b42d3c8a65ec8828085ff51db039d504e8a714a42da8bc8b0e935a29373	95346	710868dc831cfe94cb1fbcb4dbd7398ff0a5f5c766c7f3b67f39a6ddf5b14d36	29348912865b84c52f532a6c0e729897c6951f490869160960ddc6e7ff6d3764	469a12954bfaac2ce46db20db6a1cec9c04550234651ce50ba2e5d70f7dbad39
