person_id	display_name	family_name	given_names	orcid	openalex_id	euroqol_member_id	member_affiliation	member_profile_url	membership_observed_date	is_project_leader	is_euroqol_member	identity_status	candidate_openalex_id	entity_kind
person:leader:78f0dc6cb8d8	Arthur Attema	Attema	Arthur	0000-0003-3607-6579	A5082166488					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17795	Arto Ohinmaa	Ohinmaa	Arto	0000-0002-7094-1573	A5087246819	17795	School of Public Health, University of Alberta, Edmonton, Canada	https://euroqol.org/about-us/our-members/member-detail/?memberid=17795	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:09fa3c498378	Asrul Shafie	Shafie	Asrul	0000-0002-5629-9270	A5089160643					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17797	Ataru Igarashi	Igarashi	Ataru	0000-0001-6307-6916	A5071771037	17797	The University of Tokyo	https://euroqol.org/about-us/our-members/member-detail/?memberid=17797	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5071771037	PERSON
person:eqmember:19003	Aureliano Finch	Finch	Aureliano	0000-0003-1438-321x	A5055927783	19003	EuroQol Office, EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=19003	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:45e0db20f70b	Ava Hoogenboom	Hoogenboom	Ava	0009-0004-2252-454x	A5117116214					1	0	PROFILE_ACCEPTED		PERSON
person:leader:cc619763f8c9	Aysenur Ahsen	Ahsen	Aysenur							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17798	Barbara Spady	Spady	Barbara	0000-0001-5674-4795	A5032609556	17798	University of Calgary	https://euroqol.org/about-us/our-members/member-detail/?memberid=17798	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:eqmember:19005	Bas Janssen	Janssen	Bas	0000-0001-6602-6949	A5020933378	19005		https://euroqol.org/about-us/our-members/member-detail/?memberid=19005	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5020933378	PERSON
person:leader:a850393650ee	Beata Koń	Koń	Beata	0000-0003-2190-4546	A5070682056					1	0	PROFILE_ACCEPTED		PERSON
person:leader:ece94cf47888	Begashaw Melaku Gebresillassie	Gebresillassie	Begashaw Melaku	0000-0003-0071-732x	A5013305477					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17799	Ben Van Hout	Hout	Ben Van	0000-0001-9698-6094	A5032690231	17799	Open Health/University of Sheffield	https://euroqol.org/about-us/our-members/member-detail/?memberid=17799	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:fd46e61b3734	Benedicte Lescrauwaet	Lescrauwaet	Benedicte	0000-0002-7976-0330	A5076552397					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:19813	Benjamin Matthew Craig	Craig	Benjamin Matthew	0000-0003-1121-1316	A5029949490	19813	University of South Florida, Tampa, USA	https://euroqol.org/about-us/our-members/member-detail/?memberid=19813	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17803	Bernhard Michalowsky	Michalowsky	Bernhard	0000-0002-3425-0089	A5088093819	17803	German Center for Neurodegenerative Diseases (DZNE), Greifswald, Germany & McMaster University, Hamilton, Canada	https://euroqol.org/about-us/our-members/member-detail/?memberid=17803	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:e670fd71e94e	Bernhard Slaap	Slaap	Bernhard	0000-0002-4301-4790	A5001372652					1	0	PROFILE_ACCEPTED		PERSON
person:leader:e1f7f2dac043	Birol Yetim	Yetim	Birol	0000-0002-1294-1874	A5048427287					1	0	PROFILE_ACCEPTED		PERSON
person:leader:d5cba38082b1	Bosiljka Djikanovic	Djikanovic	Bosiljka							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17805	Bram Roudijk	Roudijk	Bram	0000-0001-5000-0875	A5028508726	17805	EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=17805	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17807	Brendan Mulhern	Mulhern	Brendan	0000-0003-3656-8063	A5090013218	17807	University of Technology Sydney	https://euroqol.org/about-us/our-members/member-detail/?memberid=17807	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:1064c67128ac	Brigitte Essers	Essers	Brigitte	0000-0002-7703-7114	A5056962219					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17809	Caitlyn Solem	Solem	Caitlyn		A5090387330	17809	GSK	https://euroqol.org/about-us/our-members/member-detail/?memberid=17809	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:leader:d3568854a78c	Camilla Falivena	Falivena	Camilla	0000-0003-3259-095x	A5014952669					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17811	Carlos Wong	Wong	Carlos	0000-0002-6895-6071	A5041610413	17811	London School Hygiene & Tropical Medicine	https://euroqol.org/about-us/our-members/member-detail/?memberid=17811	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:22c287b45ebd	Carrie-Anne Ng	Ng	Carrie-Anne	0000-0001-9326-8492	A5035818265					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5035818265	PERSON
person:eqmember:21677	Cate Bailey	Bailey	Cate	0000-0001-5030-430x	A5020867003	21677	University of Melbourne	https://euroqol.org/about-us/our-members/member-detail/?memberid=21677	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:35b2f2d48116	Cathrine Elgaard Jensen	Jensen	Cathrine Elgaard	0000-0001-7300-254x	A5102727513					1	0	PROFILE_ACCEPTED		PERSON
person:leader:6c1ce204e291	Chris Flood	Flood	Chris							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17815	Chris Sampson	Sampson	Chris	0000-0001-9470-2369	A5002636040	17815	Office of Health Economics	https://euroqol.org/about-us/our-members/member-detail/?memberid=17815	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:b0332ff4018d	Christine Mpundu-Kaambwa	Mpundu-Kaambwa	Christine	0000-0002-8152-6068	A5020619329					1	0	PROFILE_ACCEPTED		PERSON
person:leader:33ce5d686145	Ciaran O'Neill	O'Neill	Ciaran	0000-0001-7668-3934	A5016414995					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17817	Claire Gudex	Gudex	Claire	0000-0003-3881-9890	A5047944478	17817	University of Southern Denmark	https://euroqol.org/about-us/our-members/member-detail/?memberid=17817	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17819	Clara Mukuria	Mukuria	Clara	0000-0003-4318-1481	A5043083823	17819	University of Sheffield	https://euroqol.org/about-us/our-members/member-detail/?memberid=17819	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:43591e890911	Clement Cheuk Wai Ng	Ng	Clement Cheuk Wai							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5102680222	PERSON
person:leader:11e9ccc1a058	Corneliu Bolbocean	Bolbocean	Corneliu	0000-0001-5782-1844	A5018646670					1	0	PROFILE_ACCEPTED		PERSON
person:leader:ed61cee9d2ba	Cristina Guttierez	Guttierez	Cristina							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:41a7c337ba63	Cynthia L. Gong	Gong	Cynthia L.	0000-0003-0159-1335	A5101451604					1	0	PROFILE_ACCEPTED		PERSON
person:leader:79b180e028d2	Daliya Kaskirbayeva	Kaskirbayeva	Daliya							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:ff8b4f185128	Darshini Govindasamy	Govindasamy	Darshini	0000-0001-5984-3588	A5050754442					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17821	David Mott	Mott	David	0000-0001-5959-8447	A5009132187	17821	Office of Health Economics	https://euroqol.org/about-us/our-members/member-detail/?memberid=17821	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5009132187	PERSON
person:eqmember:17823	David Parkin	Parkin	David	0000-0002-9990-8208	A5081956728	17823		https://euroqol.org/about-us/our-members/member-detail/?memberid=17823	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5081956728	PERSON
person:eqmember:17825	David Whitehurst	Whitehurst	David	0000-0002-7890-6756	A5045933977	17825	Simon Fraser University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17825	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:6998de5ea5d5	Deborah Marshall	Marshall	Deborah	0000-0002-8467-8008	A5049401142					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17827	Deborah Street	Street	Deborah	0000-0002-4476-0656	A5053497885	17827	University of Technology Sydney	https://euroqol.org/about-us/our-members/member-detail/?memberid=17827	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17829	Des Scott	Scott	Des	0000-0003-3943-7392	A5038664789	17829	University of Cape Town	https://euroqol.org/about-us/our-members/member-detail/?memberid=17829	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17831	Dominik Golicki	Golicki	Dominik	0000-0001-7741-4760	A5035126117	17831	Medical Univeristy of Warsaw	https://euroqol.org/about-us/our-members/member-detail/?memberid=17831	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17833	Donna Rowen	Rowen	Donna	0000-0003-3018-5109	A5067226056	17833	University of Sheffield	https://euroqol.org/about-us/our-members/member-detail/?memberid=17833	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:18646	Edward Webb	Webb	Edward	0000-0001-7918-839x	A5011344482	18646	University of Leeds	https://euroqol.org/about-us/our-members/member-detail/?memberid=18646	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5011344482	PERSON
person:leader:7cbcaccdbedd	Edwine Barasa	Barasa	Edwine							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17835	Eleanor Pullenayegum	Pullenayegum	Eleanor	0000-0003-4265-1330	A5029465719	17835	The Hospital for Sick Children	https://euroqol.org/about-us/our-members/member-detail/?memberid=17835	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:fa9a063b5705	Elena Olariu	Olariu	Elena	0000-0002-8718-5516	A5018887750					1	0	PROFILE_ACCEPTED		PERSON
person:leader:31a5417532b0	Eliza Wong	Wong	Eliza	0000-0001-9983-6219	A5033480820					1	0	PROFILE_ACCEPTED		PERSON
person:leader:2a625746ba9f	Elizabeth Tompkins	Tompkins	Elizabeth							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17837	Elly Stolk	Stolk	Elly	0000-0001-5968-0416	A5033903811	17837	EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=17837	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:bfbf7cf35751	Elske van den Akker-van Marle	Marle	Elske van den Akker-van	0000-0002-5269-509x	A5032469209					1	0	PROFILE_ACCEPTED		PERSON
person:leader:602c131b5ab8	Emelie Heintz	Heintz	Emelie	0000-0002-0715-7591	A5052327641					1	0	PROFILE_ACCEPTED		PERSON
person:leader:4a5cd1710c94	Emily McDool	McDool	Emily	0000-0002-3530-7921	A5006458172					1	0	PROFILE_ACCEPTED		PERSON
person:leader:55f142e2e36b	Emma Pleeging	Pleeging	Emma							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:6aff23c41f98	Eri Hoshino	Hoshino	Eri	0000-0003-2308-2048						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5068533812	PERSON
person:eqmember:17839	Erica Lubetkin	Lubetkin	Erica	0000-0001-9962-7775	A5037314317	17839	City University of New York School of Medicine	https://euroqol.org/about-us/our-members/member-detail/?memberid=17839	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17841	Ernest Law	Law	Ernest	0000-0002-6111-8008	A5040405517	17841	Pfizer	https://euroqol.org/about-us/our-members/member-detail/?memberid=17841	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:leader:27feb927c5f2	Erwin Birnie	Birnie	Erwin	0000-0002-4534-4857	A5023843843					1	0	PROFILE_ACCEPTED		PERSON
person:leader:b80c06c3de7d	Esther de Bekker-Grob	Bekker-Grob	Esther de							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5007711014	PERSON
person:leader:2cb6b74c1c35	Eszter Szlávicz	Szlávicz	Eszter	0000-0002-1083-0994	A5086041403					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17843	Fan Yang	Yang	Fan	0000-0003-4689-265x	A5056976700	17843	Analysis Group	https://euroqol.org/about-us/our-members/member-detail/?memberid=17843	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5056976700	PERSON
person:eqmember:17845	Fanni Rencz	Rencz	Fanni	0000-0001-9674-620x	A5024021740	17845	Corvinus University of Budapest, Department of Health Policy	https://euroqol.org/about-us/our-members/member-detail/?memberid=17845	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17847	Fatima Al Sayah	Sayah	Fatima Al	0000-0003-3891-5452	A5026033494	17847	University of Alberta (Canada), Centre for Clinical, Health Economics, and Outcomes Research, CCHO (Lebanon, UAE, KSA)	https://euroqol.org/about-us/our-members/member-detail/?memberid=17847	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17849	Federico Augustovski	Augustovski	Federico	0000-0002-2914-5022	A5053077563	17849	Institute for Clinical Effectiveness and Health Policy (IECS)	https://euroqol.org/about-us/our-members/member-detail/?memberid=17849	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:b35bfd45b345	Felix Masiye	Masiye	Felix							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17851	Feng Xie	Xie	Feng	0000-0003-3454-6266	A5102994482	17851	McMaster University	https://euroqol.org/about-us/our-members/member-detail/?memberid=17851	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5102994482	PERSON
person:leader:dd5e12d302df	Fernando Argento	Argento	Fernando	0000-0002-2492-8933	A5021426515					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17853	Frank De Charro	Charro	Frank De			17853		https://euroqol.org/about-us/our-members/member-detail/?memberid=17853	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5080909830	PERSON
person:eqmember:17855	Fredrick Purba	Purba	Fredrick	0000-0002-7336-3043	A5059806422	17855	Universitas Padjadjaran	https://euroqol.org/about-us/our-members/member-detail/?memberid=17855	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:942313d653a7	Gerard De Pouvourville	Pouvourville	Gerard De	0000-0002-5941-6823	A5085975930					1	0	PROFILE_ACCEPTED		PERSON
person:leader:49d1d576ca39	Gerkens Sophie	Sophie	Gerkens	0000-0001-6211-3471	A5063513647					1	0	PROFILE_ACCEPTED		PERSON
person:leader:5fdc94f27d8c	Girma Tekle Gebremariam	Gebremariam	Girma Tekle	0000-0002-2747-7955	A5008650274					1	0	PROFILE_ACCEPTED		PERSON
person:leader:82320ccd878a	Gisela Cristiane Miyamoto	Miyamoto	Gisela Cristiane	0000-0002-6826-4278	A5024629360					1	0	PROFILE_ACCEPTED		PERSON
person:leader:6cc4c9299d70	Goitom Molalign Takele	Takele	Goitom Molalign	0000-0002-9344-3390	A5009462612					1	0	PROFILE_ACCEPTED		PERSON
person:leader:4a3a47051430	Gordon Liu	Liu	Gordon							1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5074307362	PERSON
person:eqmember:17861	Gouke Bonsel	Bonsel	Gouke	0000-0002-8364-1086	A5047977076	17861	EuroQol Research Foundation	https://euroqol.org/about-us/our-members/member-detail/?memberid=17861	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:c4a44baaa49e	Guangjie Zhang	Zhang	Guangjie	0000-0003-1311-8510	A5030831609					1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5030831609	PERSON
person:leader:7709fc0eb80b	Hajer Falfel	Falfel	Hajer							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:d772564e6aa2	Hannah Hussain	Hussain	Hannah	0009-0002-5645-184x	A5015275165					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17863	Hannah Penton	Penton	Hannah	0000-0001-9492-7875	A5056335393	17863		https://euroqol.org/about-us/our-members/member-detail/?memberid=17863	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:521652db691b	Haode Wang	Wang	Haode	0000-0002-0759-7087	A5073060343					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17865	Harri Sintonen	Sintonen	Harri	0000-0003-1252-0946	A5032927955	17865	University of Helsinki/Department of Public Health	https://euroqol.org/about-us/our-members/member-detail/?memberid=17865	2026-08-21	0	1	PROFILE_ACCEPTED		PERSON
person:leader:659c3176bede	Helen Harcombe	Harcombe	Helen	0000-0002-2612-1789	A5081829233					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17867	Henry Bailey	Bailey	Henry	0000-0002-4479-9948	A5090969739	17867	The University of the West Indies	https://euroqol.org/about-us/our-members/member-detail/?memberid=17867	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:647ca7dfed2e	Hesam Ghiasvand	Ghiasvand	Hesam	0000-0002-3110-6954	A5011771775					1	0	PROFILE_ACCEPTED		PERSON
person:leader:c776fcba6574	Hilton Lam	Lam	Hilton	0000-0003-4042-5997	A5071601943					1	0	PROFILE_ACCEPTED		PERSON
person:leader:1a4259c27e31	Hoang Van Mi	Mi	Hoang Van							1	0	NO_EXTERNAL_PROFILE		PERSON
person:leader:53444d26184b	Hsiang-Wen Lin	Lin	Hsiang-Wen	0000-0002-6771-6746	A5003956817					1	0	PROFILE_ACCEPTED		PERSON
person:leader:3e574b51f63b	Ilan Koppen	Koppen	Ilan	0000-0002-1856-0968	A5031557006					1	0	PROFILE_ACCEPTED		PERSON
person:leader:c05d651d6895	Ilias Goranitis	Goranitis	Ilias	0000-0001-7946-8324	A5023451391					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17869	Ines Buchholz	Buchholz	Ines	0000-0001-9729-6992	A5043257626	17869	None	https://euroqol.org/about-us/our-members/member-detail/?memberid=17869	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:206cc1095a3f	Irina Kinchin	Kinchin	Irina	0000-0003-0133-2763	A5054485095					1	0	PROFILE_ACCEPTED		PERSON
person:leader:0528d2bef677	Iwan van der Horst	Horst	Iwan van der	0000-0003-3891-8522	A5024802434					1	0	PROFILE_ACCEPTED		PERSON
person:leader:f832ce9d79bc	Jahangir Khan	Khan	Jahangir	0000-0002-6151-764x						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5052565475	PERSON
person:eqmember:17871	James Shaw	Shaw	James	0000-0002-7019-3720	A5055862397	17871	Takeda Pharmaceuticals	https://euroqol.org/about-us/our-members/member-detail/?memberid=17871	2026-08-21	0	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5055862397	PERSON
person:eqmember:17873	Jan Abel Olsen	Olsen	Jan Abel	0000-0001-9472-2669	A5052181611	17873	Department of Community Medicine, UiT The Arctic University of Norway	https://euroqol.org/about-us/our-members/member-detail/?memberid=17873	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:eqmember:17875	Jan Busschbach	Busschbach	Jan	0000-0002-8602-0381	A5020122364	17875	Erasmus MC	https://euroqol.org/about-us/our-members/member-detail/?memberid=17875	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:e26a260838e7	Jan Faller	Faller	Jan	0000-0001-7645-2079	A5043601549					1	0	PROFILE_ACCEPTED		PERSON
person:leader:2a71a5f6076e	Jan Heijdra Suasnabar	Suasnabar	Jan Heijdra	0000-0002-8057-1318	A5050459768					1	0	PROFILE_ACCEPTED		PERSON
person:leader:7c20f6644adc	Jan Henrik Terheyden	Terheyden	Jan Henrik	0000-0002-0174-4066	A5069023369					1	0	PROFILE_ACCEPTED		PERSON
person:leader:a1381fb1821a	Jan Verhaar	Verhaar	Jan	0000-0003-3016-9600	A5035697100					1	0	PROFILE_ACCEPTED		PERSON
person:leader:2f6e9bb0322d	Janine van Til	Til	Janine van	0000-0002-5416-5893	A5070605387					1	0	PROFILE_ACCEPTED		PERSON
person:eqmember:17877	Janine Verstraete	Verstraete	Janine	0000-0002-1148-4747	A5006452129	17877	University of Cape Town	https://euroqol.org/about-us/our-members/member-detail/?memberid=17877	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:adaf068280a4	Jarinne Woudstra-de Jong	Jong	Jarinne Woudstra-de							1	0	NO_EXTERNAL_PROFILE		PERSON
person:eqmember:17879	Jeffrey Johnson	Johnson	Jeffrey	0000-0001-8290-2857	A5067514299	17879	University of Alberta	https://euroqol.org/about-us/our-members/member-detail/?memberid=17879	2026-08-21	1	1	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5067514299	PERSON
person:eqmember:17881	Jennifer Jelsma	Jelsma	Jennifer	0000-0003-4049-8395	A5064611767	17881	University of Cape Town	https://euroqol.org/about-us/our-members/member-detail/?memberid=17881	2026-08-21	1	1	PROFILE_ACCEPTED		PERSON
person:leader:0687af044b11	Jenny Downs	Downs	Jenny	0000-0001-7358-9037	A5045593878					1	0	PROFILE_ACCEPTED		PERSON
person:leader:5254d920d75f	Jeremy Dietz	Dietz	Jeremy		A5078556304					1	0	PROFILE_ACCEPTED		PERSON
person:leader:efeacb8233a1	Jermaine Dambi	Dambi	Jermaine	0000-0002-2446-7903	A5081348197					1	0	PROFILE_ACCEPTED		PERSON
person:leader:b35887d0a9b8	Jeshika Singh	Singh	Jeshika	0000-0003-3321-5481	A5036902866					1	0	PROFILE_ACCEPTED		PERSON
person:leader:33e259cba916	Jessica Roydhouse	Roydhouse	Jessica	0000-0002-8025-5841	A5010221662					1	0	PROFILE_ACCEPTED		PERSON
person:leader:bb6a8ddff5d8	Jia Jia Lee	Lee	Jia Jia	0000-0001-7821-9131	A5050544932					1	0	PROFILE_ACCEPTED		PERSON
person:leader:1e73a1e0f92c	Jiabi Wen	Wen	Jiabi	0000-0001-9579-9625	A5001767251					1	0	PROFILE_ACCEPTED		PERSON
person:leader:63cb6b329986	Jill Carlton	Carlton	Jill	0000-0002-9373-7663	A5051490866					1	0	PROFILE_ACCEPTED		PERSON
person:leader:f7fda3adfcf0	Jiyoung Park	Park	Jiyoung	0000-0003-1374-9187						1	0	PROFILE_NOT_ACCEPTED_FOR_DISCOVERY	A5100409602	PERSON
