packet_order	summary_id	paper_id	summary_path	summary_sha256	source_path	source_sha256
11	S001	10.1186/s12955-022-02083-w	summaries/S001.md	11cd7564af90b174d1ca7ebebba3df9d72f9fa87904976f72092a49c297a4a0e	corpus/20180770/doi_10.1186_s12955-022-02083-w.md	433c19b4233623ebee107171a139f4a803ed9ad41f54ad87c609cb809daf46ee
12	S078	10.1186/s12955-026-02521-z	summaries/S078.md	67b7d811b0b2d88eb4bf26df3e163d3e1a4a6077f018146e445e2b21cb767e6b	corpus/1599-RA/doi_10.1186_s12955-026-02521-z.md	fe11c740a375b5f94ab2d8feb4f98d90e4e189546cd02cb2a19182ab627ad1b9
13	S088	10.1007/s41669-024-00486-7	summaries/S088.md	6f5fd2855ee3634c14fce0dd0f0211aa104ff0320552896549668604bd9cb1e6	corpus/351-RA/doi_10.1007_s41669-024-00486-7.md	dd0eab4abc6332fc9965a9e57ff912ee12fa04bd7b6f6e9f6836cb54f1a8094f
14	S042	10.1007/s40271-025-00787-x	summaries/S042.md	512192ac7f5b7cd3c476fa5d9a4dfd0a37c9608782c8b90bbbb31357d111f2ac	corpus/150-RA/doi_10.1007_s40271-025-00787-x.md	e7965b5dc59a53e55c9373ecc2a8034e0713aaa36b63d68d2a22598e838f5219
15	S007	10.1007/s40273-022-01210-1	summaries/S007.md	7d774bf04d670e3906159539940561a8ed19ee818fe4b6ef9a61e8fcb9ba59ab	corpus/20180490/doi_10.1007_s40273-022-01210-1.md	2d9a0b8e02c0f5c456e661027b22c536aed26c1a76529ec00e1001cb8fd003f2
16	S089	10.1007/s11136-025-04074-y	summaries/S089.md	0d91ae16d72450e4f39a99f0640df8b205766d86841a84cc7ad8d150f66f436e	corpus/367-RA/doi_10.1007_s11136-025-04074-y.md	228dc3ca0c53db29e5f6de64f2702c80bcdf1e110f3a67319d213c77b3859e02
17	S056	10.1371/journal.pone.0197098	summaries/S056.md	2e777de2e4b2490ef1364a263a879d47b22fe15b2a6c89b49292676c03099c64	corpus/2013240/doi_10.1371_journal.pone.0197098.md	4d4db2458959f4df73e503f80a37a9bff816b1dcfae9d0c980b1606ff34f57b7
18	S005	10.1371/journal.pone.0209344	summaries/S005.md	0a5b5ae80e1ac2a280417b56792163899c621bd3312083441d9906b0c42b21cf	corpus/2016440/doi_10.1371_journal.pone.0209344.md	e3c6d471fd5c00c37cf3bf480e0f7c0d902962d069a59b2e573d3a43a6f9465b
19	S091	10.3389/fepid.2023.1144162	summaries/S091.md	f4e107633efb73d0065b73d733325376b95cefbe5ca3c6af9d4c8901e81e09de	corpus/460-RA/doi_10.3389_fepid.2023.1144162.md	5f3bd0b79e50eb3cc64cc38855dc6166f24d0376f5cf183e648cb1d8459485c3
20	S043	10.1007/s40271-025-00729-7	summaries/S043.md	179a45081885e34f257162a730ad66d07281fa95e33b25d813841bdcaae4433b	corpus/150-RA/doi_10.1007_s40271-025-00729-7.md	fb4d743f9a0e75d57decc78b76c41075602e60ef190ae1c99d2df742b6f455ec
21	S006	10.1186/s12955-022-01989-9	summaries/S006.md	d8c0a1b1bee7dd4f201c48f9a14c4171344cc29e2271755039dd99154e07796a	corpus/2016220/doi_10.1186_s12955-022-01989-9.md	209283abeeae1c8a093dc950bb4818a5d88633d08160d2d163675feedf806a04
22	S023	10.1007/s40258-021-00639-3	summaries/S023.md	4008222b93f49f632e67a2c95a2c0588e8088b560ffbb577ba065dd4c13f7f6f	corpus/20170401/doi_10.1007_s40258-021-00639-3.md	f819b66a1c448d8dbf462e19758f9dff61963137d65bba82baacc1a9905aeb57
23	S039	10.1007/s11136-024-03618-y	summaries/S039.md	9ba638c41953ef5886d76d757faa43e436a1e6bc6d9d9aa9799808683f66aa64	corpus/342-RA/doi_10.1007_s11136-024-03618-y.md	d6179a7caa21fee0c9f0805d48adbbcae6b63fb84f3fc2894fa9ed1d66f5de18
24	S014	10.1007/s11136-016-1445-9	summaries/S014.md	f35f51f5173bd0fd92d6578621f4fd9625f053f0b882b18ae993b4f7592d597c	corpus/2013240/doi_10.1007_s11136-016-1445-9.md	f908c91c08b380a0eccedaf7100b6f909ca4908c16ce1ecb076e5c7371c186e8
25	S030	10.1007/s40258-022-00772-7	summaries/S030.md	a58a7ff3114c645bfd4dc4655a0cce186118d7acb6021eac58e986225dc3c64a	corpus/20190460/doi_10.1007_s40258-022-00772-7.md	a7845f657f23302e62c6915868cbcf0c8530bab59d535c2ddd02031a21b3d02f
26	S072	10.1007/s11136-020-02688-y	summaries/S072.md	00243fb07dd8da94fcfe057d495161930a684117b42d21217e58b604167ad720	corpus/2016170/doi_10.1007_s11136-020-02688-y.md	5d7c04ab1bf4b1d87968b8d8cc575c55820c8c1ea3019acf189a876b1f32bb96
27	S051	10.1186/s41687-025-00985-z	summaries/S051.md	e241849bdccb575998425b09f63169b89d05e7e31dc42a5c1cdbc36244be8cf7	corpus/1492-RA/doi_10.1186_s41687-025-00985-z.md	975b85316c338820d1694979d7df6a5fde53cfa68dc0bfab4a9609330c958d7f
28	S017	10.1007/s10198-018-0993-z	summaries/S017.md	d9aea75744d9f50fb0a6414866a96e04b3c1bc3cb69447665a6ff7da633a1ffa	corpus/2014170/doi_10.1007_s10198-018-0993-z.md	9a859cd03aa3256bbd52a6fac01749ca85e7d878770f3d212d83ce3ec304a741
29	S003	10.1007/s40273-019-00811-7	summaries/S003.md	ff9094951660297ea713e41b9d84637357c0175bab1122c838d4c1ab90434309	corpus/2015240/doi_10.1007_s40273-019-00811-7.md	b713bf6250a5ec2757ca41dd56367116db3502403d833dd13b183b8fb0a1a98d
30	S090	10.1007/s10198-024-01682-2	summaries/S090.md	fa3bb4f6d401e2bed4c6a5b4852699521c8a496380af32f1cfe813789cbe36a5	corpus/444-RA/doi_10.1007_s10198-024-01682-2.md	3d8470dfc1520b9b531b28b99ba49d0ce187e0e0861fb15bc2979418effaf7c2
31	S086	10.1186/s12955-020-01394-0	summaries/S086.md	63f824d23f6a8890c0dc33d503095ceaa2b3a1456c1f43a9612bcd7b4df7c142	corpus/20180330/doi_10.1186_s12955-020-01394-0.md	8d250ffb8013236f7870be5a94b4dde2858c3dee9c4e4f682e183a2d9812ae15
32	S040	10.3390/curroncol32110645	summaries/S040.md	46f1a401478f3a686ed9cf73442b8563bb0665220a105b40ebd9272efd7966ad	corpus/1456-PD/doi_10.3390_curroncol32110645.md	c56fde022f3c5b0ab1a9fe9a206c95f38c6f711c734b82bb98778c78058e1ba4
33	S055	10.1007/s10198-024-01719-6	summaries/S055.md	42380e469c907d783afb7ddb876fd019290983a6252e66afef97e69b8ad2134e	corpus/238-RA/doi_10.1007_s10198-024-01719-6.md	7ca37497aa5ba3a9bab94fe0156583e85bd35a99d4934ff5af8381837dda5394
34	S058	10.1007/s10198-021-01306-z	summaries/S058.md	65c73b4279900d9f746007e516eaed4123c0beaf76d6d6554aa47e652cdbf97c	corpus/2016710/doi_10.1007_s10198-021-01306-z.md	3fd5eca21b9429c79f5c0947e286ee07919dea027a79fd7f4a03fd45cd902b0b
35	S046	10.1002/hsr2.70308	summaries/S046.md	e026325834ba29caa03845b423bc6ad28831dff0ee1f67b4436b55f82d6540ad	corpus/20190690/doi_10.1002_hsr2.70308.md	343051bd13c04d48c1fad267f6e6fe42b1b3d09fb2b7ba32a4ad0bfb36f4cf79
36	S034	10.1007/s11136-020-02718-9	summaries/S034.md	d851bf3e0a471a41d2775f1760250df92b9955948169f35cf5a4f541c6ae65d0	corpus/2016710/doi_10.1007_s11136-020-02718-9.md	421a9be9357f6020c7cdb5b8a40e84634618ef1aa32c23b36bae42cc2dd59006
37	S025	10.1002/hec.4529	summaries/S025.md	a2f6b22fa91e74724b083dface5fb2406429852f886cf8918d47e260cf02e30a	corpus/20190080R1/doi_10.1002_hec.4529.md	24e34bf2461ce3ff26ab79718ac248685993a16e57942331dda5fcca6450c417
38	S037	10.1007/s40273-021-01109-3	summaries/S037.md	c87c5c6afd558ad304bfdeb6dae73455e17956be1cde8e7b8d5cf72de52ab920	corpus/20190220/doi_10.1007_s40273-021-01109-3.md	cf31a37b75f604d90ea7bd64f93d855ddb880c59808428bcdbe9bafde22baa16
39	S076	10.1007/s11136-021-03007-9	summaries/S076.md	d5c3a988be371abc2187589706d1668b87fb3b30b08ec9e7861aeb809ffc9084	corpus/2015200/doi_10.1007_s11136-021-03007-9.md	e43e3d21c78a317a2f2181a314f7527590cf888c097e4a70bd1637db1a9197e7
40	S073	10.1186/s12955-022-02031-8	summaries/S073.md	e22a331a0bb5d8202b25eb3bb4b06eb3f631f78a4a13871bd2c477a128e83e1a	corpus/20190360/doi_10.1186_s12955-022-02031-8.md	a9ce9d98d6772f8ca2c8259be4b7241093c38ab84eef10fb7e0b5ec909864ba8
41	S011	10.1007/s40273-018-0694-6	summaries/S011.md	376a1c21b70afe884a92aac4af36f2493a4c24bb5a8fff50166591d08689f3b5	corpus/2015300/doi_10.1007_s40273-018-0694-6.md	8faf1d25d9d2ce761d7ee8a04c18a3ef15fb82c2e9d1dc14d4f3613d98191762
42	S032	10.1007/s40273-025-01493-0	summaries/S032.md	ed107aa9d748a8c3cd4c1e44d897c52c638e4d1dfc803d60961d57ea22a53eed	corpus/348-PHD/doi_10.1007_s40273-025-01493-0.md	5b830978c69c11c5a256b6b3e293431ef260509a9877c79d634e97896f725209
43	S071	10.1007/s40273-018-0642-5	summaries/S071.md	9cc99740937c5c9117d88ee2783c214a9ac8ea281f4f2cb98641859c838829a6	corpus/2016170/doi_10.1007_s40273-018-0642-5.md	2db101c7ed9e576690145c64ba93fbb06f684053fb8ed9af2058f27508d0b6fa
44	S081	10.1007/s11136-026-04229-5	summaries/S081.md	38951693a54c9b24a90a853727d9d135d5da899163c86c73db28a6859d3e9850	corpus/1572-RA/doi_10.1007_s11136-026-04229-5.md	2edd82f5849a21778052e471312bd497b678bf45b8c0eb51d166cbb68f175bb4
45	S095	10.1007/s11136-026-04294-w	summaries/S095.md	1aefc28e2c00c26fb2c830476596977de7205c2a470f2a51f1513a2fded7156a	corpus/367-RA/doi_10.1007_s11136-026-04294-w.md	dbe2990bb84c15095eacc4d25bcdb85b95666052542c97e294532eb4fd608842
46	S026	10.1007/s40271-020-00490-z	summaries/S026.md	2dc6754ed5256327211c0863f1bab8629f3bfba180261e5cd9055629962ac471	corpus/20190080R1/doi_10.1007_s40271-020-00490-z.md	a84df7d92de7535ed71babcf68e6aae70a1145abe782288271a6a7f82557c06f
47	S061	10.1007/s11136-025-04150-3	summaries/S061.md	19e062b813b6014b8d70f92eda57e18e430a7bc53053b0faa94666bca8ff31f3	corpus/365-RA/doi_10.1007_s11136-025-04150-3.md	84b48b2cb480dfcce2baff045168cea58615e2e013c0c9a5d31243c1c6e472be
48	S052	10.1007/s11136-024-03875-x	summaries/S052.md	06e5dc1343a1b7ac6afe7fccae82db57d2493447393b79758c302d72eaad8a1c	corpus/1475-RA/doi_10.1007_s11136-024-03875-x.md	f8d32a59a6e392759fc0c38accaee1b28f75699d4ff172abdcc62c41f4c4719f
49	S097	10.1371/journal.pone.0290606	summaries/S097.md	ae8766980d4931f5014ae5c2029497af00b84ce2172da691d9bed6aa96420df3	corpus/2015200/doi_10.1371_journal.pone.0290606.md	8f3b3dda23875e9d2ec60f0423b8f9d5775938eca2c192e31dac8e6aaa3e6824
50	S075	10.1186/s13561-022-00374-y	summaries/S075.md	ec44000643f9e1b7dbfb6ed7b01041454337717944a6c48e4a5ee58b5661db47	corpus/2015200/doi_10.1186_s13561-022-00374-y.md	1c7fb39d9cffe89541b94fa518ae8afd94f822b4b2d8792b199dd741b9cc4580
