packet_order	summary_id	paper_id	summary_path	summary_sha256	source_path	source_sha256
22	S046	10.1002/hsr2.70308	summaries/S046.md	e026325834ba29caa03845b423bc6ad28831dff0ee1f67b4436b55f82d6540ad	corpus/20190690/doi_10.1002_hsr2.70308.md	343051bd13c04d48c1fad267f6e6fe42b1b3d09fb2b7ba32a4ad0bfb36f4cf79
23	S091	10.3389/fepid.2023.1144162	summaries/S091.md	f4e107633efb73d0065b73d733325376b95cefbe5ca3c6af9d4c8901e81e09de	corpus/460-RA/doi_10.3389_fepid.2023.1144162.md	5f3bd0b79e50eb3cc64cc38855dc6166f24d0376f5cf183e648cb1d8459485c3
24	S041	10.3390/curroncol32060308	summaries/S041.md	a2da359f644e7fc1d7509c4e41d35a898526568465e2dcd6ffc18b6e7fc20341	corpus/1456-PD/doi_10.3390_curroncol32060308.md	b41f30156f7d0c2ff1846461be46a8a612149492a2cd74a9b561c9b49b3f17e5
25	S089	10.1007/s11136-025-04074-y	summaries/S089.md	0d91ae16d72450e4f39a99f0640df8b205766d86841a84cc7ad8d150f66f436e	corpus/367-RA/doi_10.1007_s11136-025-04074-y.md	228dc3ca0c53db29e5f6de64f2702c80bcdf1e110f3a67319d213c77b3859e02
26	S099	10.1007/s40258-023-00798-5	summaries/S099.md	90ec070d34793c688c9d93031eb355162bbe8dccdfaa9f1203540fbfd5349d6b	corpus/2021-RA/doi_10.1007_s40258-023-00798-5.md	a3b76abaf1369572ffe8c9a3fd3d132e04aef1abb93c8730546f5020fc85320b
27	S017	10.1007/s10198-018-0993-z	summaries/S017.md	d9aea75744d9f50fb0a6414866a96e04b3c1bc3cb69447665a6ff7da633a1ffa	corpus/2014170/doi_10.1007_s10198-018-0993-z.md	9a859cd03aa3256bbd52a6fac01749ca85e7d878770f3d212d83ce3ec304a741
28	S039	10.1007/s11136-024-03618-y	summaries/S039.md	9ba638c41953ef5886d76d757faa43e436a1e6bc6d9d9aa9799808683f66aa64	corpus/342-RA/doi_10.1007_s11136-024-03618-y.md	d6179a7caa21fee0c9f0805d48adbbcae6b63fb84f3fc2894fa9ed1d66f5de18
29	S072	10.1007/s11136-020-02688-y	summaries/S072.md	00243fb07dd8da94fcfe057d495161930a684117b42d21217e58b604167ad720	corpus/2016170/doi_10.1007_s11136-020-02688-y.md	5d7c04ab1bf4b1d87968b8d8cc575c55820c8c1ea3019acf189a876b1f32bb96
30	S034	10.1007/s11136-020-02718-9	summaries/S034.md	d851bf3e0a471a41d2775f1760250df92b9955948169f35cf5a4f541c6ae65d0	corpus/2016710/doi_10.1007_s11136-020-02718-9.md	421a9be9357f6020c7cdb5b8a40e84634618ef1aa32c23b36bae42cc2dd59006
31	S036	10.1007/s10198-018-0987-x	summaries/S036.md	5077268203c91a63838f0e2f307bc310137031dfb27697c84a09185d190f3c82	corpus/20170450/doi_10.1007_s10198-018-0987-x.md	fc488afa7b1a983ed266cae605368061b0e9fb85c5648b5e2a1ee89cec5aa645
32	S009	10.1186/s12955-017-0617-9	summaries/S009.md	03d68ec98abc9bb46c63926eaee5905bf185353bf7cfb654f98cccb7c48c74a9	corpus/2014030/doi_10.1186_s12955-017-0617-9.md	025bf4d94deafd76836a36f85386dd1ed8eee4b927f54724add93d07d78eeb88
33	S032	10.1007/s40273-025-01493-0	summaries/S032.md	ed107aa9d748a8c3cd4c1e44d897c52c638e4d1dfc803d60961d57ea22a53eed	corpus/348-PHD/doi_10.1007_s40273-025-01493-0.md	5b830978c69c11c5a256b6b3e293431ef260509a9877c79d634e97896f725209
34	S075	10.1186/s13561-022-00374-y	summaries/S075.md	ec44000643f9e1b7dbfb6ed7b01041454337717944a6c48e4a5ee58b5661db47	corpus/2015200/doi_10.1186_s13561-022-00374-y.md	1c7fb39d9cffe89541b94fa518ae8afd94f822b4b2d8792b199dd741b9cc4580
35	S010	10.1007/s10198-023-01612-8	summaries/S010.md	2093ff6610be777d5f69040c73f01dc98bf5a6ba38886e4361469f006031b164	corpus/237-RA/doi_10.1007_s10198-023-01612-8.md	06d4f20b17ef523a1b289e2113a5f8f395a30a6eed56a88a55f6d51442f47185
36	S063	10.4314/ahs.v23i4.63	summaries/S063.md	4b468303780daf446f26c432b632355c887456a6eb4f4e031466bf8a5f412970	corpus/20190670/doi_10.4314_ahs.v23i4.63.md	176cd4158f86738c029652d417fd23da62f2897e225b59b712d3b49fe229af24
37	S020	10.1007/s10198-020-01205-9	summaries/S020.md	cc6e19c5343dbfc819a8a2882b629051da81b7fb5b16002768b3e91b357eb1c8	corpus/2016570/doi_10.1007_s10198-020-01205-9.md	e0ec77f46624ebf9052b6ffb529918fbfd19e7affd57f7dd8583b72758151a0c
38	S078	10.1186/s12955-026-02521-z	summaries/S078.md	67b7d811b0b2d88eb4bf26df3e163d3e1a4a6077f018146e445e2b21cb767e6b	corpus/1599-RA/doi_10.1186_s12955-026-02521-z.md	fe11c740a375b5f94ab2d8feb4f98d90e4e189546cd02cb2a19182ab627ad1b9
39	S057	10.1007/s11136-025-03996-x	summaries/S057.md	81331d6a9267a30385ca844f627e457c88ce3c385e91e2846e99f143cab3d378	corpus/330-PHD/doi_10.1007_s11136-025-03996-x.md	5e7dd427dd3e9ecb19ee3957b0623b7b932aa6d983274de82d67e97340ed5464
40	S094	10.1007/s11136-025-03983-2	summaries/S094.md	fe949a4a17fd5c0fb918337d2485264b07a8a6f1777b49f29a6b7ec93898fe24	corpus/367-RA/doi_10.1007_s11136-025-03983-2.md	afc648a5368fb945d630b3b9a8cae8a92a9f18b8b489be05f308847bd549dc77
41	S004	10.1016/j.jval.2025.01.003	summaries/S004.md	87695bcc8b50df4ea0fa171636b70080f2f5a270643801a6076e456ffaf77be8	corpus/1465-VS/doi_10.1016_j.jval.2025.01.003.md	07a0075a4ee33d29a3bfdc40aa6889f0bc254adfc081b8a886489db500b8fcf3
42	S042	10.1007/s40271-025-00787-x	summaries/S042.md	512192ac7f5b7cd3c476fa5d9a4dfd0a37c9608782c8b90bbbb31357d111f2ac	corpus/150-RA/doi_10.1007_s40271-025-00787-x.md	e7965b5dc59a53e55c9373ecc2a8034e0713aaa36b63d68d2a22598e838f5219
43	S096	10.1007/s11136-026-04246-4	summaries/S096.md	a7df23e412863d1d78669218930c51290451cb44717051ba8e02bce8b29346db	corpus/361-RA/doi_10.1007_s11136-026-04246-4.md	804d9f62adb6efca547e8afaf1ed07922a75771540fd53c458929c5c3c4b17e3
44	S035	10.1017/S0266462326103602	summaries/S035.md	51966c6956c0cd957e25139d0211cf7708cdfe63a3c0d1bc692f1f2b22f62d53	corpus/1505-RA/doi_10.1017_s0266462326103602.md	4f26cab992adb34e099c71814ee81c54b02de2bffc8ad03c5f824627b93901be
45	S047	10.1186/s12955-023-02207-w	summaries/S047.md	464f0183dbd9258085182840d1dba980eeecc91a21863651afe638bbacd40a75	corpus/20190690/doi_10.1186_s12955-023-02207-w.md	6631e86a3d8ebc116dfd697dcd2bf677854c1f796e4a5e63a732ffc1480a89e9
46	S082	10.1016/j.jval.2024.05.007	summaries/S082.md	b43b86698ca12084b73de3311de9aa76bd44989a1c56bcf862d76816945a019a	corpus/1455-RA/doi_10.1016_j.jval.2024.05.007.md	a55842c5bb3a6a511e2fee5390afac23f8a040010f4a9eaae079177352cde411
47	S058	10.1007/s10198-021-01306-z	summaries/S058.md	65c73b4279900d9f746007e516eaed4123c0beaf76d6d6554aa47e652cdbf97c	corpus/2016710/doi_10.1007_s10198-021-01306-z.md	3fd5eca21b9429c79f5c0947e286ee07919dea027a79fd7f4a03fd45cd902b0b
48	S037	10.1007/s40273-021-01109-3	summaries/S037.md	c87c5c6afd558ad304bfdeb6dae73455e17956be1cde8e7b8d5cf72de52ab920	corpus/20190220/doi_10.1007_s40273-021-01109-3.md	cf31a37b75f604d90ea7bd64f93d855ddb880c59808428bcdbe9bafde22baa16
49	S071	10.1007/s40273-018-0642-5	summaries/S071.md	9cc99740937c5c9117d88ee2783c214a9ac8ea281f4f2cb98641859c838829a6	corpus/2016170/doi_10.1007_s40273-018-0642-5.md	2db101c7ed9e576690145c64ba93fbb06f684053fb8ed9af2058f27508d0b6fa
50	S097	10.1371/journal.pone.0290606	summaries/S097.md	ae8766980d4931f5014ae5c2029497af00b84ce2172da691d9bed6aa96420df3	corpus/2015200/doi_10.1371_journal.pone.0290606.md	8f3b3dda23875e9d2ec60f0423b8f9d5775938eca2c192e31dac8e6aaa3e6824
