review_scope,name,scale_status,next_action,review_reason,resolution_status,chosen_id,additional_profile_ids_held,chosen_name,orcid,affiliation,member_affiliation,total_works,eq_works,alternatives,project_ids,is_member,cached_profile_path
primary_profile,Cristina Guttierez,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,20180290,0,
primary_profile,Daliya Kaskirbayeva,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2013-RA,0,
primary_profile,Edwine Barasa,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2233-VS,0,
primary_profile,Elizabeth Tompkins,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,1572-RA,0,
primary_profile,Emma Pleeging,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,2186-RA,0,
primary_profile,Esther de Bekker-Grob,needs_review,manually_verify_profile,weak_via_works,weak_via_works,A5007711014,,Esther W. de Bekker‐Grob,0000-0001-7645-6168,Erasmus University Rotterdam,,202,4,,2095-EO,0,artefacts/03_works/A5007711014.json
primary_profile,Felix Masiye,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2238-VS,0,
primary_profile,Frank De Charro,needs_review,manually_verify_profile,OpenAlex profile also assigned to Rosalind de Charro,ok,A5080909830,,Frank de Charro,0000-0002-5280-5551,,,64,18,A5111927574=Frank T. de Charro(1 eq),2013080,1,artefacts/03_works/A5080909830.json
primary_profile,Gordon Liu,needs_review,manually_verify_profile,ambiguous,ambiguous,A5074307362,,Gordon G. Liu,0000-0002-4339-2644,Peking University,,171,8,A5064540278=Gordon Liu(4 eq),2012010,0,artefacts/03_works/A5074307362.json
primary_profile,Hajer Falfel,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,20190040,0,
primary_profile,Hoang Van Mi,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,20170220,0,
primary_profile,Julia Fox-Rushby,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,2109-RA,0,
primary_profile,Lyazzat Kosherbayeva,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2232-VS,0,
primary_profile,Meles Tekie,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,223-RA,0,
primary_profile,Merhawit Gerezgiher,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,1490-RA,0,
primary_profile,Nadine Zawadzkli,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,140-RA,0,
primary_profile,Nicholas Smeele,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2320-TR,0,
primary_profile,Norma Bulamu,needs_review,find_and_verify_profile,not_found,not_found,,,,,,,,,,2205-RA,0,
primary_profile,Priyanka Banik,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2530-RA,0,
primary_profile,Raf Van Gestel,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,1672-SG,0,
primary_profile,Rini Noviyani,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2598-RA,0,
primary_profile,Sandjar Djalalov,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,59-VS,0,
primary_profile,Sesil Lim,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,20180420,0,
primary_profile,Sofia Vallejo,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,2517-RA,0,
primary_profile,Teresa Bago d'Uva,needs_review,find_and_verify_profile,unresolved,unresolved,,,,,,,,,,1463-PHD,0,
primary_profile,Johannes Clouth,needs_review,manually_verify_profile,ambiguous,ambiguous,A5029021088,,Johannes Clouth,0000-0001-8941-6739,Eli Lilly (Germany),Retired,52,4,A5004580198=Felix J. Clouth(4 eq),,1,
primary_profile,Rosalind de Charro,needs_review,manually_verify_profile,OpenAlex profile also assigned to Frank De Charro,ok_via_works,A5080909830,,Frank de Charro,0000-0002-5280-5551,,,,4,,,1,artefacts/03_works/A5080909830.json
additional_profile_ids,Feng Xie,ready,use_cached_profile,,ok,A5102994482,A5015716999,Feng Xie,0000-0003-3454-6266,Qingdao University,McMaster University,385,110,A5015716999=Feng Xie(36 eq),137-RA;1587-TVG;1704-RA;1793-RA;2013050;2013180;2013230;2013270;2015120;2016-RA;2016060;2016080;2016540;20170100;20180310;20191110;2023-RA;2170-RA;2566-RA;2593-RA;342-RA;345-PHD,1,artefacts/03_works/A5102994482.json
additional_profile_ids,Zhihao Yang,ready,use_cached_profile,,ok,A5028809099,A5051597671,Zhihao Yang,0000-0001-5468-0847,Guiyang Medical University,Guizhou Medical University,108,76,A5051597671=Zhihao Yang(5 eq); A5103097710=Zhihao Yang(1 eq),1485-RA;1534-EO;1598-RA;1941-RA;20180070R1;20180230;20180610;20190150R1;20190151;20190370;20190900;20191020;215-2020RA;2180-RA;221-RA;2225-BT;2276-RA;2348-BT;353-RA;456-RA;75-EO;92-2020RA,1,artefacts/03_works/A5028809099.json
additional_profile_ids,Nancy Devlin,ready,use_cached_profile,,ok,A5103206776,A5108295899,Nancy Devlin,0000-0002-1561-5361,The University of Melbourne,University of Melbourne,380,198,A5029151069=Nancy Devlin(1 eq); A5108295899=Nancy Devlin(4 eq),1404-RA;1497-RA;2012050;2013040;2014020;2014170;2015060;2015100;2016320;2016570;2016571;2016630;2016631;20170010;20180210;20180650;20190220;202-RA;2274-TVG;370-RA;399-RA,1,artefacts/03_works/A5103206776.json
additional_profile_ids,Fatima Al Sayah,ready,use_cached_profile,,ok,A5026033494,A5058978537,Fatima Al Sayah,0000-0003-3891-5452,University of Alberta,"University of Alberta (Canada), Centre for Clinical, Health Economics, and Outcomes Research, CCHO (Lebanon, UAE, KSA)",103,66,A5058978537=Fatima Hussein Al Sayah(6 eq); A5130247173=Fatima Al Sayah(1 eq),102-RA;1465-VS;1696-RA;1931-RA;1974-VS;1984-RA;20190050;2116-EOI;2413-RA;2487-TVG;2490-EO;2560-RA;96-EO,1,artefacts/03_works/A5026033494.json
additional_profile_ids,Tessa Peasgood,ready,use_cached_profile,,ok,A5022446221,A5137019908,Tessa Peasgood,0000-0001-8024-7801,University of Sheffield,University of Sheffield,121,62,A5137019908=Tessa Peasgood(4 eq); A5140631355=Tessa Peasgood(1 eq),1823-RA;1916-RA;20180350;20190260;2207-RA;224-RA;2366-EO;2470-RA;2488-TVG;2493-RA;282-RA;348-PHD,1,artefacts/03_works/A5022446221.json
additional_profile_ids,Wolfgang Greiner,ready,use_cached_profile,,ok,A5001823062,A5076750502,Wolfgang Greiner,0000-0001-9552-6969,Bielefeld University,Bielefeld University,570,85,A5076750502=Wolfgang Greiner(4 eq),1603-RA;2012020;2013200;2014030;2014160;2015200;2016530;20170020;20180010;20180260;20180510;2433-RA,1,artefacts/03_works/A5001823062.json
additional_profile_ids,Elly Stolk,ready,use_cached_profile,,ok,A5033903811,A5078693305,Elly Stolk,0000-0001-5968-0416,,EuroQol Research Foundation,161,79,A5078693305=EA Stolk(5 eq),1721-RA;1761-EO;2013090;2013300;2014060;2015430;2016410;2138-TR;2219-PCG;2262-RA;2644-EO,1,artefacts/03_works/A5033903811.json
additional_profile_ids,Jennifer Jelsma,ready,use_cached_profile,,ok,A5064611767,A5139685966,Jennifer Jelsma,0000-0003-4049-8395,University of Cape Town,University of Cape Town,162,49,A5139685966=Jennifer Jelsma(3 eq),1713-RA;2013110;2014200;2016120;2016180;20170250;20170540;20170650;20190030;20190500;20191210,1,artefacts/03_works/A5064611767.json
additional_profile_ids,Bas Janssen,ready,use_cached_profile,,ok,A5020933378,A5111827091,Mathieu F. Janssen,0000-0001-6602-6949,Erasmus MC,,117,92,A5111827091=Bas Janssen(37 eq); A5058167663=MF Bas Janssen(1 eq),155-RA;157-RA;2012040;2015450;2016620;20170600;240-RA;2594-RA;458-RA;461-RA,1,artefacts/03_works/A5020933378.json
additional_profile_ids,Simon Pickard,ready,use_cached_profile,,ok,A5058888906,A5103487818,A. Simon Pickard,0000-0001-5645-7091,University of Illinois Chicago,University of Illinois - Chicago,306,140,A5103487818=AS Pickard(21 eq),2014130;2015190;2016090;2016210;2016470;20180080;20180520;20190360;20190410;20190800,1,artefacts/03_works/A5058888906.json
additional_profile_ids,Juan M. Ramos-Goñi,ready,use_cached_profile,,ok,A5047957689,A5049678494,Juan Manuel Ramos-Goñi,0000-0002-9568-5190,SGH Warsaw School of Economics,Maths in Health,96,72,A5049678494=Juan Manuel Ramos Goñi(9 eq); A5136612135=Juan M. Ramos-Goñi(1 eq),2013320;2014210;2016430;2016510;2016610;20170310R2;2588-TR;450-RA;74-RA,1,artefacts/03_works/A5047957689.json
additional_profile_ids,Zhuxin Mao,ready,use_cached_profile,,ok,A5002022038,A5123300040,Zhuxin Mao,0000-0002-7444-1584,University of Antwerp,University of Antwerp,69,34,A5116549914=Zhuxin Mao(1 eq); A5123300040=Zhuxin Mao(2 eq),103-RA;1580-RA;1588-RA;20190990;20191000;2084-RA;2422-RA;398-RA,1,artefacts/03_works/A5002022038.json
additional_profile_ids,Maja Kuharic,ready,use_cached_profile,,ok,A5007210675,A5137004902;A5139409824,Maja Kuharić,0000-0003-3696-9086,Northwestern University,Northwestern University,84,43,A5060066674=Bruce W. Sherman(1 eq); A5137004902=Maja Kuharic(2 eq); A5139409824=Maja Kuharic(2 eq),1514-RA;1811-RA;1915-RA;2037-RA;2040-RA;2042-RA;414-PHD,1,artefacts/03_works/A5007210675.json
additional_profile_ids,Nick Bansback,ready,use_cached_profile,,ok,A5052496992,A5108322539,Nick Bansback,0000-0002-1510-3462,Providence Health Care,School of Population and Public Health,335,53,A5108322539=Nick Bansback(3 eq),1624-EO;1880-TVG;2013290;2015040;2016030;20190470;2133-TVG,1,artefacts/03_works/A5052496992.json
additional_profile_ids,Bernhard Michalowsky,ready,use_cached_profile,,ok,A5088093819,A5113279604,Bernhard Michalowsky,0000-0002-3425-0089,,"German Center for Neurodegenerative Diseases (DZNE), Greifswald, Germany & McMaster University, Hamilton, Canada",174,34,A5113279604=Bernhard Michalowsky(4 eq),152-RA;1592-RA;1791-RA;2002-RA;244-RA;349-RA,1,artefacts/03_works/A5088093819.json
additional_profile_ids,Eleanor Pullenayegum,ready,use_cached_profile,,ok,A5029465719,A5023955515,Eleanor Pullenayegum,0000-0003-4265-1330,University of Toronto,The Hospital for Sick Children,327,56,A5023955515=E. Pullenayegum(7 eq),109-RA;2015130;2015140;20190270;20190430;2340-RA,1,artefacts/03_works/A5029465719.json
additional_profile_ids,Lidia Engel,ready,use_cached_profile,,ok,A5039737173,A5126529010,Lidia Engel,0000-0002-7959-3149,Australian Regenerative Medicine Institute,Monash University,141,51,A5117412550=Lidia Engel(1 eq); A5126529010=Lidia Engel(8 eq); A5133152037=Lidia Engel(1 eq),1481-PHD;150-RA;2008-RA;20190960;2173-RA;2453-RA,1,artefacts/03_works/A5039737173.json
additional_profile_ids,Jan Busschbach,ready,use_cached_profile,,ok,A5020122364,A5136664917,Jan J.V. Busschbach,0000-0002-8602-0381,Erasmus MC,Erasmus MC,523,145,A5136664917=Jan Busschbach(2 eq),2013240;2015230;2016040;2016421;20170160,1,artefacts/03_works/A5020122364.json
additional_profile_ids,Aureliano Finch,ready,use_cached_profile,,ok,A5055927783,A5101780892;A5128721368,Aureliano Paolo Finch,0000-0003-1438-321X,EuroQol Research Foundation,"EuroQol Office, EuroQol Research Foundation",47,37,A5101780892=Aureliano Paolo Finch(6 eq); A5132652328=Aureliano Finch(1 eq); A5128721368=Aureliano Finch(2 eq),122-RA;1927-RA;20170210;20190460,1,artefacts/03_works/A5055927783.json
additional_profile_ids,Elske van den Akker-van Marle,ready,use_cached_profile,,ok,A5032469209,A5018584587,M. Elske van den Akker‐van Marle,0000-0002-5269-509X,Leiden University Medical Center,,209,27,A5018584587=Elske M van den Akker-van Marle(4 eq); A5098757921=M. Elske van den Akker – van Marle(1 eq),1447-RA;1792-SG;2408-RA;2420-BT,0,artefacts/03_works/A5032469209.json
additional_profile_ids,Jia Jia Lee,ready,use_cached_profile,,ok_via_works,A5050544932,A5066191705;A5083334093,Jia Jia Lee,0000-0001-7821-9131,,,,5,A5066191705=Beatrice Lee(2 eq); A5083334093=Kai Yi Lee(2 eq); A5100755625=Anna Lee(1 eq); A5037128541=Kyoung Suk Lee(1 eq); A5036716004=Huey-Er Lee(1 eq); A5014379458=Shaun Wen Huey Lee(1 eq); A5047279366=Rachel Lee-Yin Tan(1 eq); A5114057860=Yanni Jia(1 eq); A5072736104=Yung Seng Lee(1 eq); A5013850344=Nicole Kim Luan Lee(1 eq); A5077558407=P. Lee(1 eq); A5084226720=Misook L. Chung(1 eq); A5029678714=Eleena Shi Lynn Lee(1 eq); A5045869662=Chris Ban Loong Lee(1 eq); A5039183742=Shaun Qing Wei Lee(1 eq); A5086600809=Kheng Hock Lee(1 eq); A5014071868=Melanie Yee Lee Siaw(1 eq); A5044352202=Michelle Jia Xin Lee(1 eq); A5013704489=Joyce V. Lee(1 eq); A5115589358=Deborah Lee(1 eq); A5049216605=Sheldon Shao Guang Lee(1 eq); A5059757998=Kai Lee Woo(1 eq); A5050328284=Si Jia Lee(1 eq),1971-EO;2125-RA;2179-RA;2299-EO,0,artefacts/03_works/A5050544932.json
additional_profile_ids,Ning Yan Gu,ready,use_cached_profile,,ok,A5063972558,A5088843664,Ning Yan Gu,0000-0002-1250-7605,Exact Sciences (United States),University of San Francisco,84,28,A5088843664=Ning Yan Gu(3 eq),246-RA;358-RA;409-RA;84-RA,1,artefacts/03_works/A5063972558.json
additional_profile_ids,Wenjing Zhou,ready,use_cached_profile,,ok_via_works,A5080372262,A5025879429;A5045524881,Wenjing Zhou,0000-0003-0770-4564,,,,7,A5025879429=Huifen Zhou(2 eq); A5045524881=Zhou Wenjing(2 eq); A5101270720=Wenjing Zhou(1 eq); A5102868531=Huifen Zhou(1 eq); A5100733635=Zhou Ying(1 eq); A5033264921=Sisi Zhou(1 eq),1654-TVG;1742-EO;1874-TVG;2152-RA,0,artefacts/03_works/A5080372262.json
additional_profile_ids,Andrew Lloyd,ready,use_cached_profile,,ok,A5031114648,A5004304607;A5079822735,Andrew Lloyd,0000-0002-7597-6556,Lloyd's,Acaster Lloyd,235,99,A5004304607=Andrew R. Lloyd(10 eq); A5079822735=Andrew W. Lloyd(2 eq),1475-RA;1806-RA;20190510,1,artefacts/03_works/A5031114648.json
additional_profile_ids,Jan Abel Olsen,ready,use_cached_profile,,ok,A5052181611,A5125645599,Jan Abel Olsen,0000-0001-9472-2669,UiT The Arctic University of Norway,"Department of Community Medicine, UiT The Arctic University of Norway",191,43,A5110162663=Jan-Abel Olsen(1 eq); A5125645599=Jan Abel Olsen(2 eq),1830-RA;1973-TVG;2295-RA,1,artefacts/03_works/A5052181611.json
additional_profile_ids,Mihir Gandhi,ready,use_cached_profile,,ok,A5087601665,A5112963139,Mihir Gandhi,0000-0002-8902-2710,Duke-NUS Medical School,Duke-NUS Medical School,168,23,A5112963139=Mihir Gandhi(4 eq),20170180;2224-RA;389-RA,1,artefacts/03_works/A5087601665.json
additional_profile_ids,Shankar Prinja,ready,use_cached_profile,,ok,A5071690494,A5108973227,Shankar Prinja,0000-0001-7719-6986,Post Graduate Institute of Medical Education and Research,,324,25,A5108973227=Shankar Prinja(3 eq),20170520;2033-RA;2220-VS,0,artefacts/03_works/A5071690494.json
additional_profile_ids,madeeha malik,ready,use_cached_profile,,ok,A5053689562,A5101765730,Madeeha Malik,0000-0001-5824-9405,Health Services Academy,,104,16,A5101765730=Madeeha Malik(3 eq),1670-VS;20180660;344-VS,0,artefacts/03_works/A5053689562.json
additional_profile_ids,Ben Van Hout,ready,use_cached_profile,,ok,A5032690231,A5061316225,Ben van Hout,0000-0001-9698-6094,The Open Group,Open Health/University of Sheffield,120,42,A5061316225=Ben A. van Hout(9 eq),2014025;20190940,1,artefacts/03_works/A5032690231.json
additional_profile_ids,Christine Mpundu-Kaambwa,ready,use_cached_profile,,ok_via_works,A5020619329,A5057576997,Christine Mpundu‐Kaambwa,0000-0002-8152-6068,The University of Melbourne,,49,20,A5057576997=Billingsley Kaambwa(4 eq),1709-RA;2129-RA,0,artefacts/03_works/A5020619329.json
additional_profile_ids,Jill Carlton,ready,use_cached_profile,,ok,A5051490866,A5003198517,Jill Carlton,0000-0002-9373-7663,University of Sheffield,,171,63,A5003198517=J. Carlton(2 eq); A5140632085=Jill Carlton(1 eq),1988-RA;2148-RA,0,artefacts/03_works/A5051490866.json
additional_profile_ids,Michael Herdman,ready,use_cached_profile,,ok,A5006750775,A5107835766;A5101442953,Michael Herdman,0000-0002-8189-5357,National University of Singapore,Insight Consulting & Research,87,67,A5107835766=Michael Herdman(29 eq); A5101442953=Michael Herdman(29 eq),2014110;2016730,1,artefacts/03_works/A5006750775.json
additional_profile_ids,Minghui Li,ready,use_cached_profile,,ok_via_works,A5100400064,A5103108258;A5126745824;A5132606393,Minghui Li,0000-0003-3673-5925,,University of Tennessee,,3,A5103108258=Minghui Li(2 eq); A5126745824=Minghui Zeng(2 eq); A5132606393=Linguo Li(2 eq); A5114833165=LI Ming-hui(1 eq); A5016268972=Minghui Li(1 eq); A5044045569=Li Chen(1 eq); A5065633769=Ting Li(1 eq); A5100656423=Zhifang Li(1 eq); A5003200680=Qian Li(1 eq); A5101562655=Yangchun Li(1 eq); A5024828661=Dongyun Li(1 eq); A5082645897=Yuneng Li(1 eq); A5007642188=Ruijiang Li(1 eq); A5085750703=Meng Li(1 eq); A5100683085=Bingyu Li(1 eq); A5016360933=Linguo Li(1 eq),2016580;20180620,1,artefacts/03_works/A5100400064.json
additional_profile_ids,Shitong Xie,ready,use_cached_profile,,ok,A5113241600,A5103283293,Shitong Xie,,Tianjin University of Science and Technology,,61,35,A5103283293=Shitong Xie(4 eq); A5121097943=Shitong Xie(1 eq),2209-RA;2211-RA,0,artefacts/03_works/A5113241600.json
additional_profile_ids,Alexander Geissler,ready,use_cached_profile,,ok,A5089010455,A5121250490,Alexander Geißler,0000-0002-7445-2929,University of St.Gallen,,232,11,A5121250490=Alexander Geissler(2 eq),301-SG,0,artefacts/03_works/A5089010455.json
additional_profile_ids,Antony Martin,ready,use_cached_profile,,ok,A5070568819,A5006233066,Antony P. Martin,0000-0003-4383-6038,,,125,13,A5006233066=Martin M. Antony(2 eq),319-RA,0,artefacts/03_works/A5070568819.json
additional_profile_ids,Cathrine Elgaard Jensen,ready,use_cached_profile,,ok,A5102727513,A5003573062,Cathrine Elgaard Jensen,0000-0001-7300-254X,Aalborg University,,12,9,A5003573062=Cathrine Elgaard Jensen(3 eq),1606-RA,0,artefacts/03_works/A5102727513.json
additional_profile_ids,Ciaran O'Neill,ready,use_cached_profile,,ok_via_works,A5016414995,A5026057829;A5013966743,Ciarán O’Neill,0000-0001-7668-3934,Queen's University Belfast,,306,27,A5074975521=Ciaran O’Neill(1 eq); A5026057829=Ciaran O'Neill(3 eq); A5013966743=Linda O’Neill(2 eq); A5077308157=Stephen O’Neill(1 eq); A5027267415=Brian Patrick O’Neill(1 eq),2013280,0,artefacts/03_works/A5016414995.json
additional_profile_ids,Corneliu Bolbocean,ready,use_cached_profile,,ok,A5018646670,A5060530858,Corneliu Bolbocean,0000-0001-5782-1844,John Radcliffe Hospital,,44,12,A5060530858=C Bolbocean(2 eq),1869-SG,0,artefacts/03_works/A5018646670.json
additional_profile_ids,David Parkin,ready,use_cached_profile,,ok,A5081956728,A5113714864,David Parkin,0000-0002-9990-8208,,,221,44,A5113714864=David E. Parkin(8 eq); A5062986955=David G. Marrero(18 eq),20170440,1,artefacts/03_works/A5081956728.json
additional_profile_ids,Deborah Marshall,ready,use_cached_profile,,ok,A5049401142,A5007980923,Deborah A. Marshall,0000-0002-8467-8008,University of Calgary,,548,27,A5007980923=Deborah Marshall(3 eq),1752-RA,0,artefacts/03_works/A5049401142.json
additional_profile_ids,Eliza Wong,ready,use_cached_profile,,ok,A5033480820,A5053432946,Eliza Lai‐Yi Wong,0000-0001-9983-6219,Department of Health,,373,44,A5053432946=Eliza Mi Ling Wong(6 eq),20180750,0,artefacts/03_works/A5033480820.json
additional_profile_ids,Hsiang-Wen Lin,ready,use_cached_profile,,ok,A5003956817,A5100874069,Hsiang‐Wen Lin,0000-0002-6771-6746,China Medical University,,68,13,A5100874069=Hsiang-Wen Lin(4 eq); A5108671876=Hsiang-Wen Lin(1 eq),2016440,0,artefacts/03_works/A5003956817.json
additional_profile_ids,Jiyoung Park,ready,use_cached_profile,,ok_via_works,A5100409602,A5004062042;A5083008074,Jiyoung Park,0000-0003-1374-9187,,,,6,A5004062042=Hyeung-Keun Park(3 eq); A5083008074=Young-Kwon Park(3 eq); A5079480739=Danbee Park(1 eq); A5011904557=Chongwon Park(1 eq); A5101847622=Myungsook Park(1 eq); A5016509472=Hee‐Won Park(1 eq); A5012306986=Hue Jung Park(1 eq); A5067451446=Chun Wook Park(1 eq); A5080320128=Chul Jong Park(1 eq); A5080097273=Hai‐Jin Park(1 eq); A5070659323=Jiyoung Park(1 eq); A5068610788=Chaehyun Park(1 eq),2450-RA,0,artefacts/03_works/A5100409602.json
additional_profile_ids,Kelly de Ligt,ready,use_cached_profile,,ok,A5000687889,A5085064498,Kelly M. de Ligt,0000-0001-9218-617X,Tilburg University,,68,23,A5114124402=Kelly de Ligt(1 eq); A5085064498=K. de Ligt(2 eq),2317-RA,0,artefacts/03_works/A5000687889.json
additional_profile_ids,Malin Regardt,ready,use_cached_profile,,ok,A5010406225,A5085481794,Malin Regardt,0000-0002-1908-5708,Karolinska University Hospital,,57,21,A5085481794=M Regardt(3 eq); A5137968190=Malin Regardt(1 eq); A5143489809=Malin Regardt(1 eq),352-RA,0,artefacts/03_works/A5010406225.json
additional_profile_ids,Mark Sculpher,ready,use_cached_profile,,ok,A5060049178,A5129518673,Mark Sculpher,0000-0003-3746-9913,University of York,,641,90,A5129518673=Mark Sculpher(2 eq),20180710,0,artefacts/03_works/A5060049178.json
additional_profile_ids,Maureen Rutten-van Molken,ready,use_cached_profile,,ok,A5010272673,A5121515935,Maureen Rutten‐van Mölken,0000-0001-8706-3159,Erasmus University Rotterdam,,478,60,A5121515935=Maureen Rutten-van Mölken(2 eq),2015020,0,artefacts/03_works/A5010272673.json
