openalex_id,title,year,publication_date,document_type,document_gate,doi,venue,authors,abstract_status,abstract,funder_id,funder_name,euroqol_award_ids,funding_metadata_signal,requires_fulltext_confirmation,in_pilot_discovery_by_doi,in_pilot_retained_by_doi
W4281285777,EQ-5D-Y Value Set for Germany,2022,2022-05-23,article,candidate_article,10.1007/s40273-022-01143-9,PharmacoEconomics,Simone Kreimeier; David Mott; Kristina Ludwig; Wolfgang Greiner; IMPACT HTA HRQoL Group; Valentina Prevolnik Rupel; Juan Manuel Ramos-Goñi,available,"BACKGROUND: Demand is increasing for youth-specific preference-based health-related quality-of-life measures for inclusion in evaluations of healthcare interventions for children and adolescents. The EQ-5D-Youth (EQ-5D-Y) has the potential to become such a preference-based measure. OBJECTIVE: This study applied the recently published EQ-5D-Y valuation protocol to develop a German EQ-5D-Y value set and explored the differences between values given to youth health by parents and non-parents. METHODS: To elicit EQ-5D-Y health state preferences, a representative sample of 1030 adults of the general population completed a discrete choice experiment (DCE) online survey, and 215 adults participated in face-to-face interviews applying composite time trade-off (cTTO). Respondents were asked to consider a 10-year-old child living in the health states. DCE data were modelled using a mixed logit model. To derive the value set, DCE latent scale values were anchored onto adjusted mean cTTO values using a linear mapping approach. RESULTS: Adult respondents considered pain/discomfort and feeling worried/sad/unhappy as the two most important dimensions in terms of youth health. Adjusted mean cTTO values ranged from - 0.350 for health state 33333 to 0.970 for health state 21111. The EQ-5D-Y value set showed a logical order for all parameter estimates, and predicted values ranged from - 0.283 to 1. Differences in preferences by parental status were mainly observed for cTTO results, where mean values were larger for parents than for non-parents. CONCLUSIONS: Applying the valuation protocol, a German EQ-5D-Y value set with internally consistent coefficients was developed. This enables the instrument to be used in economic evaluations of paediatric healthcare interventions.",F4320323856,EuroQol Research Foundation,20180510,openalex_funder_relation,1,0,0
W3043149599,Peruvian Valuation of the EQ-5D-5L: A Direct Comparison of Time Trade-Off and Discrete Choice Experiments,2020,2020-07-01,article,candidate_article,10.1016/j.jval.2020.05.004,Value in Health,Federico Augustovski; María Belizán; Luz Gibbons; Nora Reyes Puma; Elly Stolk; Benjamin M. Craig; Romina A. Tejada,unavailable,,F4320323856,EuroQol Research Foundation,20170170,openalex_funder_relation,1,1,1
W3152965676,Testing measurement properties of two EQ-5D youth versions and KIDSCREEN-10 in China,2021,2021-04-24,article,candidate_article,10.1007/s10198-021-01307-y,The European Journal of Health Economics,Pei Wang; Yue Sun; Zhihao Yang; Ruoyu Zhang; Bin Wu; Luo Nan,unavailable,,F4320323856,EuroQol Research Foundation,20170330,openalex_funder_relation,1,0,0
W2322363082,A Comprehensive Analysis of the SRS-Schwab Adult Spinal Deformity Classification and Confounding Variables,2015,2015-12-11,article,candidate_article,10.1097/brs.0000000000001355,Spine,Dennis Winge Hallager; Lars Valentin Hansen; Casper Dragsted; Nina Peytz; Martin Gehrchen; Benny Dahl,available,"STUDY DESIGN: Cross-sectional analyses on a consecutive, prospective cohort. OBJECTIVE: To evaluate the ability of the Scoliosis Research Society (SRS)-Schwab Adult Spinal Deformity Classification to group patients by widely used health-related quality-of-life (HRQOL) scores and examine possible confounding variables. SUMMARY OF BACKGROUND DATA: The SRS-Schwab Adult Spinal Deformity Classification includes sagittal modifiers considered important for HRQOL and the clinical impact of the classification has been validated in patients from the International Spine Study Group database; however, equivocal results were reported for the Pelvic Tilt modifier and potential confounding variables were not evaluated. METHODS: Between March 2013 and May 2014, all adult spinal deformity patients from our outpatient clinic with sufficient radiographs were prospectively enrolled. Analyses of HRQOL variance and post hoc analyses were performed for each SRS-Schwab modifier. Age, history of spine surgery, and aetiology of spinal deformity were considered potential confounders and their influence on the association between SRS-Schwab modifiers and aggregated Oswestry Disability Index (ODI) scores was evaluated with multivariate proportional odds regressions. P values were adjusted for multiple testing. RESULTS: Two hundred ninety-two of 460 eligible patients were included for analyses. The SRS-Schwab Classification significantly discriminated HRQOL scores between normal and abnormal sagittal modifier classifications. Individual grade comparisons showed equivocal results; however, Pelvic Tilt grade + versus + + did not discriminate patients according to any HRQOL score. All modifiers showed significant proportional odds for worse aggregated ODI scores with increasing grade levels and the effects were robust to confounding. However, age group and aetiology had individual significant effects. CONCLUSION: The SRS-Schwab sagittal modifiers reliably grouped patients graded 0 versus + / + + according to the most widely used HRQOL scores and the effects of increasing grade level on odds for worse ODI scores remained significant after adjusting for potential confounders. However, effects of age group and aetiology should not be neglected. LEVEL OF EVIDENCE: 3.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2897003883,Psychometric performance assessment of Malay and Malaysian English version of EQ-5D-5L in the Malaysian population,2018,2018-10-13,article,candidate_article,10.1007/s11136-018-2027-9,Quality of Life Research,Asrul Akmal Shafie; Annushiah Vasan Thakumar; Ching Jou Lim; Nan Luo,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4289941621,"Assessing the comparative feasibility, acceptability and equivalence of videoconference interviews and face-to-face interviews using the time trade-off technique",2022,2022-08-05,article,candidate_article,10.1016/j.socscimed.2022.115227,Social Science & Medicine,Donna Rowen; Clara Mukuria; Nathan Bray; Jill Carlton; Louise Longworth; David Meads; Ciarán O’Neill; Koonal Shah; Yaling Yang,available,"This study examines the comparative equivalence, feasibility and acceptability of video and in-person interviews in generating time trade-off (TTO) values. Sample participants in England were recruited using a blended approach of different methods and sampled based on age, gender, ethnicity, and index of multiple deprivation. Participants were randomly allocated to be interviewed either via video or in-person. Participants completed TTO tasks for the same block of 10 EQ-5D-5L health states using the EQ-VTv2 software. Feasibility, acceptability and equivalence was assessed across mode using: sample representativeness; participant understanding, engagement and feedback; participant preferred mode of interview; data quality; mean utility and distribution of values for each health state; and regression analyses assessing the impact of mode whilst controlling for participant characteristics. The video and in-person samples had statistically significant differences in ethnicity and income but were otherwise broadly similar. Video interviews generated marginally lower quality data across some criteria. Participant understanding and feedback was positive and similar across modes. TTO values were similar across modes; whilst mean in-person TTO values were lower for the more severe states, mode was insignificant in most regression analyses. There was no clear preference of mode across all participants, though the characteristics of participants preferring to be interviewed in-person or by video differs. Video and in-person TTO interviews were feasible, acceptable and generated good-quality data, though video interviews had lower quality data across some criteria. Whilst TTO values differed across modes for the more severe states, mode does not appear to be the cause. The study found that the characteristics of people preferring each mode differed, and this should be taken into account in future valuation studies since sample representativeness for some characteristics, and therefore potentially TTO values, could be affected by the choice of mode.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,1,1
W2896570423,The clinical burden of allergic rhinitis in five Middle Eastern countries: results of the SNAPSHOT program,2018,2018-10-10,article,candidate_article,10.1186/s13223-018-0298-x,Allergy Asthma and Clinical Immunology,Ahmed Al-Digheari; Bassam Mahboub; Hesham Tarraf; Taşkın Yücel; Isabella Annesi‐Maesano; Adam Doble; Aaicha Lahlou; Luqman Tariq; Fayaz Aziz; Abdelkader El Hasnaoui,available,"The SNAPSHOT program provides current data on the allergic rhinitis burden in the adult general population of five Middle Eastern countries (Egypt, Turkey, Kuwait, Saudi Arabia and the United Arab Emirates, the latter three grouped into a Gulf cluster). A multi-country, cross-sectional, epidemiological program conducted by telephone in a random sample of the adult general population; quotas were defined per country demographics. Subjects were screened for allergic rhinitis using the Score For Allergic Rhinitis questionnaire. Current prevalence (last 12 months) was estimated. Disease severity and control were assessed using the Allergic Rhinitis and its Impact on Asthma classification and Rhinitis Control Assessment Test respectively. Quality of sleep, impact on daily activities and quality of life were measured using the Epworth Sleepiness Scale, Sheehan Disability Scale and EuroQol Five-Dimension questionnaire respectively. Multivariate logistic regression analyses were used to investigate risk factors and co-morbidities. 1808 of 33,486 subjects enrolled in the SNAPSHOT program fulfilled the case definition for allergic rhinitis. Prevalence was 3.6% [95% CI 3.2–4.0%] in Egypt, 6.4% [95% CI 5.9–6.9%] in Turkey and 6.4% [95% CI 6.0–6.9%] in the Gulf cluster. Risk factors identified were country, co-morbid asthma and income. Subjects with allergic rhinitis reported a significantly lower quality of life compared to the general population ( p < 0.0001). Overall, 55% of allergic rhinitis subjects were moderate/severe and 33% were uncontrolled. Both these groups reported impaired quality of life and quality of sleep and increased impairment of daily activities compared to mild/well-controlled subjects ( p < 0.0001). Although the observed prevalence of allergic rhinitis in these Middle Eastern countries is low compared to western countries, its burden is considerable. Allergic rhinitis in general, and specifically uncontrolled and severe disease, results in a negative impact on quality of life, quality of sleep and daily activities.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W3108716902,Comparison of online and face-to-face valuation of the EQ-5D-5L using composite time trade-off,2020,2020-11-28,article,candidate_article,10.1007/s11136-020-02712-1,Quality of Life Research,Ruixuan Jiang; James W. Shaw; Axel Mühlbacher; Todd A. Lee; Surrey M. Walton; Thomas Kohlmann; Richard Norman; A. Simon Pickard,available,"OBJECTIVE: The aim of this study was to compare online, unsupervised and face-to-face (F2F), supervised valuation of EQ-5D-5L health states using composite time trade-off (cTTO) tasks. METHODS: The official EuroQol experimental design and valuation protocol for the EQ-5D-5L of 86 health states were implemented in interviewer-assisted, F2F and unsupervised, online studies. Validity of preferences was assessed using prevalence of inconsistent valuations and expected patterns of TTO values. Respondent task engagement was measured using number of trade-offs and time per task. Trading patterns such as better-than-dead only was compared between modes. Value sets were generated using linear regression with a random intercept (RILR). Value set characteristics such as range of scale and dimension ranking were evaluated between modes. RESULTS: Five hundred one online and 1,134 F2F respondents completed the surveys. Mean elicited TTO values were higher online than F2F when compared by health state severity. Compared to F2F, a larger proportion of online respondents did not assign the poorest EQ-5D-5L health state (i.e., 55555) the lowest TTO value ([Online] 41.3% [F2F] 12.2%) (p < 0.001). A higher percentage of online cTTO tasks were completed in 3 trade-offs or fewer ([Online] 15.8% [F2F] 3.7%), (p < 0.001). When modeled using the RILR, the F2F range of scale was larger than online ([Online] 0.600 [F2F] 1.307) and the respective dimension rankings differed. CONCLUSIONS: Compared to F2F data, TTO tasks conducted online had more inconsistencies and decreased engagement, which contributed to compromised data quality. This study illustrates the challenges of conducting online valuation studies using the TTO approach.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4214506207,Exploration of the Reasons Why Health State Valuation Differs for Children Compared With Adults: A Mixed Methods Approach,2022,2022-02-27,article,candidate_article,10.1016/j.jval.2021.11.1377,Value in Health,Sarah Dewilde; Mathieu F. Janssen; Andrew Lloyd; Koonal Shah,unavailable,,F4320323856,EuroQol Research Foundation,EQ20180640,openalex_funder_relation,1,0,0
W2106259262,Is bad living better than good death? Impact of demographic and cultural factors on health state preference,2015,2015-09-07,article,candidate_article,10.1007/s11136-015-1129-x,Quality of Life Research,Xuejing Jin; Gordon Guoen Liu; Nan Luo; Hongchao Li; Haijing Guan; Feng Xie,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2900241106,Parallel Valuation: A Direct Comparison of EQ-5D-3L and EQ-5D-5L Societal Value Sets,2018,2018-11-01,article,candidate_article,10.1177/0272989x18802797,Medical Decision Making,Ernest H. Law; A. Simon Pickard; Feng Xie; Surrey M. Walton; Todd A. Lee; Alan Schwartz,available,"OBJECTIVE: To compare and contrast EQ-5D-5L (5L) and EQ-5D-3L (3L) health state values derived from a common sample. METHODS: Data from the 2017 US EQ-5D valuation study were analyzed. Value sets were estimated with random-effects linear regression based on composite time trade-off (cTTO) valuations for 3L and 5L health states with 2 approaches to model specification: main effects only and additional N3/N45 terms. Properties of the descriptive system and value set characteristics were compared by examining distributions of predicted index scores, ceiling effects, and single-level transition values from adjacent corner health states. Mean transition values were calculated for all predicted 3L and 5L health states and plotted against baseline index scores. RESULTS: A total of 1062 respondents were included in the analysis. The observed mean cTTO values for the worst possible 3L and 5L health states were -0.423 and -0.343, respectively. The range of scale was larger with the 3L, compared to the 5L, for both main effects and N term models. Values for the mildest 5L health states (range, 0.857-0.924) were similar to 11111 for the 3L. Parameter estimates for matched dimension levels differed by <|0.07| except for the most severe level of Mobility. For the main effects model, 3L mean transition values were greater for more severe baseline 3L index scores, whereas 5L mean transition values remained constant irrespective of the baseline index score. CONCLUSIONS: Compared to the 3L, the 5L exhibited a lower ceiling effect and improved measurement properties. There was a larger range of scale for the 3L compared to 5L; however, this difference was driven by differences in preference for the most severe level of problems in Mobility.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2997211912,A vision ‘bolt-on’ increases the responsiveness of EQ-5D: preliminary evidence from a study of cataract surgery,2020,2020-01-04,article,candidate_article,10.1007/s10198-019-01156-w,The European Journal of Health Economics,Mihir Gandhi; Marcus Ang; Kelvin Yi Chong Teo; Chee Wai Wong; Yvonne Chung-Hsi Wei; Rachel Lee-Yin Tan; Mathieu F. Janssen; Nan Luo,unavailable,,F4320323856,EuroQol Research Foundation,EQ Project 2016310,openalex_funder_relation,1,0,0
W3110926557,Application study of the EQ-5D-5L in oncology: linking self-reported quality of life of patients with advanced or metastatic colorectal cancer to clinical data from a German tumor registry,2020,2020-12-01,article,candidate_article,10.1186/s13561-020-00297-6,Health Economics Review,Kathrin Borchert; Christian Jacob; Natalie Wetzel; Martina Jänicke; Egbert Eggers; Annette Sauer; Norbert Marschner; J. Altevers; Thomas Mittendorf; Wolfgang Greiner,available,"BACKGROUND: The EQ-5D-5L questionnaire is used in oncology to generate health-related quality of life (HRQoL) weights and corresponding health states. The purpose was to explore the relationship between demographic and clinical characteristics and HRQoL among advanced or metastatic colorectal cancer (CRC) patients by linking clinical data of a German CRC registry to self-reported HRQoL measures from the EQ-5D-5L. METHODS: The study sample included patients with advanced or metastatic CRC currently recruited in the German Tumor Registry Colorectal Cancer. The EQ-5D-5L was administered once to patients who were at the start or at later stages of palliative treatment. Data on comorbidities, disease-specific health states, symptoms, and treatment status were drawn from the registry. Multivariate regression analyses were performed to explore the impact of patient and disease characteristics on HRQoL. RESULTS: In total, n = 433 questionnaires were included in the data analysis. Mean age of patients was 66.3 years and 61.2% were male. The mean EQ-5D-5L utility score was 0.82 and the mean EQ-5D-5L VAS score was 62.05. The regression analyses revealed that none of the demographic characteristics and few of the clinical characteristics, such as fatigue and pain, had a significant impact on the HRQoL. CONCLUSIONS: The study demonstrated a reduced HRQoL of patients with advanced or metastatic CRC when compared to the general population. The symptoms fatigue and pain negatively affected the HRQoL, whereas other characteristics such as age, gender, and comorbidities did not have a significant impact on HRQoL.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W3206141921,"Utilizing Patient Reported Outcome Measures (PROMs) in ambulatory oncology in Alberta: Digital reporting at the micro, meso and macro level",2021,2021-10-01,article,candidate_article,10.1186/s41687-021-00373-3,Journal of Patient-Reported Outcomes,Linda Watson; Andrea Delure; Siwei Qi; Claire Link; Lindsi Chmielewski; Éclair Photitai; Louise Smith,available,"Cancer patients experience numerous distressing symptoms and concerns across the course of their illness, which negatively influence their quality of life. Regardless of cancer type, unmanaged symptoms can lead to adverse downstream consequences. Patient Reported Outcome Measures (PROMs) can be used to inform patient care and lead to targeted symptom management but simply gathering this information does not improve outcomes for the patient. Patient generated information must be easy for the clinicians to access and interpret if it is to be used to inform care delivery in ambulatory oncology facilities. This pragmatic work responded to this need. One Canadian provincial ambulatory oncology jurisdiction implemented digital tracking of PROMs over time in the provincial Electronic Medical Record (EMR) to support full integration of PROMs into standard care workflows and processes. Due to an inability within the EMR for direct patient entry, a hybrid data-entry was designed where the patient completes a paper-based PROM in the waiting room, and after clinical review, a clinician documents this along with their clinical assessment in the EMR. Several digital dashboards were developed which report PROMs data at the micro (individual), meso (clinic) and macro (program) levels. Using PROMs routinely in these provincial practice settings has numerous benefits including enhanced patient-clinician communication, assisting with problem detection, management of symptoms, and improving outcomes for patients. There are over 60,000 unique patients represented in our PROMs database, and over 300,000 unique screening events captured. The PROMs data is now used at all levels of the provincial cancer jurisdiction to provide targeted person centred care (micro), to staff appropriately at a clinic or program level (meso), and for capacity planning for provincial programs (macro). A new provincial EMR is currently being implemented which has an associated patient portal. Based on the success of this work, integration of direct entry of PROMs by the patient prior to the appointment and an associated workflow for symptom management is underway in this jurisdiction.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4200542600,The QALY at 50: One story many voices,2021,2021-12-11,article,candidate_article,10.1016/j.socscimed.2021.114653,Social Science & Medicine,Anne Spencer; Oliver Rivero‐Arias; Ruth Wong; Aki Tsuchiya; Han Bleichrodt; Rhiannon Tudor Edwards; Richard Norman; Andrew Lloyd; Philip Clarke,available,"Research on quality adjusted life year (QALY) has been underway for just over 50 years, which seems like a suitable milestone to review its history. The purpose of this study is to provide a historical overview of why the QALY was developed, the key theoretical work undertaken by Torrance, Bush and Fanshel and how two seminal papers shaped its subsequent development. Moving the QALY forward - there are several historical and reflective exercises. The historical interplay between politics, policy and the challenges facing the National Health Service (NHS) in formulating the QALY concept in the UK has been explored in some depth already, whilst the conceptualization and development of the methodological framework is relatively underexplored. We address this gap by viewing the QALY through the lens of the methodological debates, reflecting upon two key papers underpinning the QALY methodology and how these methods have been developed over time. In part the changes in technology e.g. Google Scholar, and the availability of tools to search for early uses of the QALY allow us to better understand the historical context in which the theoretical development of the QALY has taken place. Here we celebrate two seminal papers that shaped early QALY development. The first section provides a history of these papers, summaries their contributions and explores the uptake of these papers over time. The second section reviews the methodological debates that have surrounded the QALY over the last 50 years and looks at how the QALY has moved to address these challenges. The third section presents the voices of diverse commentators representing the field of health economics who have contributed to the subsequent development of the QALY in both theoretical and empirical capacities and captures their thoughts about future research and policy use of QALYS.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4206803114,"Qualitative Review on Domains of Quality of Life Important for Patients, Social Care Users, and Informal Carers to Inform the Development of the EQ-HWB",2022,2022-01-13,article,candidate_article,10.1016/j.jval.2021.11.1371,Value in Health,Clara Mukuria; Janice Connell; Jill Carlton; Tessa Peasgood; Alison Scope; Mark Clowes; Stacey Rand; Karen Jones; John Brazier,available,"OBJECTIVES: To identify the themes to inform the content of a new generic measure, the EQ-HWB (EQ Health and Wellbeing), that can be used in economic evaluation across health, social care, and public health, based on the views of users and beneficiaries of these services including informal carers. METHODS: A qualitative review was undertaken. Systematic and citation searches were undertaken focusing on qualitative evidence of the impact on quality of life from reviews for selected health conditions, informal carers, social care users, and primary qualitative work used in the development of selected measures. A subset of studies was included in the review. Framework analysis and synthesis were undertaken based on a conceptual model. RESULTS: A total of 42 reviews and 24 primary studies were selected for inclusion in the review. Extraction and synthesis resulted in 7 high-level themes (with subthemes): (1) feelings and emotions (sadness, anxiety, hope, frustration, safety, guilt/shame); (2) cognition (concentration, memory, confusion, thinking clearly); (3) self-identity (dignity/respect, self-esteem); (4) ""coping, autonomy, and control"" relationships; (5) social connections (loneliness, social engagement, stigma, support, friendship, belonging, burden); (6) physical sensations (pain, discomfort, sleep, fatigue); and (7) activity (self-care, meaningful activities, mobility, communication, hearing, vision). Apart from physical sensations, most of the other themes and subthemes were relevant across both health and social care, including for informal carers. CONCLUSIONS: The findings from this broad review identified themes that go beyond health and that are relevant to patients, informal carers, and social care users. The themes and subthemes informed the domains for the EQ-HWB.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W3163746986,"The Functional Assessment of Cancer Therapy Eight Dimension (FACT-8D), a Multi-Attribute Utility Instrument Derived From the Cancer-Specific FACT-General (FACT-G) Quality of Life Questionnaire: Development and Australian Value Set",2021,2021-05-07,article,candidate_article,10.1016/j.jval.2021.01.007,Value in Health,Madeleine King; Richard Norman; Rebecca Mercieca‐Bebber; Daniel Costa; Helen McTaggart‐Cowan; Stuart Peacock; Monika Janda; Fabiola Müller; Rosalie Viney; A. Simon Pickard; David Cella; Neil K. Aaronson; John Brazier; David Cella; Daniel Costa; Peter Fayers; Peter Grimison; Monika Janda; Georg Kemmler; Madeleine King; Helen McTaggart‐Cowan; Rebecca Mercieca‐Bebber; Richard Norman; Stuart Peacock; A. Simon Pickard; Donna Rowen; Galina Velikova; Rosalie Viney; Deborah J. Street; Tracey Young,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2775004541,"Predictors of self-reported health-related quality of life according to the EQ-5D-Y in chronically ill children and adolescents with asthma, diabetes, and juvenile arthritis: longitudinal results",2017,2017-11-30,article,candidate_article,10.1007/s11136-017-1753-8,Quality of Life Research,Christiane Otto; Dana Barthel; Fionna Klasen; Sandra Nolte; Matthias Rose; Ann‐Katrin Meyrose; M Klein; Ute Thyen; Ulrike Ravens‐Sieberer,unavailable,,F4320323856,EuroQol Research Foundation,EQ Project 2016270,openalex_funder_relation,1,0,0
W2991311329,Measurement Properties of Commonly Used Generic Preference-Based Measures in East and South-East Asia: A Systematic Review,2019,2019-11-25,review,candidate_article,10.1007/s40273-019-00854-w,PharmacoEconomics,Xinyu Qian; Rachel Lee-Yin Tan; Ling‐Hsiang Chuang; Nan Luo,available,"OBJECTIVES: Our aim was to systematically review published evidence on the construct validity, test-retest reliability and responsiveness of generic preference-based measures (PBMs) used in East and South-East Asia. METHODS: This systematic review was guided by the COSMIN guideline. A literature search on the MEDLINE, EMBASE, PsycINFO and PubMed databases up to August 2019 was conducted for measurement properties validation papers of the EuroQol-5 Dimensions (EQ-5D), Short Form-6 Dimensions (SF-6D), Health Utilities Index (HUI), Quality of Well-Being (QWB), 15-Dimensional (15D) and Assessment of Quality of Life (AQOL) in East and South-East Asian countries. Included papers were disaggregated into individual studies whose results and quality of design were rated separately. The population-specific measurement properties (construct validity, test-retest reliability and responsiveness) of each PBM were assessed separately using relevant studies. The overall methodological quality of the studies used in each of the assessments was also rated. RESULTS: A total of 79 papers containing 1504 studies were included in this systematic review. The methodological quality was 'very good' or 'adequate' for the majority of the construct validity studies (99%) and responsiveness studies (61%), but for only a small portion of the test-retest reliability studies (23%). EQ-5D was most widely assessed and was found to have 'sufficient' construct validity and responsiveness in many populations, while the SF-6D and EuroQol-Visual Analog Scale (EQ-VAS) exhibited 'inconsistent' construct validity in some populations. Scarce evidence was available on HUI and QWB, but current evidence supported the use of HUI. CONCLUSIONS: This systematic review provides a summary of the quality of existing generic PBMs in Asian populations. The current evidence supports the use of EQ-5D as the preferred choice when a generic PBM is needed, and continuous testing of all PBMs in the region.",F4320323856,EuroQol Research Foundation,EQ Project 2016230,openalex_funder_relation,1,0,0
W3111304626,Criteria for item selection for a preference-based measure for use in economic evaluation,2020,2020-12-07,article,candidate_article,10.1007/s11136-020-02718-9,Quality of Life Research,Tessa Peasgood; Clara Mukuria; Jill Carlton; Janice Connell; John Brazier,available,"Preference-based measures allow patients to report their level of health, and the responses are then scored using preference weights from a representative general population sample for use in cost utility analysis. The development process of new preference-based measures should ensure that valid items are selected to reflect the constructs of interest included in the measure and that are suitable for use in preference-elicitation exercises. Existing criteria on patient-reported outcome measures (PROMs) development were reviewed, and additional considerations were taken into account in order to generate criteria to support development of new preference-based measures. Criteria covering 22 different aspects related to item selection for preference-based measures are presented. These include criteria related to how items are phrased to ensure accurate completion, the coverage of items in terms of range of domains as well as focus on current outcomes and whether items are suitable for valuation. The criteria are aimed at supporting the development of new preference-based measures with discussion to ensure that even where there is conflict between criteria, issues have been considered at the item selection stage. This would minimize problems at valuation stage by harmonizing established criteria and expanding lists to reflect the unique characteristics of preference-based measures.",F4320323856,EuroQol Research Foundation,EQ Project 2016710,openalex_funder_relation,1,0,0
W3164871696,"Test–retest reliability of the EQ-5D-5L and the reworded QOLIBRI-OS in the general population of Italy, the Netherlands, and the United Kingdom",2021,2021-06-01,article,candidate_article,10.1007/s11136-021-02893-3,Quality of Life Research,Di Long; Suzanne Polinder; Gouke J. Bonsel; Juanita A. Haagsma,available,"PURPOSE: To assess the test-retest reliability of the EQ-5D-5L and the reworded Quality of Life After Traumatic Brain Injury Overall Scale (QOLIBRI-OS) for the general population of Italy, the Netherlands, and the United Kingdom (UK). METHODS: The sample contains 1864 members of the general population (aged 18-75 years) of Italy, the Netherlands, and the UK who completed a web-based questionnaire at two consecutive time points. The survey included items on gender, age, level of education, occupational status, household annual income, chronic health status, and the EQ-5D-5L and reworded QOLIBRI-OS instrument. Test-retest reliability of the EQ-5D-5L dimensions, EQ-5D-5L summary index, EQ VAS, reworded QOLIBRI-OS dimensions and reworded QOLIBRI-OS level sum score was examined by Gwet's Agreement Coefficient (Gwet's AC) and Intraclass Correlation Coefficient (ICC). RESULTS: Gwet's AC ranged from 0.64 to 0.97 for EQ-5D-5L dimensions. The ICC ranged from 0.73 to 0.84 for the EQ-5D-5L summary index and 0.61 to 0.68 for EQ VAS in the three countries. Gwet's AC ranged from 0.35 to 0.55 for reworded QOLIBRI-OS dimensions in the three countries. The ICC ranged from 0.69 to 0.77 for reworded QOLIBRI-OS level sum score. CONCLUSION: Test-retest reliability of the EQ-5D-5L administered via a web-based questionnaire was substantial to almost perfect for the EQ-5D-5L dimensions, good for EQ-5D-5L summary index, and moderate for the EQ VAS. However, test-retest reliability was less satisfactory for the reworded QOLIBRI-OS. This indicates that the web-based EQ-5D-5L is a reliable instrument for the general population, but further research of the reworded QOLIBRI-OS is required.",F4320323856,EuroQol Research Foundation,141-2020RA; 2020RA,openalex_funder_relation,1,0,0
W2396732424,"The effect of weight status, lifestyle, and body image perception on health-related quality of life in children: a quantile approach",2013,2013-02-19,article,candidate_article,10.1007/s11136-013-0358-0,Quality of Life Research,Elisabetta Petracci; Giulia Cavrini,unavailable,,F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W4206834014,The EQ-5D-5L Valuation Study in Egypt,2021,2021-11-17,article,candidate_article,10.1007/s40273-021-01100-y,PharmacoEconomics,Sahar Al Shabasy; Maggie Abbassi; Aureliano Paolo Finch; Bram Roudijk; Darrin Baines; Samar Farid,available,"No value sets exist for either the EQ-5D-3L or the EQ-5D-5L in Egypt, despite local pharmacoeconomic guidelines recommending the use of the EQ-5D to derive utility. Most published Egyptian economic evaluation studies have used utility values from other published studies and systematic reviews. Our objective was to develop an Egyptian EQ-5D-5L value set using the international EuroQol standardized protocol (EQ-VT-2.1). This study is a revision of a previous EQ-5D-5L value set for Egypt retracted by the authors. Adult Egyptian participants were recruited from public places using multi-stratified quota sampling based on age, sex, and geographical distribution. Two elicitation techniques were applied: the composite time trade-off (cTTO) and discrete-choice experiments (DCEs). Before actual data collection, interviewers’ performance was assessed in a pilot phase. Data were modelled using generalized least squares, Tobit, heteroskedastic, logit, and hybrid models, and the best fitting model was selected based on logical consistency of the parameters, significance level, prediction accuracy, and model parsimony. A total of 1378 interviews were conducted, of which 188 were excluded because they were incomplete and did not comply with the protocol, 216 were pilot interviews, and 974 were included in the final analysis. The heteroskedastic model with constraints (model 4) based on the cTTO data was selected as the preferred model to generate the value set. Values ranged from − 0.964 for the worst health state (55555) to 1 for full health (11111) and 0.948 for 11211, with 1123 of all predicted health states (35.94%) being worse than dead. Mobility had the largest impact on health state preference values. This is the first value set for the EQ-5D-5L based on social preferences obtained from a nationally representative sample in Egypt or any Arabic-speaking country. The value set can be used as a scoring system for economic evaluation and to improve the quality of health technology assessment in the Egyptian healthcare system.",F4320323856,EuroQol Research Foundation,20180130,openalex_funder_relation,1,0,0
