record_id	source_record_id	paper_id	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	coverage_reason	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	task_sha256	ontology_sha256	vocabulary_sha256	normalization_registry_sha256	normalization_aliases_sha256	metadata_repair	work_id	project_ids	pdf_path	pdf_sha256	pdf_bytes	metadata_source_paths	metadata_enrichment
V2-P011	G011	10.1213/ane.0000000000007107	corpus/1483-TVG/doi_10.1213_ane.0000000000007107.md	46894a0a2caf783ddeed15e6c822abcc1444a18dc7b1ad824a631c826f233f5a	93921	input/projects/1483-TVG/papers/doi_10.1213_ane.0000000000007107.xml	29b8e49882800ec858ac6d8027cb8d474b27e857dd132b9b4b10f05886bab8a0	141944	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P011.json	6ee69b433a19c07c55e3475d5158feb98df12df6b54335ab9ccf532521903c8d	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P011.md	0d4fbf3f258ad955ef69e1a8c29e8fd1ca8d6f50b7c6e567a3f9721323b0e694	141966	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P012	G012	10.1186/s41687-024-00761-5	corpus/20190200/doi_10.1186_s41687-024-00761-5.md	b8f909cd41f6e78a60f33357e8ead8d5b7e5956785ab9364a33cd4c0a446d693	72470	input/projects/20190200/papers/doi_10.1186_s41687-024-00761-5.xml	f95d7846564d18d6ef81cb1a105f19785e6dfe0bc4732926b472f4e4166fb4fb	109477	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P012.json	ef64c881134500881f549649bd3f9ce92508a54d63d8d5ca0702384317b3a8f5	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P012.md	e1fbc4b068491d942324b12cd47b22c73d18b21fd832d28620b6291b98c99480	122057	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P013	G013	10.1007/s11136-026-04230-y	corpus/1557-RA/doi_10.1007_s11136-026-04230-y.md	fc3cd1d5d1f416d96c470f1e6fc896d0e2611608d2b9ce61e6f558da9d16ef1b	68823	input/projects/1557-RA/papers/doi_10.1007_s11136-026-04230-y.xml	ab6a51b16fd7785ff1e29018cd5e659f8f0aaaa276dab7480be8c88b2b5911fc	177976	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P013.json	cdb041ceaf8a370ff3e2a07cb583f282ca55ff4f6ad835e94468a6486c5a7733	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P013.md	211c363fd8cd9abf8794c8bbbda1fd16c173943a43d5393b8677a0444acbd797	119926	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P014	G014	10.1186/s12955-025-02421-8	corpus/1627-RA/doi_10.1186_s12955-025-02421-8.md	4537712ebff158ad24bb9a223e9000698a6355d4538599d3bb44287adc91f7e5	219415	input/projects/1627-RA/papers/doi_10.1186_s12955-025-02421-8.xml	69f528610fb97eb60c0542a9778eaf007491e7722fbf685732feb7d3b1e8c694	580961	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P014.json	8bd2cc1c3a7b1d53aad676fdf955fd6fabc63b878c31d6fd3541b0f0ef0cb4b6	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P014.md	adac1de1ef1855cd9bf502d66d516a6e76d4c755c3192423a66f5a86313a4496	267509	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P015	G015	10.3390/cancers16111952	corpus/285-PHD/doi_10.3390_cancers16111952.md	988ed7c0fbcde3d5739aa46e55f11b691a9cf0cfc7adaa248e24427f931a764a	92054	input/projects/285-PHD/papers/doi_10.3390_cancers16111952.xml	a234cc4cc87528c5139eefd7aae433906b6ff3ef1fb655875d45011c7d336296	187669	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P015.json	d9699e22c2f5c3f75a2657e8b57742c6c48ab453879f3897ce9e2ebe7aacccb0	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P015.md	19af6dc69d9fab6c88485d6941d97fc3c7249da320c49125a6a0482b524a077b	143218	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P016	G016	10.1007/s40271-022-00573-z	corpus/20180510/doi_10.1007_s40271-022-00573-z.md	87546967999f6c5a21fc8bd2b7a96493080b09695f502b89787aedec94405c7d	89014	input/projects/20180510/papers/doi_10.1007_s40271-022-00573-z.xml	7f15562ef4da0a24362ddcb6c856abc4601a2edd2f5e1a229cf95156afb4d752	121217	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P016.json	ddd230ee593d1f1648e0effe7541b943ca55070b01e8126f7c9b3155c543621c	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P016.md	be0abfe1c4a78921c6529f1b42494602683830bd0dadfe938f13461d5834f1b4	135769	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P017	G017	10.1007/s11136-019-02256-z	corpus/2016160/doi_10.1007_s11136-019-02256-z.md	e1642f053a685d598acf236f90831e5eff6f74416e0780977193eb9ea46bac60	49267	input/projects/2016160/papers/doi_10.1007_s11136-019-02256-z.xml	d4ef335237248053539fe70aa144b7a96c8ed570348be0276a157a2b0eb7d358	83340	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P017.json	18a7552650a54b6c43367cced3d335a81350bc8cd7a92518a763e8bb3482ea67	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P017.md	4b30ae5f499994334afd4df350161fc5f9a7e7f238ebc1fcd3886a2af1e875d3	98334	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P018	G018	10.1007/s11136-025-03990-3	corpus/330-PHD/doi_10.1007_s11136-025-03990-3.md	171009067ec3beb38d0342b099ed4a4172530dea123ad3a96a6a5907bfd95ba1	77245	input/projects/330-PHD/papers/doi_10.1007_s11136-025-03990-3.xml	779355ba7f3a4862d6ff5866d36dace319081c0f9b7858e4b5f2d27a2402ddcd	141633	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P018.json	2cdeff1e594d72f2538a3087009f251f929e22ec9e5ba2e83b37c0d36d8322ec	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P018.md	7ff28ed6b35eb311b9d77f1954204778bd8f006ec8fd23a21520273e09392e18	126025	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P019	G019	10.1007/s40273-024-01444-1	corpus/304-PHD/doi_10.1007_s40273-024-01444-1.md	e27029b44386f096dd26fc2f449114b07773a788ad1181b4378639882a3f53d2	32807	input/projects/304-PHD/papers/doi_10.1007_s40273-024-01444-1.xml	b908b254e120ba604b65b6fbf9515bb55da21e943ecf3337deed20ec67399722	75132	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P019.json	dcd68c79c9d8cb3b7a35caf4364b0037827b22acc2d73a540ffb1c382fe3aec3	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P019.md	7900daaa04560a6f398840c4793f2474f5f9dffbeff9f4b1eb9a3c3235f37f3b	79913	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P020	G020	10.1371/journal.pone.0302886	corpus/348-PHD/doi_10.1371_journal.pone.0302886.md	9420b24805f77c45e43b06a4d79dde1108b29b495b94d16550687f99631dcbb5	188611	input/projects/348-PHD/papers/doi_10.1371_journal.pone.0302886.xml	a98c9ce6411424d4bd3bfda21c3bb3ec53185d624102a8c256bbd9e9ea3c21c6	289296	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P020.json	e3faead6646860e250db29e49784c15cd2c35a88493dcebe6db36ddb9ee463e2	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P020.md	627778a66bf387bc135fd13326309839f3a976f901359a800e5b9d04a0b362ce	245569	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
V2-P021	G021	10.1097/mlr.0000000000002315	corpus/1787-RA/doi_10.1097_mlr.0000000000002315.md	1357ec5e1968fa90e5d089d20bce9aa717a605af481776e7fdac726471b62dad	55617	input/projects/1787-RA/papers/doi_10.1097_mlr.0000000000002315.xml	6450e29301da6d37d3974b1aba432c7594fddff77e353b283e314b2dfd9438f5	95937	frozen 209-paper JATS corpus	pilot/ontology-development-v4/production/person-citation-sprint/prepared-author-repair/metadata/V2-P021.json	8c0c3f2730a66a2d164760b4dc78b6f1f002ffbb2adbfe704536339c4b714379	pilot/ontology-development-v4/production/prepared-rebuild-v2-v013/inputs/V2-P021.md	defa688ad2a14c5707676cbbe87d5066ad66ca87e8dcf633bb389fc0822668dc	106940	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	9a5e2dc3e3ef4941ad902a77d17ebb2b4578031e77334c068524231815980fe6	a50d22be3eebc2a79cf3f62af90ea2364f9f2a7046453995786dcc5c94bcd863	TOP_LEVEL_JATS_CONTRIBUTORS_ONLY							
