record_id	paper_id	work_id	project_ids	article_path	article_sha256	article_bytes	pdf_path	pdf_sha256	pdf_bytes	metadata_source_paths	coverage_reason	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes	task_sha256	ontology_sha256	vocabulary_sha256	normalization_registry_sha256	normalization_aliases_sha256	metadata_enrichment
PDF-P011	10.1016/j.burns.2020.08.015	doi:10.1016/j.burns.2020.08.015	20180330	corpus/20180330/doi_10.1016_j.burns.2020.08.015.md	02ffc3d46e83afa5b931077dd348c40f4ebe4d846d9ed239ee67350ffe0b9d16	38996	input/projects/20180330/papers/doi_10.1016_j.burns.2020.08.015.pdf	3813ff140dd828a9106081309d90b936402a20bdb51250dd37b240b2c413d895	557505	input/projects/20180330/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P011.json	7d491c8af715b84e369a2a363ce98e06cdbfe2eb1ea9d272b608ae8af1bb58fb	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P011.md	b66be0f48ae16ddb0328d1b36968c109a0d1051c0fc890149df2819bd48c4ece	84089	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P012	10.1016/j.jocm.2024.100494	doi:10.1016/j.jocm.2024.100494	1484-RA	corpus/1484-RA/doi_10.1016_j.jocm.2024.100494.md	38bdcf680f9665157682f829b94c20f109cafd6027954622cf67444970823092	55567	input/projects/1484-RA/papers/doi_10.1016_j.jocm.2024.100494.pdf	9a2a94e11664328f96d8e4c313b66f59b238e8e8306f81c8f332fd4c6202b056	2641720	input/projects/1484-RA/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P012.json	22e86fae5f5aa35725d10afabbb0868d72176b946775521bb0a330a4ed49e642	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P012.md	0acce0a39dfafb6ea34aa6740dcd8aff5416e25652e1f72a7cd8811c793942f3	99190	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P013	10.1016/j.jval.2014.11.005	doi:10.1016/j.jval.2014.11.005	2013130	corpus/2013130/doi_10.1016_j.jval.2014.11.005.md	c167bb1fcf47d4cb8f926665647f4bcc566d6df37426c2875c5cbf0bf2458337	35569	input/projects/2013130/papers/doi_10.1016_j.jval.2014.11.005.pdf	ca5aba52109b03d571ce21ee0bcef28bc15280f9c9ecdab40345c6394c9ffc91	478113	input/projects/2013130/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P013.json	7d57e5793e02137f0d20c901f97ac3c105c264bbd055eefdac0ee85b1d24f6c1	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P013.md	2e70dfaf8576cfe0d37dbdd8f463edcf1c4922ec0ab0882fa3a8b4eca95d834f	80354	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	AUTHOR_ORDER_REVIEW
PDF-P014	10.1016/j.jval.2018.05.002	doi:10.1016/j.jval.2018.05.002	2014160	corpus/2014160/doi_10.1016_j.jval.2018.05.002.md	77e1f78cef59ce81f74e77b20b7ac496fc2802a1a3cbcb9dee65ffa0a741ddfb	42917	input/projects/2014160/papers/doi_10.1016_j.jval.2018.05.002.pdf	b2795f4e5cdb755c8efe0916a0284a9593ce7d45e205419b2ca6fc71703f1e38	486211	input/projects/2014160/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P014.json	d8f95d7fad2f4c4ab2636a787b5157a4b5bcf8bc3ba03dff975e0a0115ec2962	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P014.md	35dacc489d6470037ed52ab7db4bcdfa7bd86cae0e7659ddb656d864a26234bd	89853	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P015	10.1016/j.jval.2019.02.006	doi:10.1016/j.jval.2019.02.006	20170130	corpus/20170130/doi_10.1016_j.jval.2019.02.006.md	c05db96fddc0b62cecacb8c2c0c19afadf425f12509e0dc67e1a3c624a40bc36	57957	input/projects/20170130/papers/doi_10.1016_j.jval.2019.02.006.pdf	4835f941eee765ad3fdc8c4a4ea887f97916ef5ca383ef35a10bd5584def92f5	591322	input/projects/20170130/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P015.json	ba0846147fea0c3da1b607ad2c76f4a3680f0925660169bb42ccfb8cf537f05a	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P015.md	898449e3c3179202fcf905291e455893e9a3361185f1ee178fc57b9d9b188448	102361	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P016	10.1016/j.jval.2019.06.008	doi:10.1016/j.jval.2019.06.008	20170160	corpus/20170160/doi_10.1016_j.jval.2019.06.008.md	3aab79ab2bdd301c9401a66f60f3bed228ff8a9b70202746270dbbcb06572b1d	42531	input/projects/20170160/papers/doi_10.1016_j.jval.2019.06.008.pdf	d9b4a5219a5b7cd24243ee32a1ce0f0ccc0fe0b7e84c5c50669cc3de524ae2b8	883903	input/projects/20170160/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P016.json	4bbd897851bf74cab7f976a018757404f90cd7c9c4db7b4e1d4c037edb90c7d2	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P016.md	fcf7fc2f8297dd5f7149ea7a6f778c06e0211f4c7fde6369418bdcb1e350787a	87449	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P017	10.1016/j.jval.2019.10.006	doi:10.1016/j.jval.2019.10.006	2015150	corpus/2015150/doi_10.1016_j.jval.2019.10.006.md	350bfef36d0212f97f442bc6b2551078e9042239f8d531f45e1ee1c208e59837	35032	input/projects/2015150/papers/doi_10.1016_j.jval.2019.10.006.pdf	547bf2ff2f3ccde8445907a9eb6aaa42c9be4e2c7f41c4688a7b1a3256be89a0	495759	input/projects/2015150/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P017.json	3e6a30e9360f9a31b967bddb494f293ab7c30e5895088368bf7171b0f96f0495	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P017.md	f3f2df234777f711076aa0e26f9496c579c924abee54093e4a52de0e97110ff7	79167	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P018	10.1016/j.jval.2020.03.019	doi:10.1016/j.jval.2020.03.019	20170500	corpus/20170500/doi_10.1016_j.jval.2020.03.019.md	e6bf57e8c8765e34573d7be0a148c02fcc8565245a4856b87851553ec89c63ca	57350	input/projects/20170500/papers/doi_10.1016_j.jval.2020.03.019.pdf	912c553e7eeac91f2fdb944209ba8b284a1bf92501f32c759e4c37f22c92d5af	817284	input/projects/20170500/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P018.json	9a7b6b83b7220b6074587d933cd30a9627bf5235997a72a1456f0611cb4ba6c3	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P018.md	11dc39469827f8a3f58c51cbbec61c2988a8f0b362e67c04e83ecc4daa9a39bf	102924	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P019	10.1016/j.jval.2020.05.004	doi:10.1016/j.jval.2020.05.004	20170170	corpus/20170170/doi_10.1016_j.jval.2020.05.004.md	096d05f87fd3985319d15d20045d561470545432483ba84a0adfef9c5f9496bf	54588	input/projects/20170170/papers/doi_10.1016_j.jval.2020.05.004.pdf	95b85c2a00dfdb2955c15bf5764d5cf742889e9a31fd5177c8aca6390ed517d9	384602	input/projects/20170170/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P019.json	8db79267cd7b9b44a161604367685d7be2aa0fc39b80740b25d311e2622f33f7	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P019.md	756ae8d7e2ba25fc6a9fc8333ed15b4ef8fe094c9eddfa79d6614840d19a4eb2	99894	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P020	10.1016/j.jval.2021.10.013	doi:10.1016/j.jval.2021.10.013	20180510	corpus/20180510/doi_10.1016_j.jval.2021.10.013.md	aad1d59c8893ac98b6fe238d608db886e1e58e3bcdbcfa9012bd87bbf93a7416	48400	input/projects/20180510/papers/doi_10.1016_j.jval.2021.10.013.pdf	5c85893d742b0e5585c420c9e51ec9edcc18a9865e2d286d5b2c2fbab18f2c65	1611162	input/projects/20180510/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P020.json	e5343b608b1ecf0f681e2c8050b5b1df5a3c5ffb44403156c2efec65822776c1	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P020.md	65f69784763e52d8511cec69ca5c33b6b0e850d6bb3172f88f24160b5d03c76a	94127	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
PDF-P021	10.1016/j.jval.2021.12.014	doi:10.1016/j.jval.2021.12.014	20190920	corpus/20190920/doi_10.1016_j.jval.2021.12.014.md	eaa1bed64e62676a4ae29f8613cbfb1de83a49b82d126a48f63f16a23161a905	62474	input/projects/20190920/papers/doi_10.1016_j.jval.2021.12.014.pdf	aa50942320bf902bd5ce7036afd8642e08187055e89b454c37119494c6a03a06	519424	input/projects/20190920/publications.json	local PDF tranche; project instances=1	pilot/ontology-development-v4/production/pdf-tranche-metadata-enriched/metadata/PDF-P021.json	d9145c2a9e5c141f4af9406b780976a6c61472d890f63d170d2055fd2146af28	pilot/ontology-development-v4/production/pdf-tranche-prepared/inputs/PDF-P021.md	60e142a2ec4af4ab8f30e2345d54ee85ce4a744c97cc934c967a7c217cb57088	106932	5876c7a0636920df49ae04a515854244e78455f9e4d9a69bb2dba6674d322221	495c3be0bb3284343931ea7527177210d22d5aab617dc051bd70895fb3fe7a53	d60b00a82f40f79ab7e43a2f91a3444c932fc6394d3d5e2dfbf3a7fc3f75cd0c	6fa0d58cc83ecd8cb105236111838ad85f5db44d9ae06f65fee0c7ee90736698	ad111d4f886dc72426c43c11445c6f2e93330e4b2bef1cdb2198dd75eecdfb4d	ENRICHED
