batch_id	record_id	verdict	source_locations	repair	ontology_gap
A011	V2-P011	MINOR	"METHODS > Statistical Analysis, paragraph beginning ""Because hospital-level variables generally strongly affect PNB use"" (null models; 3-level patient random intercept ""had minimal effect and was therefore not included in the final models"") | METHODS > Statistical Analysis, paragraph beginning ""Two sensitivity analyses were conducted"" (state-county ID random intercept; dual eligibility re-run from 2017) | RESULTS > Sensitivity Analysis | RESULTS > Population Attributable Risks for Utilization of PNB, final paragraph (""THA (87%) compared to in TKA patients (63%)"") | Table 3, Sequential PARs > Total row (THA 87, TKA 62) and Sequential PARs reverse order > Total row (THA 86, TKA 63) | RESULTS > Model Performance (""c-statistics ... varying from 0.66 to 0.82""; ""ICCs ... ranging from 0.02 to 0.16"") | Table 4 (THA c-statistics 0.71/0.67/0.83, ICC 0.04/0.01/0.13; TKA c-statistics 0.70/0.67/0.78) | RESULTS > Association of Patient and Hospital Variables with Utilization of PNBs > TKA (""diagnoses other than osteoarthritis (OR, 0.35 [95% CI, 0.33-0.37])"") | Table 2, row ""Diagnosis nonosteoarthritis"", TKA column (0.35 [0.34-0.37]); Abstract > RESULTS | RESULTS > Association of Patient and Hospital Variables with Utilization of PNBs > THA (""government-owned hospitals (OR, 0.71 [95% CI, 0.45-0.13])"") vs Table 2 (0.71 [0.45-1.13]) | METHODS > Variables, missingness paragraph (final sample n = 147,721) vs RESULTS > Descriptive Analysis (52,000 THAs + 93,448 TKAs = 145,448) | DISCLOSURES; affiliations aff3 | METHODS > Data; METHODS > Inclusion and Exclusion Criteria of the Sample; Figure (flowchart)"	"1) Split ModelUse mo4. It currently conflates two different models. Keep mo4 for the sensitivity model only: source_label ""3-level mixed-effects logistic regression model with random intercept for state-county ID (replacing and alongside SDI)"", context DIRECT_CURRENT_ACTIVITY, function STATISTICAL_ESTIMATION, analytic_role SENSITIVITY, source [""METHODS > Statistical Analysis (sensitivity analyses)"", ""RESULTS > Sensitivity Analysis""]. Add a new ModelUse mo5 with source_label ""3-level model adding a random intercept for the patient (to account for contralateral procedures)"", context DIRECT_CURRENT_ACTIVITY, function STATISTICAL_ESTIMATION, analytic_role CANDIDATE (the source states it ""had minimal effect and was therefore not included in the final models""), source [""METHODS > Statistical Analysis (paragraph on null models and random intercepts)""]. Optionally add mo6 for the dual-eligibility re-run restricted to 2017 onwards, analytic_role SENSITIVITY, source [""METHODS > Statistical Analysis (sensitivity analyses)"", ""RESULTS > Sensitivity Analysis""].
2) Add SourceConflict sc3, scope ""Total sequential PAR explained in TKA"": statement A ""All variables combined explained a considerably higher percentage of PNBs in THA (87%) compared to in TKA patients (63%)"" [RESULTS > Population Attributable Risks for Utilization of PNB, final paragraph]; statement B ""Table 3 reports a primary-order sequential PAR total of 62% for TKA (63% only for the reverse order)"" [Table 3, Total rows]. Keep Finding f2's 62% value as extracted and cite sc3.
3) Add SourceConflict sc4, scope ""Secondary-outcome model c-statistics and ICCs"": statement A ""The models for the secondary outcomes had lower c-statistics, varying from 0.66 to 0.82 ... ICCs were also lower, ranging from 0.02 to 0.16"" [RESULTS > Model Performance]; statement B ""Table 4 reports c-statistics 0.71, 0.67, 0.83 (THA) and 0.70, 0.67, 0.78 (TKA) and ICCs 0.04, 0.01, 0.13"" [Table 4]. Link from Finding f9, whose ""0.66-0.82"" and ""0.02-0.16"" values should retain their narrative-text locator.
4) Add SourceConflict sc5, scope ""TKA nonosteoarthritis odds ratio confidence interval"": statement A ""OR, 0.35 [95% CI, 0.33-0.37]"" [RESULTS > ... > TKA]; statement B ""0.35 (0.34-0.37)"" [Table 2; Abstract > RESULTS]. Finding f6 may keep 0.34-0.37 but must cite sc5.
5) Correct the provenance/reading of the THA government-ownership estimate in Finding f5: the narrative prints an impossible interval ""0.71 [95% CI, 0.45-0.13]"" while Table 2 gives 0.71 (0.45-1.13, P = .152). Either add this to a SourceConflict or add an explicit value row for government ownership with uncertainty ""95% CI 0.45-1.13"" sourced to Table 2, and soften the f5 statement so government ownership is described as not statistically significant rather than simply ""lower"".
6) Add SourceConflict sc6 (or a NOT_REPORTED note), scope ""Analyzed sample total"": the stated final complete-case sample is n = 147,721 [METHODS > Variables, missingness paragraph] while the reported analytic cohorts sum to 145,448 (52,000 THA + 93,448 TKA) [RESULTS > Descriptive Analysis; Table 1]. Do not silently reconcile sam10 with sam11/sam12.
No other change: filter decision, EuroQol support, publication form, Study unit, parts, primary family, purposes, design axes, populations, sample stages and counts, data origins, instrument/method/protocol/software uses, factors, outcome families, findings f1-f4 and f7-f8, interpretations, limitations, concepts, sc1 and sc2, and gap g1 are all confirmed against the article."	
A012	V2-P012	MINOR	"Methods > Psychometric analyses > Validity > Convergent validity ('we also evaluated the correlation of the Chichewa versions of the PedsQL 4.0 sub-scales and EQ-5D-Y-3L and EQ-5D-Y-5L dimensions but these results have been published elsewhere [15]') | Results > Discriminant validity, first paragraph ('child total score mean difference = 6.26, t = 1.716, p < 0.900') vs Table 3, Total Scale score, child p-value = 0.090 | Results > Participants ('Most participants were healthy (67%)') vs Table 1, Health condition rows (Healthy 95 (33%); Acute 155 (54%); Chronic 39 (13%)) | Results > Known-groups validity ('the effect size ranged from small (0.21 for social functioning) to large (0.93 physical functioning)') vs Table 5 (teen Social Functioning effect size 0.74; teen Emotional Functioning effect size 0.21) | Table 5 header (child: N = 98, healthy = 12, 81 = sick; teen: N = 191, healthy = 83, 106 = sick) | Results > Translation process ('The translation process identified five items that did not directly translate into Chichewa'); Results > Cognitive interviews ('one major conceptual issue ... ""It is hard for me to take a bath or shower by myself""'); Discussion, first paragraph ('After making slight adaptations to six items'); Abstract > Results ('Six items were found to need cultural adaptation') | Methods > Step 2: self-completion of the questionnaire; Discussion, limitations paragraph (record item ad2)"	"1) Delete StudyPart part3 and Design records d9, d10, d11, d12. The EQ-5D-Y-3L/EQ-5D-Y-5L correlation analysis has no separable sample, data source, administration, or reported result in this article (results are stated to be published elsewhere, ref [15]); it does not meet the StudyPart rule. Re-link InstrumentUse iu9 and iu10 (EQ-5D-Y-3L and EQ-5D-Y-5L, Chichewa) to part2, keeping context DIRECT_CURRENT_ACTIVITY and function COMPARATOR, and record in their source locator that the correlation results are reported elsewhere (Methods > Convergent validity, ref [15]). Do not carry a BETWEEN_INSTRUMENT comparison axis anywhere in this record, since no between-instrument result is reported here; part2 keeps BETWEEN_GROUP.
2) Add SourceConflict sc1: statement A = Results > Discriminant validity, 'child total score mean difference = 6.26, t = 1.716, p < 0.900'; statement B = Table 3, child Total Scale score p-value = 0.090. Keep both locators; do not silently prefer the table. Leave Finding f8 numerically as extracted (0.090) but add a note field/locator pointing to sc1.
3) Add SourceConflict sc2: statement A = Results > Participants, 'Most participants were healthy (67%) in comparison to those that were sick'; statement B = Table 1, Healthy 95 (33%), Acute 155 (54%), Chronic 39 (13%) (i.e. 67% sick). Keep both locators.
4) Add SourceConflict sc3: statement A = Results > Known-groups validity, 'small (0.21 for social functioning) to large (0.93 physical functioning)'; statement B = Table 5, teen Social Functioning effect size 0.74 and teen Emotional Functioning effect size 0.21. Then correct the third value entry of Finding f11: change its subgroup text from 'Teen self-report (social functioning 0.21; physical functioning 0.93)' to 'Teen self-report sub-scale effect sizes, range 0.21-0.93 as reported in text; see SourceConflict sc3 for the table discrepancy'.
5) Optionally add SourceConflict sc4 for the Table 5 group counts (child N = 98 but healthy 12 + sick 81 = 93; teen N = 191 but healthy 83 + sick 106 = 189).
6) Rewrite the Finding f1 statement to remove the unsupported inference 'and the cognitive interviews identified one further conceptual problem'. Use source-faithful wording: 'The translation process identified five items that did not directly translate into Chichewa (walking more than one block; sports activity or exercise; taking a bath or shower; hurt or ache; not feeling well), and the authors report that six items in total needed slight cultural adaptation for Malawi.' Keep both aggregate values (6 of 23; 5 of 23) unchanged.
7) Remove 'du3' from Administration ad2.applies_to; an Administration applies to an instrument, method, protocol, software, or task use, not to a DataUse. Keep iu7 and iu8.
8) Optional completeness: add a study-level Design record for mixed_method_integration = SEQUENTIAL (Methods > 'took a two step process: first, cross cultural adaptation ... and second, psychometric validation'), since the qualitative adaptation part informs the quantitative validation part."	
A013	V2-P013	MINOR	Title; Abstract > Purpose/Methods/Results/Conclusion | Introduction, final paragraph (Objective 1 and Objective 2) | Methods > Study design (qualitative descriptive; June–September 2024; CORE-Q; ethics H0030051) | Methods > Participants (convenience sampling via UDMOOC webpage; eligibility criteria; REDCap) | Methods > Data collection (Zoom©; hard copy proxy EQ-HWB-9 (2022), English for Australia version 1; nine items; three positively-worded EQ-HWB items; topic guide prompts; saturation grid/information power; NVivo v14) | Methods > Analysis (integrated inductive/deductive thematic analysis; first five transcripts double coded by JR and CN; background characteristics compared against emerging categories; study advisor MB review; participant review of one-page summary) | Results > Participant recruitment and contextual information (39 contacted, 19 completed; interviews 49–69 min, mean 60; no new themes after tenth interview; Table 1; Fig. 1) | Results > Contextualisation: prior experience of proxy reporting (14 carers) | Results > Variations in aspects of well-being; Strategy 1; Strategy 2; Application of recall in response strategies | Results > Proxy perspective and its implications (objective 2) | Discussion, paragraphs 2–3; Discussion > Limitations; Conclusions | Acknowledgements and Funding (EuroQol Foundation 1557-RA)	1) Delete InstrumentUse iu2 (proxy EQ-HWB-9 with context DIRECT_CURRENT_ACTIVITY and function CURRENT_HEALTH_MEASUREMENT). The source never reports or analyses EQ-HWB-9 scores or the health status of the persons with dementia; the questionnaire is completed only as the object of think-aloud probing (Methods > Data collection; Results, objectives 1 and 2). Keep iu1 (CURRENT_STUDY_OBJECT / CONTENT_TEST_OBJECT) as the single use of the proxy EQ-HWB-9, and re-point Administration adm1.applies_to to ['iu1','iu3','mu2','mu3','td1','su1'] after the deletion. 2) Correct the Population pop1 label: Methods > Participants states that individuals with experience as paid or unpaid carers were recruited and that eligibility required 'currently providing care (paid or unpaid)', while the title/abstract say 'informal carers'; replace the internally contradictory label 'Informal (unpaid or paid) carers' with 'Carers (paid or unpaid; described as informal carers in the title and abstract) of persons living with dementia in Australia with prior experience of proxy reporting', and add a SourceConflict recording both statements with locators 'Abstract > Methods' and 'Methods > Participants'. 3) Outcome o3 ('prior experience of reporting on the health and well-being of the person with dementia') is a contextual descriptive objective, not relevance/comprehensiveness/comprehensibility evidence; change its family from CONTENT_VALIDITY to METHOD_PERFORMANCE_OR_DATA_QUALITY, or, if that is judged inexact, keep the outcome and add a Gap of state UNCERTAIN_MAPPING citing 'Introduction, final paragraph' and 'Results > Contextualisation: prior experience of proxy reporting'. 4) Optional completeness: add a second ranked Purpose MEASUREMENT_PROPERTY_EVALUATION (rank 2) citing 'Introduction, paragraphs 2–3' and 'Conclusions', consistent with the assigned primary family. No other change is needed: inclusion, direct EQ connection, explicit EuroQol support (1557-RA), ORIGINAL_RESEARCH_ARTICLE, the single Study with no parts, primary family MEASUREMENT_PROPERTY_EVALUATION, the design axes, samples (39 APPROACHED, 19 COMPLETED, 19 ANALYZED), method/software/protocol uses, task design, administration, findings f1–f11, interpretations, limitations and concepts are all supported by the article.	
A014	V2-P014	MINOR	Results: Subgroup analysis of EQ-5D utility scores — 'Study design' paragraph ('Utility scores were slightly higher in cohort studies (0.75, 95% CI 0.70–0.80) compared to cross-sectional studies (0.77, 95% CI 0.74–0.80), though the difference was not statistically significant (p = 0.45)') | Methods: Study selection ('independently screened by two reviewers using the pre-specified eligibility criteria (first screening) ... full-text articles were reviewed by two reviewers ... Discrepancies ... resolved through consensus with a third author') | Extraction record items f7 and mu3	1) Add one SourceConflict item (study_id 's1', part_id 'part1') recording the internal contradiction in the study-design subgroup: statement A — 'Utility scores were slightly higher in cohort studies' (locator: Results: Subgroup analysis of EQ-5D utility scores, 'Study design' paragraph); statement B — the same sentence reports cohort 0.75 (95% CI 0.70–0.80) versus cross-sectional 0.77 (95% CI 0.74–0.80), i.e. cohort lower (same locator; Figure S9). Keep both statements verbatim with their locators and do not alter Finding f7, which correctly preserves the reported numbers and p = 0.45. Link the conflict to f7 and to StudyFactor sf4. 2) Change the method_function of MethodUse 'mu3' from QUALITY_CONTROL to EVIDENCE_IDENTIFICATION, keeping the source_label, context DIRECT_CURRENT_ACTIVITY, and the existing locator (Methods: Study selection); if the dual-reviewer agreement/consensus procedure is to be kept as a distinct quality element, create a separate MethodUse with function QUALITY_CONTROL and source_label 'Discrepancy resolution by consensus with a third author' citing Methods: Study selection and Methods: Data extraction. Make no other changes.	
A015	V2-P015	MINOR	Title | Abstract | Section 1 Introduction, paragraph 3 ('five functional scales, nine cancer symptom scales, and a global health/HRQoL scale') | Section 2.1 Data-Collection | Section 2.3 Health Status/HRQoL Assessment ('The EQ VAS is used to rate the patient's overall health on a scale of 0–100, with 0 being the best imaginable health and 100 being the worst imaginable health'; 'five functional scales, eight cancer symptom scales') | Section 2.4 Statistical Analysis ('negative deltas indicate a decline in health status/HRQoL over time'; 'The MCID of the EQ-5D-5L index was based on the study of Pickard et al.') | Section 3 Results (flow: 3 duplicates, 27 non-responders, 118 excluded, 219 incomplete, 333 analysed) | Section 3.3 Deltas and MCID ('Among the other scales of the EORTC QLQ-C30, only the delta 1 values for the functional scales exceed the MCID') | Section 3.4 Internal Responsiveness | Section 3.5 Subgroup Analysis | Section 4 Discussion, first paragraph ('the range of reported MCID values ... The thresholds used in this study are relatively high, which makes clinically significant changes less likely to be observed') | Section 4.1 Strengths and Limitations | Section 4.2 Clinical Implications | Section 5 Conclusions | Table 1 | Table 2 | Table 3 | Table 4 | Appendix A Table A1 (bolded deltas: fatigue 8.88, pain 7.41/6.11, dyspnea 6.51, emotional functioning 7.83, appetite loss −7.71) | Appendix A Table A2 | Funding statement (JATS article-meta/funding-group)	1) Add a SourceConflict for the EQ VAS anchor description: statement A = Section 2.3, 'The EQ VAS is used to rate the patient's overall health on a scale of 0–100, with 0 being the best imaginable health and 100 being the worst imaginable health'; statement B = Section 2.4 plus Table 2/Table A1, where a falling VAS (78.0 at T0 to 74.3 at T6; mean delta 1 = −3.69) and the rule 'negative deltas indicate a decline in health status/HRQoL' imply the reverse anchoring (0 = worst, 100 = best). Keep both statements with their locators; do not silently correct either. 2) Add a SourceConflict for the MCID exceedance claim: statement A = Section 3.3, 'Among the other scales of the EORTC QLQ-C30, only the delta 1 values for the functional scales exceed the MCID'; statement B = Appendix A Table A1, where bolding (delta > MCID of 5) also marks symptom scales for delta 1 (fatigue 8.88, pain 7.41, dyspnea 6.51) and delta 2 values (emotional functioning 7.83, pain 6.11, appetite loss −7.71). Link both to Finding f3. 3) Add a SourceConflict for the EORTC QLQ-C30 scale description: Section 1 Introduction states 'nine cancer symptom scales' while Section 2.3 states 'eight cancer symptom scales, ... and a financial difficulties scale'; keep both locators. 4) Re-source Limitation l5: its current locator (Section 2.4 Statistical Analysis) is a methods rationale, not a source-reported limitation. Change the primary locator to Section 4 Discussion, first paragraph, and restate as: 'Reported MCID values for the EQ-5D and EORTC QLQ-C30 vary widely and the thresholds used here (0.08 and 5) are relatively high, so conclusions about clinical significance depend on the chosen threshold; no MCID exists for cancer patients using the Dutch EQ-5D-5L value set.' Keep Section 2.4 as a secondary locator and keep about = [mu7]. 5) Optionally complete the participant flow by adding two Sample records scoped to pop1 with stage EXCLUDED: size 3, size_text 'After removing 3 duplicates', and size 27, size_text '27 non-responders' (Section 3 Results; Figure 1). No other change; all other items, values, roles and links verify against the article.	
A016	V2-P016	MINOR	"Methods > Statistical Comparison between Modes of Administration (""The mode of administration of the interview (videoconferencing vs. face-to-face) was not randomised... we split our sample into the following three groups"") | VOCABULARY.tsv design/comparison_structure/BETWEEN_CONTEXT (""Places, countries, modes, or settings are compared"") | Results > Face Validity and Value Distribution Interviewer's Effects (""However, these observed differences were not statistically significant (Table 3)"") | Table 3, rows 'Overall > Weak criterion > After FBM' (Spain 87.3 vs 63.9, bold italic) and 'Interviewer 3 > Weak criterion > After FBM' (95.2 vs 61.1, bold italic), with footnote 'bold italicized font indicates significant results after Bonferroni correction applied' | Declarations > Funding; Abstract; Introduction > final paragraph; Methods > Sampling and Data Collection; Results > Descriptive Statistics; Table 1; Table 2"	1) Delete Gap g1. The controlled value BETWEEN_CONTEXT explicitly covers comparison of modes, and the elicitation method (cTTO under the EQ-5D-Y-3L valuation protocol) is identical in both arms, so no mapping uncertainty with BETWEEN_METHOD exists; keep Design d3 = BETWEEN_CONTEXT unchanged and remove the g1 reference to it. 2) Add one SourceConflict (study_id s1, part_id null, scope 'Statistical significance of the difference in proportion of inconsistent respondents between videoconference and subsequent face-to-face interviews') with two statements and locators: (a) 'However, these observed differences were not statistically significant (Table 3).' [Results > Face Validity and Value Distribution Interviewer's Effects]; (b) Table 3 marks the Spain overall weak-criterion after-FBM proportions (subsequent F2F 87.3% vs videoconference 63.9%) and interviewer 3 weak-criterion after-FBM proportions (95.2% vs 61.1%) in bold italics, which the table footnote defines as significant after Bonferroni correction [Table 3 and Table 3 footnote]. Leave Finding f6 statement and values unchanged and link the new SourceConflict to f6 rather than editing f6.	
A017	V2-P017	MINOR	Methods/Measures ('Participants were asked to complete the EQ-5D-3L and the EQ-VAS for the current situation in all questionnaires'; 'At T2 and T3 they were also asked to report what they remember to have reported...'; 'At T3, we first asked participants to recall T1 and then T2') | Methods/Participants ('all eligible patients were invited to participate ... via a postal invitation'; 'patients who were unable to reply to Dutch language questionnaires ... were excluded'; 'patients without a permanent address' excluded) | Results/Participants ('In total, 5731 trauma patients were invited...'; '446 participants (29.4%)') | Methods/Statistical analysis (SPSS v23; chi-square; Mann–Whitney U; paired t test; ICC) | Abstract/Results and Results/EQ-5D summary scores (0.737 vs 0.739) | Discussion/Strengths and limitations | Funding ('This study was funded by EuroQol (Grant Number: EQ Project 2016160)')	"1) In Administration ad1, replace recall_period ""Current situation ('today')"" with the source-faithful wording ""current situation"" (Methods/Measures); the token 'today' is not in the source and must not be quoted as if it were. 2) In Administration ad1 and ad2, replace setting ""Home after hospital discharge"" with an empty value or NOT_REPORTED; the source reports only that questionnaires were sent by post to patients with a permanent address and never states the completion setting. 3) In Administration ad2, correct applies_to: remove iu2 and iu5, which are CURRENT_STUDY_OBJECT / MEASUREMENT_PROPERTY_TEST_OBJECT uses and are not administered items, and keep only mu2 (retrospective recall assessment); if a distinct administered instrument use for the recall condition is wanted, add one InstrumentUse each for 'EQ-5D-3L' and 'Visual Analogue Scale (EQ-VAS)' with context DIRECT_CURRENT_ACTIVITY and function OUTCOME_MEASURE scoped to the recall questions (Methods/Measures) and point ad2 at those. No other change: family, purpose, design axes, samples, findings, SourceConflict conf1, and the assessment block are all source-accurate."	
A018	V2-P047	MINOR	Title; Abstract/Purpose, Methods, Results, Conclusion | Introduction, paragraph 2 ('it aims to determine whether changes in the age/sex composition of populations ... can implicitly generate an expiration date') | Methods, paragraph 1 (selection of UK, JPN, US value sets; data permissions; age recoding into 4 groups; US race/ethnicity sensitivity analysis) | Methods, paragraph 2 (World Bank demographic data; original vs 2022 weighting) | Methods, paragraph 3 (Japan 17 TTO tasks per respondent; UK and US 12 TTO tasks sampled from a 45-state design; exclusion rules; Bayesian heteroskedastic Tobit with censoring at -1) | Methods, equations 1-4 and surrounding text (scale parameters phi by sex s and age group a) | Methods, paragraph 8 (MCMC, priors, Metropolis-within-Gibbs with antithetic sampling, slice sampling, OpenBUGS, 10,000 burn-in / 30,000 iterations) | Methods, final paragraph (monitoring of original, updated, and difference value sets) | Results, paragraph 1 (3,395/82/43/3,270; 543/3/4/536; 4,048/133/3,915) | Results, paragraph 2 and Table 1 (representativeness; ageing populations; Japan male 75+ 2.9%->7.6%, female 75+ 5.3%->11.4%) | Results, paragraph 3 (beta and gamma parameters; UK all five domains, US all but mobility, Japan PD and AD scale parameters differ from 1) | Results, paragraph 4 and Table 2 (differences 0.00 or smaller, maximum 0.01, all 95% CrIs comprise 0; UK SC3 0.01, US UA3 0.01) | Discussion, paragraphs 1-2 (conclusion; strengths; ethnicity limitation and supplemental sensitivity analysis; future-trend limitation; constant-preference-structure assumption) | Funding and Acknowledgements (EQ Project 1612-RA, EuroQol Research Foundation) | Data availability (UK Data Service SN 3444; AHRQ archive; Japanese data not public; World Bank databank) | Deterministic metadata: article_type 'research-article'; funding award 1612-RA	Split TaskDesign 'td_uk_us' into two part-scoped records so no task design is asserted for the Japanese part. (1) Replace 'td_uk_us' with 'td_uk': study_id s1, part_id 'part_uk', applies_to ['mu_tto','iu1'], label 'TTO valuation tasks in the United Kingdom dataset', task_count '12 TTO tasks per respondent included in the analysis', block 'Tasks sampled from an overall design comprising 45 EQ-5D-3L health states', profiles/attributes/levels unchanged, source ['Methods, paragraph 3']. (2) Add 'td_us': identical content but part_id 'part_us' and label 'TTO valuation tasks in the United States dataset', source ['Methods, paragraph 3']. (3) Leave 'td_jp' unchanged (part_id 'part_jp', 17 tasks). Make no other changes: the include decision, explicit EuroQol support, ORIGINAL_RESEARCH_ARTICLE form, single Study s1 with METHODS_RESEARCH family, the three country StudyParts, populations, sample stages and counts, DataUse records, InstrumentUse, ProductUse, MethodUse, ModelUse, SoftwareUse, StudyFactors, Outcomes, Findings f1-f4, Interpretation i1, Limitations l1-l3, and Concepts c1-c2 are all source-accurate and must be kept as written.	
A019	V2-P092	MINOR	"Methods > General approach (""Key information around the methods of the valuation study was extracted from the respective manuscripts""; ""Algorithms were extracted from published manuscripts (Australia, Belgium, China, Germany, Hungary, Indonesia, Japan, Netherlands, Slovenia, Spain)"") | Results > Preference pattern criteria (first sentence: ""Table 4 reports these characteristics and how value sets score on each of these"") | Table 3 caption (""Extracting some key characteristics from each country's value set in the EQ-5D-Y-3L"") and Table 3 rows (PD-WSU, MO-UA, 22222 [0.4,0.6], 33333 <-0.2) | Table 4 caption (""Characteristics of EQ-5D-5L value sets in countries that also have EQ-5D-Y-3L value sets"") | Results > Distribution of values, scale length and dimension importance (final sentence: ""...with the exception of Japan, Brazil and Indonesia Table 3."") | Introduction > final paragraph (research questions) | Abstract > Results; Discussion > Limitations and strengths; Conclusion; Appendix Table 5 caption; Footnote 3; Footnote 4; Funding; Declarations > Conflict of interest"	"1) MethodUse mu1: change `function` from `EVIDENCE_IDENTIFICATION` to `QUANTITATIVE_DATA_COLLECTION`, and change `source_label` to the source-faithful wording ""Extraction of value set algorithms and key methodological, sampling and value set characteristics from published value set manuscripts"". Rationale: the article reports no search, screening, or eligibility procedure for identifying evidence (Methods > General approach simply names the eleven countries with published value sets, references [9-19] and [29-38]); the activity performed is extraction of published algorithm parameters and study characteristics, not evidence identification for a synthesis. Keep `context` = DIRECT_CURRENT_ACTIVITY, `part_id` = null, and the existing source locator. 2) Add one `SourceConflict` item (study_id ""s1"", part_id ""part1"") recording the article's internal cross-reference contradiction, with both statements and locators preserved verbatim: statement A = ""Table 4 reports these characteristics and how value sets score on each of these"" (locator: Results > Preference pattern criteria, first sentence), statement B = Table 4 is captioned ""Characteristics of EQ-5D-5L value sets in countries that also have EQ-5D-Y-3L value sets"" and contains only EQ-5D-5L negative-value percentages, ranges and dimension rankings, whereas the adapted Olsen et al. preference-pattern criteria are tabulated in Table 3, captioned ""Extracting some key characteristics from each country's value set in the EQ-5D-Y-3L"" (locators: Table 3 caption and rows; Table 4 caption and rows); note also the stray trailing reference ""...with the exception of Japan, Brazil and Indonesia Table 3."" at the end of Results > Distribution of values, scale length and dimension importance. Do not silently repair the citation; the criteria-scoring findings f7 and the criteria MethodUse mu4 remain correctly linked to the Table 3 content. Make no other change: all other items, values, links, and the assessment block are source-accurate and should be left as they are."	
A020	V2-P127	MINOR	Methods, para 1 ('A secondary data analysis of published and unpublished value sets ... For each of the 19 EQ-5D-3L value sets, crosswalk sets were developed using the Van Hout et al. crosswalk algorithm [8]') | Background, para 1 ('For the mobility dimension, the highest level was labeled “unable to walk about.”') | Background, para 3 ('the most extreme level being “confined to bed” in the EQ-5D-3L and “unable to walk about” in the EQ-5D-5L') | Aims of the Study, third bullet ('Changing the highest level of problems with mobility from “confined to bed” to “extreme problems with walking about”') | Discussion, para 1 ('the “confined to bed” label seems to be valued differently from “unable to walk”') | Results, final para ('Higher means for the EQ-VT were reported for 13 pairs, versus 6 pairs reporting higher means for the crosswalk') | Declarations, Funding and Conflict of interest | Tables 1 and 2; Figs. 3-6	1) Delete Gap g1. The current-study application of the Van Hout et al. crosswalk algorithm as a derivation tool is already represented by MethodUse mu1 (source_label 'Crosswalk (response mapping) derivation of EQ-5D-5L values from EQ-5D-3L value sets', context DIRECT_CURRENT_ACTIVITY, function MAPPING_OR_DERIVATION), and its examined-validity role is correctly represented by ProductUse pdu1 with product_function ANALYSIS_OBJECT (Background paras 2-3; Discussion para 1: 'which the crosswalk insufficiently considers'). Keep pdu1 and mu1 unchanged; propose no new product_function value. 2) Add one SourceConflict item (study_id 's1', part_id null) recording the internal inconsistency in the label of the highest mobility level: statement A = 'unable to walk about' (source: Background, para 1 and Background, para 3; Discussion, para 1); statement B = 'extreme problems with walking about' (source: Aims of the Study, third bullet). Keep both statements verbatim with their locators and do not silently harmonise them. 3) In Finding f10, add the reported direction counts for the LSS > 15 subgroup as two aggregate values: reported_value '13', unit 'pairs with higher EQ-VT mean utility', denominator '19 value set pairs', subgroup 'MIC respondents with LSS > 15 (n = 305)'; and reported_value '6', unit 'pairs with higher crosswalk mean utility', same denominator and subgroup (source: Results, final para). Make no other change; all other counts, families, uses, findings, interpretations, and the limitation are source-accurate.	
