record_id	doi	article_path	article_sha256	article_bytes	xml_path	xml_sha256	xml_bytes	candidate_project_ids	metadata_path	metadata_sha256	input_path	input_sha256	input_bytes
P014	10.1007/s11136-021-03069-9	corpus/315-RA/doi_10.1007_s11136-021-03069-9.md	3389dd520659e9642a705cb342a7cfa8394a17c0c832a00ca51e7a9dd98d3ded	58405	input/projects/315-RA/papers/doi_10.1007_s11136-021-03069-9.xml	1e2aa799eb4412323869df9ceafb5d5e7bf4127166481f67e5afc6bdfaa7d778	111020	315-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P014.json	431d505985434f065ca910d54ccddac7747d253ebdd67e2c10f419bd9fd235b0	pilot/ontology-development-v3/production-calibration/production-50/inputs/P014.md	cfb529b82b81c56d65862158d71130bb3e2a6f5d90241dce17cb7288126bde19	75601
P015	10.1007/s11136-022-03143-w	corpus/20170230/doi_10.1007_s11136-022-03143-w.md	46d0f00f212245e79881157ce40772fb02cf005ab31d7fdf5bdd9eeb7560f719	59654	input/projects/20170230/papers/doi_10.1007_s11136-022-03143-w.xml	2f9086c54f5783e702544bf557fbd8a4c678c2026dca42390cccb80e5497d6ad	119406	20170230	pilot/ontology-development-v3/production-calibration/production-50/metadata/P015.json	2ee55231a99f2acd803c9f848061b31a77a9f18ce0d1d37c3aea0496abac162f	pilot/ontology-development-v3/production-calibration/production-50/inputs/P015.md	8a5084e9468f963ca1871e22f2e53fd3fef01fe498298dc3f8dce1fdf4180655	78046
P016	10.1007/s11136-023-03372-7	corpus/229-RA/doi_10.1007_s11136-023-03372-7.md	43776122c0907494fec280c0efc88967aac18838ecd4f7c7d7fcefcf84b78894	74378	input/projects/229-RA/papers/doi_10.1007_s11136-023-03372-7.xml	44a7e2b09a218904ba81a952773eee2349e419f28a396c274bade8d953cc5885	113836	229-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P016.json	323837b67d498199dc188c8f5185b445fe7c6b944806e9a5f48f89b93533293a	pilot/ontology-development-v3/production-calibration/production-50/inputs/P016.md	7b2a10807cf40315dda62a613bda100f7e103c560d247a90e2f07460b435670d	92423
P017	10.1007/s11136-024-03770-5	corpus/1612-RA/doi_10.1007_s11136-024-03770-5.md	d02dc1ce63b89816fd52615b86d20a31331905b73e4e44f0d09a59e47f3edf57	47993	input/projects/1612-RA/papers/doi_10.1007_s11136-024-03770-5.xml	700fb82b14fb2167bcf102c9d6be5bebebd3f331aae6967252916502f681c253	93996	1612-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P017.json	4b72503cee0c0d145f1254025128b9221d365a075eea9163cd6d39804b9b9bb8	pilot/ontology-development-v3/production-calibration/production-50/inputs/P017.md	04ff976587ef6c705c4684a2d66472d6d1ebf4761c0ecd453bf0c06b324b8c2d	62952
P018	10.1007/s11136-025-03917-y	corpus/401-RA/doi_10.1007_s11136-025-03917-y.md	eeabd3663904bad836797acd1c6fc8c8a5c04853c21884595173876738829651	56224	input/projects/401-RA/papers/doi_10.1007_s11136-025-03917-y.xml	fdb6ec60509414c1fc951c3f9b38d94548155802a599dc34ce74da45fda03798	120015	401-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P018.json	a611bd2a3eed95afb4b38c1be9be75edcf72d84fef4b63a811c09fe2eaee0328	pilot/ontology-development-v3/production-calibration/production-50/inputs/P018.md	1486e758e74d1fe75f2caeb84fa985404c41c835c8a4820f768117a242022c4b	76367
P019	10.1007/s11136-025-03996-x	corpus/330-PHD/doi_10.1007_s11136-025-03996-x.md	5e7dd427dd3e9ecb19ee3957b0623b7b932aa6d983274de82d67e97340ed5464	69560	input/projects/330-PHD/papers/doi_10.1007_s11136-025-03996-x.xml	4187e1a2aa3a7028440f8c06dbabab66a6bc004d300c682e9dd5cc57b10a94f8	110919	330-PHD	pilot/ontology-development-v3/production-calibration/production-50/metadata/P019.json	202b304e8b6509dc9828146ae7af9e40593a1dd6c6d0349b3c3a07e5ff4d0bf5	pilot/ontology-development-v3/production-calibration/production-50/inputs/P019.md	997b01ae9611c6665f77911e1f0fe4d2ed4afc5467a4ade5b11baaabe884744c	98175
P020	10.1007/s11136-025-04038-2	corpus/1485-RA/doi_10.1007_s11136-025-04038-2.md	168d53aed9f5436771a17e2560de98f312835ceea2df0b76cf64f31f8de92608	76716	input/projects/1485-RA/papers/doi_10.1007_s11136-025-04038-2.xml	72cb8d821a04fbf467fe9454fbfed23a0bb06c5c6702a9ab2bfdfc719c731965	166981	1485-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P020.json	73f030f15fa167ad34787d2fe2682c8508ce4289fb1883e8707220ab2d1238a7	pilot/ontology-development-v3/production-calibration/production-50/inputs/P020.md	9a33c94d1710d4a34b8c6998b0657035cb6e205dd29a0bcfa558f2d35024d396	99036
P021	10.1007/s11136-025-04074-y	corpus/367-RA/doi_10.1007_s11136-025-04074-y.md	228dc3ca0c53db29e5f6de64f2702c80bcdf1e110f3a67319d213c77b3859e02	90076	input/projects/367-RA/papers/doi_10.1007_s11136-025-04074-y.xml	438ef38e9f2a2b06ce82352668ff77eef7aca23e006beb12fab66f8cdb935e72	253284	367-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P021.json	b668bc118edca51258512ca88e7dec536a8412293a9d2a068214401e942edb75	pilot/ontology-development-v3/production-calibration/production-50/inputs/P021.md	e0a60decf8578c182b6bac798ca2a686e4ad49d8c136a7b572b77751ef3adf06	114900
P022	10.1007/s11136-026-04229-5	corpus/1572-RA/doi_10.1007_s11136-026-04229-5.md	2edd82f5849a21778052e471312bd497b678bf45b8c0eb51d166cbb68f175bb4	98062	input/projects/1572-RA/papers/doi_10.1007_s11136-026-04229-5.xml	1a748073e9280046e6ab2ac4581f27084752a92fecab8dea4eee537ad13c45ae	160623	1572-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P022.json	4b2bdc6b6776ff46235b4d61f702f6f355c8dad943b348182142d5e1a4b4947d	pilot/ontology-development-v3/production-calibration/production-50/inputs/P022.md	508576124797c539863b43ae1bdd6112ede17e8d1eb4788fcc816254ed0905c2	115337
P023	10.1007/s12311-024-01657-2	corpus/349-RA/doi_10.1007_s12311-024-01657-2.md	ba3549249f6cd84bf6aea4d81fd2cf43e6024a192e0c9ede4d0451c2ffb36a93	64795	input/projects/349-RA/papers/doi_10.1007_s12311-024-01657-2.xml	d029d75e937db21cdff3a68256c2396eea25d5313d16cec76016baf6776485c2	136457	349-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P023.json	690dac109f1dacbe2a99a22de26e175fda4576733b0cf8fa5902fc88c4272c19	pilot/ontology-development-v3/production-calibration/production-50/inputs/P023.md	42e07192bd5c78216d044e199c03ca76bfe22d168fcf3e35ec016c288867863f	84056
P024	10.1007/s40271-024-00708-4	corpus/304-PHD/doi_10.1007_s40271-024-00708-4.md	88a8fbfa8c75bcf902b77e17a48a32df69935d546d0db120706f518d4569bf76	53929	input/projects/304-PHD/papers/doi_10.1007_s40271-024-00708-4.xml	012ed970044d1a6ebd382dca9671722067f86c0e8cacc3cf605058a166509c3a	81290	304-PHD	pilot/ontology-development-v3/production-calibration/production-50/metadata/P024.json	05c3773c9f0fe3d5fb107c70d103c7d3e35b1d18414f9794044fcb32cede2f5d	pilot/ontology-development-v3/production-calibration/production-50/inputs/P024.md	0ceb12b20c785eee139862a96837bdbd6a9e40c5a3e80ab9c438cbee8b5e0345	68667
P025	10.1007/s40271-025-00749-3	corpus/1559-RA/doi_10.1007_s40271-025-00749-3.md	9b7d8c90c5ec3545b24746ae62fa16778a3e6e71881d4d2579a9100f9586e981	56703	input/projects/1559-RA/papers/doi_10.1007_s40271-025-00749-3.xml	d4780eff97f947e21d29b348313d6374e6c51434b0aa93471d30b45f78177f22	95817	1559-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P025.json	2c48e31bf6e6b3f53d8a11edd71a5df0884ed280a2cd3a536ed6ae263d2dcd4a	pilot/ontology-development-v3/production-calibration/production-50/inputs/P025.md	6a42b34123105b750b786a2e4f7655f9e4d477d7f0ad180d09b6d79bd4b8214d	74864
P026	10.1007/s40273-021-01100-y	corpus/20180130/doi_10.1007_s40273-021-01100-y.md	06530b94e4e1d06f6722be7b04dff4bddc1770ac22632530caa38a12f6bc002e	97000	input/projects/20180130/papers/doi_10.1007_s40273-021-01100-y.xml	73118fd045e08db3406618a11410914b5bf9be004a5eaa97f1b6c67d08222c4b	179684	20180130	pilot/ontology-development-v3/production-calibration/production-50/metadata/P026.json	0a7271081f11cabf646c13bf9687d7abf4e338a680d24afb916d82d61c3b12f5	pilot/ontology-development-v3/production-calibration/production-50/inputs/P026.md	4c40836aa13550bd3e62a596532ffa42bab74ba9d90d51bdbaff59d976d7648b	113244
P027	10.1007/s40273-023-01330-2	corpus/330-PHD/doi_10.1007_s40273-023-01330-2.md	e3f4d0bd6f863263d5ebbd6d686f2c609c332258f6ab3ec7adf43a6456b827db	107588	input/projects/330-PHD/papers/doi_10.1007_s40273-023-01330-2.xml	8b6a711e67e55615414e2fd9b93d9a9a9b54ec4bf98c1b2058ff01adb71b09d7	173833	330-PHD;361-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P027.json	a75b99f719747868030aeafa7d4f5f9acff1b640a7765a700439f50f75d8580a	pilot/ontology-development-v3/production-calibration/production-50/inputs/P027.md	853c16924be84364d6c9a24016f982419dfee6694d1e9a54c0649a25c5ac23c6	134537
P028	10.1007/s40273-025-01509-9	corpus/1481-PHD/doi_10.1007_s40273-025-01509-9.md	65bc5d505dd76602e7ef66d79eac4d25c762181392e8ac0d7446177fb4c82590	113841	input/projects/1481-PHD/papers/doi_10.1007_s40273-025-01509-9.xml	f37c5f0e585874113a536406297b8e13842c8fb953a0a102a4114fcd4e7d5889	214719	1481-PHD	pilot/ontology-development-v3/production-calibration/production-50/metadata/P028.json	a646a97a58d3aea1138cb4aaeb702b7f1547955770097d933d66c0afe09aac81	pilot/ontology-development-v3/production-calibration/production-50/inputs/P028.md	c88de9d286e38b5d648153f8f13b630b9485b2eb4de0497fb1dc04bb38c60943	135788
P029	10.1007/s40273-025-01550-8	corpus/1711-RA/doi_10.1007_s40273-025-01550-8.md	7e7d228cbf926fd058f42de14bfa6bb3c6ce8e9d347ce53de6a3941b5e947ba0	111094	input/projects/1711-RA/papers/doi_10.1007_s40273-025-01550-8.xml	0fca0fc65d5aae9ed9ab59a4634579bfecdaf7b569fe0b4e4809913dda2eded5	184334	1711-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P029.json	1976f769c33ce232ec25bb203be2345f26e40959567fb1a55028b95cf739ab3a	pilot/ontology-development-v3/production-calibration/production-50/inputs/P029.md	e256c5b75fa01257c94295bcca34aad213bd7efbbbe15b2e143c90f57cd7f7a4	129911
P030	10.1136/bmjopen-2023-077256	corpus/304-PHD/doi_10.1136_bmjopen-2023-077256.md	cec51b4b9a428e0f544c14391873d8e6205951570ac55ebcf88f886f2563cb36	39142	input/projects/304-PHD/papers/doi_10.1136_bmjopen-2023-077256.xml	bdf0ee6cff8e5fdcab70ea6a6166873e62ba67ffc8df94e41175558aa450bd92	73230	304-PHD	pilot/ontology-development-v3/production-calibration/production-50/metadata/P030.json	8e2ce4e6a480a965aaae9733e83bfdd6cc0a6840c6a3341122b66c6c1047ff9c	pilot/ontology-development-v3/production-calibration/production-50/inputs/P030.md	95eb22b74024428eb9dd29258dd842610af4a62a76f1305f9ec445fa0ccad538	55474
P031	10.1136/bmjopen-2023-080985	corpus/430-RA/doi_10.1136_bmjopen-2023-080985.md	9da33a2c9d5182904310ba8421187b04b9ca00a6cc6609d3e9a6208e0df43d31	48266	input/projects/430-RA/papers/doi_10.1136_bmjopen-2023-080985.xml	19c4a892aff6046e1261bb7d07a7b2f32c1362cdd5970da6d4f8ac7fb665148b	101631	430-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P031.json	8669a2d029276870ef3860992c3b7c7b344212d5d21b5dc912efd7c996d91e37	pilot/ontology-development-v3/production-calibration/production-50/inputs/P031.md	15f7341c5f3c5c99de006652fe76e3d5e2a0811ca3a26c8a0a4ef6aa581252bc	66775
P032	10.1136/bmjopen-2025-100897	corpus/1850-RA/doi_10.1136_bmjopen-2025-100897.md	f83ed58dfff092519efdabb2f3834c61508af16a0b7b7a77e0ef08e51413eed1	42479	input/projects/1850-RA/papers/doi_10.1136_bmjopen-2025-100897.xml	8a5693ae4af751df9825b0ca1a5a50fefeafd569da1323793ac1c2949d1cd554	74758	1850-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P032.json	85aa3d45105477e26e60d542e1195d03397d7e6c911698b87e8bf032b910ed97	pilot/ontology-development-v3/production-calibration/production-50/inputs/P032.md	c8333cb189391d207aeda5df7e9ca18f4a517cc5e63e83b09926b3bb50a4472d	59435
P033	10.1177/0272989x20969686	corpus/20170210/doi_10.1177_0272989x20969686.md	3ae3da8629d8b0716d2e0a96569796b3bf81b1eb5c5c13fe54038d2d46676d99	65568	input/projects/20170210/papers/doi_10.1177_0272989x20969686.xml	1ca4ad33d75839fc283c962dcfaec8ab22ba280d7bd021e690e4a318ba7d01c3	114266	20170210	pilot/ontology-development-v3/production-calibration/production-50/metadata/P033.json	e206468526aca9b1284407b66979966c353db82001e2a3cc5e42b3e61cfd5e1a	pilot/ontology-development-v3/production-calibration/production-50/inputs/P033.md	c62cd6b9b256d4d84464d2581fd947348650f57fa70d9648fc9adb7ab49d984f	83903
P034	10.1177/0272989x21999607	corpus/2016630/doi_10.1177_0272989x21999607.md	9ee05786bda8d047709bc7b040d12f9010e2f83d3c9f88e77a5b4400ba2e55aa	65644	input/projects/2016630/papers/doi_10.1177_0272989x21999607.xml	77c681afc831d47e80699f1d8c1b4f3c984101af91b0f6a974b8fc7e7bcf0aa7	136237	2016630;2016631	pilot/ontology-development-v3/production-calibration/production-50/metadata/P034.json	1b2732ce6682a1376407f842988ca0d3598d33b412f844326794e1277b7e4586	pilot/ontology-development-v3/production-calibration/production-50/inputs/P034.md	ae11b190ee83318f104ee53dfd41af1b2be38f7f4f5b7d711628343be93bdec5	88313
P035	10.1186/s12955-020-01404-1	corpus/2016160/doi_10.1186_s12955-020-01404-1.md	e95e448f220b05571514ab297cb0c7046edde258265ef4bb7a98cea6863475c8	77418	input/projects/2016160/papers/doi_10.1186_s12955-020-01404-1.xml	fee6b3d20e6cbff9f8bb3f277f00b84d575b64c5314cb98eae15dad3a813e376	149052	2016160	pilot/ontology-development-v3/production-calibration/production-50/metadata/P035.json	d5cf842e1ad915eb44387438d873a271d811825b754ae4f4e8f817a6b2599f50	pilot/ontology-development-v3/production-calibration/production-50/inputs/P035.md	84e6ec559c4aac1afa0b0c26d04c990c987f9a939e2fd985e5bec40e9a4a91d9	96261
P036	10.1186/s12955-021-01719-7	corpus/2015200/doi_10.1186_s12955-021-01719-7.md	4c6b2739bc907147316f2fe0db47f10f23607ce62818c8a55f6d2eb25e0d3be8	87701	input/projects/2015200/papers/doi_10.1186_s12955-021-01719-7.xml	9646c84da3962cf7385fdf62185fc46bbd44fa22a7f35c95a7d73b3227c5dbf2	156264	2015200	pilot/ontology-development-v3/production-calibration/production-50/metadata/P036.json	f6470adb6c3de95f09d5d0e59040febf17f12ebc7bd651d8844a248c6ad75abf	pilot/ontology-development-v3/production-calibration/production-50/inputs/P036.md	747de702459c11b8d7f70c5cbc6bd6f86a2db90aacc635f867a8cd58f9f75a6f	109773
P037	10.1186/s12955-021-01858-x	corpus/2016560/doi_10.1186_s12955-021-01858-x.md	08519c1f5be91b597b47451f27a19129ea958d51efb1170f7d6f75e765d00bd0	74048	input/projects/2016560/papers/doi_10.1186_s12955-021-01858-x.xml	502f4ad0b74e38e9bed2b01e0763627773ce7de60b1ccc97ae57fa3c5a2061ab	120432	2016560	pilot/ontology-development-v3/production-calibration/production-50/metadata/P037.json	fda34801fa91f0603f152208ea4abb11b9d55b17f482fee2b18bd78f8b23a22e	pilot/ontology-development-v3/production-calibration/production-50/inputs/P037.md	89544799c1cb01f21a5fce39cda76a3153a379ab7262846934bbd9a6fc37be05	92589
P038	10.1186/s12955-021-01889-4	corpus/20180140/doi_10.1186_s12955-021-01889-4.md	79e8843b7da9d11963e6465e2931cf1f29ee6212992869587471b41ad81271ec	79549	input/projects/20180140/papers/doi_10.1186_s12955-021-01889-4.xml	391d5a4709420294b9327dd92a89a63bad287380e31d3ba17e15bc73b2c6859d	135369	20180140	pilot/ontology-development-v3/production-calibration/production-50/metadata/P038.json	415c7713beed30cd9832bec9cba6aaf1032537c25246e5e0519a9355fc260f20	pilot/ontology-development-v3/production-calibration/production-50/inputs/P038.md	902a9c8968431e938ec1a47a90feae8ad54bf8be98ef7bbecedf50e17b977701	99263
P039	10.1186/s12955-022-02083-w	corpus/20180770/doi_10.1186_s12955-022-02083-w.md	433c19b4233623ebee107171a139f4a803ed9ad41f54ad87c609cb809daf46ee	60251	input/projects/20180770/papers/doi_10.1186_s12955-022-02083-w.xml	1fc64e0aa34d1d6280420ab3849178eb96ee0de785143bd628a49832d375af77	117438	20180770	pilot/ontology-development-v3/production-calibration/production-50/metadata/P039.json	9a46abc728e4473427e263eb04f39b10d902163d51abf7d29820d996463df171	pilot/ontology-development-v3/production-calibration/production-50/inputs/P039.md	6f676b98415f17e7bbbd77c33a372d28fae76fe6b5b732513148ef1605304826	76800
P040	10.1186/s12955-024-02266-7	corpus/341-RA/doi_10.1186_s12955-024-02266-7.md	fc29e562638e700d12dcdb40596879f0dde16b982ea6e0f13fce2dc1d2d341ff	123881	input/projects/341-RA/papers/doi_10.1186_s12955-024-02266-7.xml	ec2dae9b852f0e2fd38c042c76d355207d7d9e0c9723e5d0d5640daee1b816f5	335889	341-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P040.json	ec8dadbdb55ba3c76a4f120b6cb21d6b9409a1705cc3cab21fdcde842e82bdd5	pilot/ontology-development-v3/production-calibration/production-50/inputs/P040.md	9a97605b01f0c048f73beea4514ac1d22ae3236c9e12b7a7771eb164c862fa4d	142510
P041	10.1186/s12955-026-02478-z	corpus/1592-RA/doi_10.1186_s12955-026-02478-z.md	9b84ec7d957694e16c11b3fef240125edd1ba91c39748357b4e619d9ba85bac7	52777	input/projects/1592-RA/papers/doi_10.1186_s12955-026-02478-z.xml	55cdfe0b41935ecfec27c4f68d0a12376e71d6fc9839658541876e4f9c257c88	110466	1592-RA	pilot/ontology-development-v3/production-calibration/production-50/metadata/P041.json	71b7e477d932d7924689dedcdeac043e8703270eac0097e0392e16b739f28edc	pilot/ontology-development-v3/production-calibration/production-50/inputs/P041.md	b528e6f78a50dcd857f08659c8ac75eef595e71f16b1a749d141d25d6ebc221d	73729
