entity_type	source_label	source_record_ids	decision	proposed_registry_id	canonical_label	parent_registry_id	variant_kind	language_code	jurisdiction	version	source_identifier	scope	aliases	note
Instrument	Child Health Utility Instrument (CHU9D)	V2-P150	ALIAS_EXISTING	instrument:chu9d	CHU9D							GLOBAL	Child Health Utility Instrument (CHU9D)	Exact semantic alias of the reviewed identity.
Instrument	Children with Special Health Care Needs (CSHCN) screener	V2-P057;V2-P203	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	CPQ 11-14 (Child Perceptions Questionnaire)	V2-P204	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	dining (DI) bolt-on	V2-P036	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	EQ Health and Well-being Short Version (EQ-HWB-9)	V2-P169	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ Health and Well-being Short Version (EQ-HWB-9)	Exact semantic alias of the reviewed identity.
Instrument	EQ Health and Wellbeing Short version (EQ-HWB-S)	V2-P153	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ Health and Wellbeing Short version (EQ-HWB-S)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-3 L	V2-P014;V2-P065	ALIAS_EXISTING	instrument:eq-5d-3l	EQ-5D-3L	instrument:eq-5d	LEVEL_VERSION			3L		GLOBAL	EQ-5D-3 L	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5 L	V2-P014;V2-P111;V2-P185	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	EQ-5D-5L (Arabic version for Egypt)	V2-P165	ALIAS_EXISTING	instrument:eq-5d-5l-ar-eg	EQ-5D-5L, Arabic, Egypt	instrument:eq-5d-5l	LANGUAGE_EDITION	ar	EG		10.1136/bmjopen-2021-051727	GLOBAL	EQ-5D-5L (Arabic version for Egypt)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L (Dutch language version)	V2-P177	ADD_GLOBAL	instrument:eq-5d-5l-nl-nl	EQ-5D-5L, Dutch, Netherlands	instrument:eq-5d-5l	LANGUAGE_EDITION	nl	NL	5L		GLOBAL	EQ-5D-5L (Dutch language version)	New stable identity supported by the source.
Instrument	EQ-5D-5L (Dutch translation)	V2-P128	ALIAS_EXISTING	instrument:eq-5d-5l-nl-nl	EQ-5D-5L, Dutch, Netherlands	instrument:eq-5d-5l	LANGUAGE_EDITION	nl	NL	5L		GLOBAL	EQ-5D-5L (Dutch translation)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L (EQ-5D five-level version)	V2-P169	ALIAS_EXISTING	instrument:eq-5d-5l	EQ-5D-5L	instrument:eq-5d	LEVEL_VERSION			5L		GLOBAL	EQ-5D-5L (EQ-5D five-level version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L (EuroQol health-related quality of life questionnaire)	V2-P061	ALIAS_EXISTING	instrument:eq-5d-5l	EQ-5D-5L	instrument:eq-5d	LEVEL_VERSION			5L		GLOBAL	EQ-5D-5L (EuroQol health-related quality of life questionnaire)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L (official Bahasa Indonesia version provided by the EuroQol Group)	V2-P174	ADD_GLOBAL	instrument:eq-5d-5l-id-id	EQ-5D-5L, Bahasa Indonesia	instrument:eq-5d-5l	LANGUAGE_EDITION	id	ID	5L		GLOBAL	EQ-5D-5L (official Bahasa Indonesia version provided by the EuroQol Group)	New stable identity supported by the source.
Instrument	EQ-5D-5L (official Italian questionnaire version, descriptive system)	V2-P125	ADD_GLOBAL	instrument:eq-5d-5l-it-it	EQ-5D-5L, Italian, Italy	instrument:eq-5d-5l	LANGUAGE_EDITION	it	IT	5L		GLOBAL	EQ-5D-5L (official Italian questionnaire version, descriptive system)	New stable identity supported by the source.
Instrument	EQ-5D-5L (official Swedish version provided by the EuroQol Group)	V2-P069	ADD_GLOBAL	instrument:eq-5d-5l-sv-se	EQ-5D-5L, Swedish, Sweden	instrument:eq-5d-5l	LANGUAGE_EDITION	sv	SE	5L		GLOBAL	EQ-5D-5L (official Swedish version provided by the EuroQol Group)	New stable identity supported by the source.
Instrument	EQ-5D-5L (official traditional Chinese character Taiwan version)	V2-P075	ALIAS_EXISTING	instrument:eq-5d-5l-zh-hant-tw	EQ-5D-5L, Traditional Chinese, Taiwan	instrument:eq-5d-5l	LANGUAGE_EDITION	zh-Hant	TW	5L	10.1371/journal.pone.0209344	GLOBAL	EQ-5D-5L (official traditional Chinese character Taiwan version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L (U.S. version)	V2-P112	ALIAS_EXISTING	instrument:eq-5d-5l	EQ-5D-5L	instrument:eq-5d	LEVEL_VERSION			5L		GLOBAL	EQ-5D-5L (U.S. version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-5L descriptive system (self-reported own health)	V2-P026;V2-P129	ALIAS_EXISTING	instrument:eq-5d-5l	EQ-5D-5L	instrument:eq-5d	LEVEL_VERSION			5L		GLOBAL	EQ-5D-5L descriptive system (self-reported own health)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y (EQ-5D-Y-3L)	V2-P039;V2-P094	ALIAS_EXISTING	instrument:eq-5d-y-3l	EQ-5D-Y-3L	instrument:eq-5d-y	LEVEL_VERSION			3L		GLOBAL	EQ-5D-Y (EQ-5D-Y-3L)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y Proxy version 1	V2-P178;V2-P205	AMBIGUOUS											The label does not identify the EQ-5D-Y level version.
Instrument	EQ-5D-Y-3L (Brazilian Portuguese version)	V2-P152	ADD_GLOBAL	instrument:eq-5d-y-3l-pt-br	EQ-5D-Y-3L, Brazilian Portuguese	instrument:eq-5d-y-3l	LANGUAGE_EDITION	pt-BR	BR	3L		GLOBAL	EQ-5D-Y-3L (Brazilian Portuguese version)	New stable identity supported by the source.
Instrument	EQ-5D-Y-3L (official Hungarian version)	V2-P040	ADD_GLOBAL	instrument:eq-5d-y-3l-hu-hu	EQ-5D-Y-3L, Hungarian	instrument:eq-5d-y-3l	LANGUAGE_EDITION	hu	HU	3L		GLOBAL	EQ-5D-Y-3L (official Hungarian version)	New stable identity supported by the source.
Instrument	EQ-5D-Y-3L (self-complete)	V2-P031	ALIAS_EXISTING	instrument:eq-5d-y-3l	EQ-5D-Y-3L	instrument:eq-5d-y	LEVEL_VERSION			3L		GLOBAL	EQ-5D-Y-3L (self-complete)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-3L (simplified Chinese version)	V2-P048	ALIAS_EXISTING	instrument:eq-5d-y-3l-zh-hans-cn	EQ-5D-Y-3L, Simplified Chinese, China	instrument:eq-5d-y-3l	LANGUAGE_EDITION	zh-Hans	CN		10.1007/s11136-025-03917-y	GLOBAL	EQ-5D-Y-3L (simplified Chinese version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-3L (three-level version of EQ-5D-Y)	V2-P169	ALIAS_EXISTING	instrument:eq-5d-y-3l	EQ-5D-Y-3L	instrument:eq-5d-y	LEVEL_VERSION			3L		GLOBAL	EQ-5D-Y-3L (three-level version of EQ-5D-Y)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-3L Chichewa version	V2-P008	ADD_GLOBAL	instrument:eq-5d-y-3l-ny-mw	EQ-5D-Y-3L, Chichewa	instrument:eq-5d-y-3l	LANGUAGE_EDITION	ny	MW	3L		GLOBAL	EQ-5D-Y-3L Chichewa version	New stable identity supported by the source.
Instrument	EQ-5D-Y-3L descriptive system	V2-P054;V2-P163	ALIAS_EXISTING	instrument:eq-5d-y-3l	EQ-5D-Y-3L	instrument:eq-5d-y	LEVEL_VERSION			3L		GLOBAL	EQ-5D-Y-3L descriptive system	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-4L (preliminary four-level draft version)	V2-P094	ALIAS_EXISTING	instrument:eq-5d-y-4l	EQ-5D-Y-4L	instrument:eq-5d-y	LEVEL_VERSION			4L	10.1007/s11136-019-02115-x	GLOBAL	EQ-5D-Y-4L (preliminary four-level draft version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-5L (five-level version of EQ-5D-Y)	V2-P169	ALIAS_EXISTING	instrument:eq-5d-y-5l	EQ-5D-Y-5L	instrument:eq-5d-y	LEVEL_VERSION			5L		GLOBAL	EQ-5D-Y-5L (five-level version of EQ-5D-Y)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-5L (preliminary five-level draft version)	V2-P094	ALIAS_EXISTING	instrument:eq-5d-y-5l	EQ-5D-Y-5L	instrument:eq-5d-y	LEVEL_VERSION			5L		GLOBAL	EQ-5D-Y-5L (preliminary five-level draft version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-5L (self-complete)	V2-P031	ALIAS_EXISTING	instrument:eq-5d-y-5l	EQ-5D-Y-5L	instrument:eq-5d-y	LEVEL_VERSION			5L		GLOBAL	EQ-5D-Y-5L (self-complete)	Exact semantic alias of the reviewed identity.
Instrument	EQ-5D-Y-5L Chichewa version	V2-P008	ADD_GLOBAL	instrument:eq-5d-y-5l-ny-mw	EQ-5D-Y-5L, Chichewa	instrument:eq-5d-y-5l	LANGUAGE_EDITION	ny	MW	5L		GLOBAL	EQ-5D-Y-5L Chichewa version	New stable identity supported by the source.
Instrument	EQ-5D3L (pre-injury module)	V2-P176	ALIAS_EXISTING	instrument:eq-5d-3l	EQ-5D-3L	instrument:eq-5d	LEVEL_VERSION			3L		GLOBAL	EQ-5D3L (pre-injury module)	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-25	V2-P122	ALIAS_EXISTING	instrument:eq-hwb	EQ-HWB							GLOBAL	EQ-HWB-25	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-9 (experimental EQ-HWB-9 (2022) version)	V2-P071	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ-HWB-9 (experimental EQ-HWB-9 (2022) version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-S (EQ Health and Wellbeing Short version)	V2-P024	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ-HWB-S (EQ Health and Wellbeing Short version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-S (EQ Health and Wellbeing Short)	V2-P003	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ-HWB-S (EQ Health and Wellbeing Short)	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-S (EQ-HWB short form, 9 items)	V2-P108	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ-HWB-S (EQ-HWB short form, 9 items)	Exact semantic alias of the reviewed identity.
Instrument	EQ-HWB-S (nine-item short version)	V2-P005;V2-P055	ALIAS_EXISTING	instrument:eq-hwb-s	EQ-HWB-S	instrument:eq-hwb	FORM_VERSION			SHORT		GLOBAL	EQ-HWB-S (nine-item short version)	Exact semantic alias of the reviewed identity.
Instrument	EQ-TIPS (EuroQol Toddler and Infant Populations) isiXhosa version	V2-P209	ALIAS_EXISTING	instrument:eq-tips-3l-xh-za	EQ-TIPS-3L, isiXhosa, South Africa	instrument:eq-tips-3l	LANGUAGE_EDITION	xh	ZA	3L	10.4314/ahs.v23i4.63	GLOBAL	EQ-TIPS (EuroQol Toddler and Infant Populations) isiXhosa version	Exact semantic alias of the reviewed identity.
Instrument	EQ-TIPS-5L (experimental EQ-TIPS five-level V.3.0) descriptive system	V2-P062	ALIAS_EXISTING	instrument:eq-tips-5l	EQ-TIPS-5L	instrument:eq-tips	EXPERIMENTAL_VERSION	en		3.0	10.1136/bmjopen-2025-100897	GLOBAL	EQ-TIPS-5L (experimental EQ-TIPS five-level V.3.0) descriptive system	Exact semantic alias of the reviewed identity.
Instrument	EQ-VAS (Visual Analogue Scale, 0–100)	V2-P038	ALIAS_EXISTING	instrument:eq-vas	EQ VAS							GLOBAL	EQ-VAS (Visual Analogue Scale, 0–100)	Exact semantic alias of the reviewed identity.
Instrument	European Organization for Research and Treatment of Cancer Quality of Life Questionnaire Core-30 (EORTC QLQ-C30) version 3.0	V2-P015	ALIAS_EXISTING	instrument:eortc-qlq-c30	EORTC QLQ-C30							GLOBAL	European Organization for Research and Treatment of Cancer Quality of Life Questionnaire Core-30 (EORTC QLQ-C30) version 3.0	Exact semantic alias of the reviewed identity.
Instrument	EuroQoL 5-Dimension 5-Level (EQ-5D-5L)	V2-P028	ALIAS_EXISTING	instrument:eq-5d-5l	EQ-5D-5L	instrument:eq-5d	LEVEL_VERSION			5L		GLOBAL	EuroQoL 5-Dimension 5-Level (EQ-5D-5L)	Exact semantic alias of the reviewed identity.
Instrument	EuroQol Visual Analogue Scale (EQ VAS)	V2-P195	ALIAS_EXISTING	instrument:eq-vas	EQ VAS							GLOBAL	EuroQol Visual Analogue Scale (EQ VAS)	Exact semantic alias of the reviewed identity.
Instrument	EuroQoL visual analogue scale (EQ-VAS)	V2-P028	ALIAS_EXISTING	instrument:eq-vas	EQ VAS							GLOBAL	EuroQoL visual analogue scale (EQ-VAS)	Exact semantic alias of the reviewed identity.
Instrument	experimental Simplified Chinese EQ-HWB (v1.1), 25 items	V2-P072	ALIAS_EXISTING	instrument:eq-hwb	EQ-HWB							GLOBAL	experimental Simplified Chinese EQ-HWB (v1.1), 25 items	Exact semantic alias of the reviewed identity.
Instrument	GAD-7	V2-P105	ADD_GLOBAL	instrument:gad-7	GAD-7							GLOBAL	GAD-7	New stable identity supported by the source.
Instrument	gastrointestinal problems (GI) bolt-on	V2-P036	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Happiness Thermometer	V2-P174	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Health Utilities Index Mark 2 and 3 (HUI2/3)	V2-P203	SPLIT_RECORD											Split HUI2 and HUI3.
Instrument	Health Utilities Index Mark 2/3 (HUI 2/3), scored with the HUI3 classification system	V2-P150	SPLIT_RECORD											Split HUI2 and HUI3.
Instrument	HSCL-25	V2-P073	ADD_GLOBAL	instrument:hopkins-symptom-checklist-25	Hopkins Symptom Checklist-25							GLOBAL	HSCL-25	New stable identity supported by the source.
Instrument	HUI	V2-P023;V2-P162;V2-P183	ALIAS_EXISTING	instrument:hui	Health Utilities Index							GLOBAL	HUI	Exact semantic alias of the reviewed identity.
Instrument	ICECAP-O	V2-P086;V2-P100	ADD_GLOBAL	instrument:icecap-o	ICECAP-O							GLOBAL	ICECAP-O	New stable identity supported by the source.
Instrument	Injury Severity Score (ISS)	V2-P017;V2-P065;V2-P176	ADD_GLOBAL	instrument:injury-severity-score	Injury Severity Score							GLOBAL	Injury Severity Score (ISS)	New stable identity supported by the source.
Instrument	Inventory of Non-Ataxia Signs (INAS)	V2-P053;V2-P123	ADD_GLOBAL	instrument:inventory-of-non-ataxia-signs	Inventory of Non-Ataxia Signs							GLOBAL	Inventory of Non-Ataxia Signs (INAS)	New stable identity supported by the source.
Instrument	KIDSCREEN-27	V2-P119;V2-P193;V2-P204	ADD_GLOBAL	instrument:kidscreen-27	KIDSCREEN-27							GLOBAL	KIDSCREEN-27	New stable identity supported by the source.
Instrument	Modified Amharic version of the EQ-5D-Y-3L, self-complete version	V2-P195	ALIAS_EXISTING	instrument:eq-5d-y-3l	EQ-5D-Y-3L	instrument:eq-5d-y	LEVEL_VERSION			3L		GLOBAL	Modified Amharic version of the EQ-5D-Y-3L, self-complete version	Exact semantic alias of the reviewed identity.
Instrument	Overall Health Assessment question (OHA)	V2-P031;V2-P035	ALIAS_EXISTING	instrument:overall-health-assessment	Overall Health Assessment							GLOBAL	Overall Health Assessment question (OHA)	Exact semantic alias of the reviewed identity.
Instrument	Patient Health Questionnaire 9 (PHQ-9)	V2-P053;V2-P123	ALIAS_EXISTING	instrument:patient-health-questionnaire-9	Patient Health Questionnaire-9							GLOBAL	Patient Health Questionnaire 9 (PHQ-9)	Exact semantic alias of the reviewed identity.
Instrument	Patient Health Questionnaire-4 (PHQ-4)	V2-P117;V2-P126	ADD_GLOBAL	instrument:patient-health-questionnaire-4	Patient Health Questionnaire-4							GLOBAL	Patient Health Questionnaire-4 (PHQ-4)	New stable identity supported by the source.
Instrument	Patient Health Questionnaire-9 (PHQ-9)	V2-P046;V2-P208	ALIAS_EXISTING	instrument:patient-health-questionnaire-9	Patient Health Questionnaire-9							GLOBAL	Patient Health Questionnaire-9 (PHQ-9)	Exact semantic alias of the reviewed identity.
Instrument	Patient-Reported Outcomes Measurement Information System 25 paediatric profile v2 (PROMIS-25)	V2-P203	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Pediatric Quality of Life Inventory (PedsQL)	V2-P150;V2-P178	ALIAS_EXISTING	instrument:pedsql	PedsQL							GLOBAL	Pediatric Quality of Life Inventory (PedsQL)	Exact semantic alias of the reviewed identity.
Instrument	Pediatric Quality of Life Inventory 4.0 generic core (PedsQL)	V2-P119	ALIAS_EXISTING	instrument:pedsql	PedsQL							GLOBAL	Pediatric Quality of Life Inventory 4.0 generic core (PedsQL)	Exact semantic alias of the reviewed identity.
Instrument	Pediatric Quality of Life Inventory Generic Core 4.0 (PedsQL)	V2-P203	ALIAS_EXISTING	instrument:pedsql	PedsQL							GLOBAL	Pediatric Quality of Life Inventory Generic Core 4.0 (PedsQL)	Exact semantic alias of the reviewed identity.
Instrument	Pediatric Quality of Life Inventory version 4.0 Generic Core Scales (PedsQL™)	V2-P091	ALIAS_EXISTING	instrument:pedsql	PedsQL							GLOBAL	Pediatric Quality of Life Inventory version 4.0 Generic Core Scales (PedsQL™)	Exact semantic alias of the reviewed identity.
Instrument	Pediatric Quality of Life Inventory™ version 4.0 (PedsQL) toddler (ages 2–4 years) version	V2-P151	ALIAS_EXISTING	instrument:pedsql	PedsQL							GLOBAL	Pediatric Quality of Life Inventory™ version 4.0 (PedsQL) toddler (ages 2–4 years) version	Exact semantic alias of the reviewed identity.
Instrument	PHQ-9	V2-P105	ADD_GLOBAL	instrument:patient-health-questionnaire-9	Patient Health Questionnaire-9							GLOBAL	PHQ-9	New stable identity supported by the source.
Instrument	PROMIS-29	V2-P054;V2-P142	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	PROMIS-29 + 2 Profile v2.1	V2-P142	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Quality of Life Inventory - Disability (QI-Disability)	V2-P004	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	QWB	V2-P162;V2-P183	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Rivermead Post-Concussion Symptoms Questionnaire (RPQ)	V2-P179;V2-P194	ADD_GLOBAL	instrument:rivermead-post-concussion-symptoms-questionnaire	Rivermead Post-Concussion Symptoms Questionnaire							GLOBAL	Rivermead Post-Concussion Symptoms Questionnaire (RPQ)	New stable identity supported by the source.
Instrument	RPQ fatigue item	V2-P179;V2-P194	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Self-designed questions assessing daily activities and self-perceived effects of high temperature (including excessive sweating and self-perceived adaptation to weather)	V2-P072	AMBIGUOUS											Study-specific measure; add only after a source-scoped record repair.
Instrument	SF-12	V2-P083	ADD_GLOBAL	instrument:sf-12	SF-12							GLOBAL	SF-12	New stable identity supported by the source.
Instrument	SF-6Dv2	V2-P090	ADD_GLOBAL	instrument:sf-6dv2	SF-6Dv2	instrument:sf-6d						GLOBAL	SF-6Dv2	New stable identity supported by the source.
Instrument	Sociodemographic questionnaire	V2-P091;V2-P199	AMBIGUOUS											Generic label; the papers do not identify one shared questionnaire.
Instrument	Strengths and Difficulties Questionnaire (SDQ)	V2-P119;V2-P150;V2-P203	ADD_GLOBAL	instrument:strengths-and-difficulties-questionnaire	Strengths and Difficulties Questionnaire							GLOBAL	Strengths and Difficulties Questionnaire (SDQ)	New stable identity supported by the source.
Instrument	SWAN-adapted (Strengths and Weaknesses of ADHD Symptoms and Normal Behavior Scale)	V2-P204	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	three-level simplification of the EQ-5D-5L	V2-P084	AMBIGUOUS											Study-specific measure; add only after a source-scoped record repair.
Instrument	Toddler and Infant (TANDI) Health-Related Quality of Life measure	V2-P205	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Veterans RAND 12-Item Health Survey (VR-12)	V2-P021	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	Visual Analogue Scale (EQ-VAS)	V2-P017	ALIAS_EXISTING	instrument:eq-vas	EQ VAS							GLOBAL	Visual Analogue Scale (EQ-VAS)	Exact semantic alias of the reviewed identity.
Instrument	WHO-5	V2-P051;V2-P110	ADD_GLOBAL	instrument:who-5	WHO-5							GLOBAL	WHO-5	New stable identity supported by the source.
Instrument	WHOQOL-BREF (Indonesian version)	V2-P174;V2-P198	AMBIGUOUS											The label needs source review before it can become a shared identity.
Instrument	WHOQOL-OLD (German version)	V2-P199	AMBIGUOUS											The label needs source review before it can become a shared identity.
Method	analysis of variance (ANOVA)	V2-P135;V2-P206	ALIAS_EXISTING	method:analysis-of-variance	Analysis of variance							GLOBAL	analysis of variance (ANOVA)	Exact semantic alias of the reviewed identity.
Method	Bayesian efficient design algorithm	V2-P077;V2-P101	ADD_GLOBAL	method:bayesian-efficient-design	Bayesian efficient design algorithm	method:dce	METHOD_VARIANT					GLOBAL	Bayesian efficient design algorithm	New stable identity supported by the source.
Method	Breusch-Pagan test	V2-P070;V2-P108	ADD_GLOBAL	method:breusch-pagan-test	Breusch-Pagan test							GLOBAL	Breusch-Pagan test	New stable identity supported by the source.
Method	Chi square test	V2-P066;V2-P106	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	Chi square test	Exact semantic alias of the reviewed identity.
Method	Chi-square tests	V2-P043;V2-P123	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	Chi-square tests	Exact semantic alias of the reviewed identity.
Method	chi-square tests	V2-P054;V2-P192	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	chi-square tests	Exact semantic alias of the reviewed identity.
Method	Chi-squared test	V2-P072;V2-P075;V2-P128;V2-P177	ALIAS_EXISTING	method:chi-square-test	Chi-square test							GLOBAL	Chi-squared test	Exact semantic alias of the reviewed identity.
Method	Cluster bootstrap with replacement, block-specific strata and 1000 iterations	V2-P062;V2-P167	ADD_GLOBAL	method:cluster-bootstrap-stratified-1000	Cluster bootstrap with block-specific strata and 1,000 iterations							GLOBAL	Cluster bootstrap with replacement, block-specific strata and 1000 iterations	New stable identity supported by the source.
Method	Cohen's d effect size	V2-P031;V2-P046;V2-P057;V2-P153;V2-P198	ALIAS_EXISTING	method:cohens-d	Cohen d effect size	method:standardized-effect-size	METHOD_VARIANT					GLOBAL	Cohen's d effect size	Exact semantic alias of the reviewed identity.
Method	Cohen's d effect sizes	V2-P119;V2-P169	ALIAS_EXISTING	method:cohens-d	Cohen d effect size	method:standardized-effect-size	METHOD_VARIANT					GLOBAL	Cohen's d effect sizes	Exact semantic alias of the reviewed identity.
Method	Cohen’s criteria for strength of association	V2-P179;V2-P194	ADD_GLOBAL	method:cohen-association-strength-criteria	Cohen's association-strength criteria							GLOBAL	Cohen’s criteria for strength of association	New stable identity supported by the source.
Method	Cohen’s D effect size	V2-P035;V2-P150	ALIAS_EXISTING	method:cohens-d	Cohen d effect size	method:standardized-effect-size	METHOD_VARIANT					GLOBAL	Cohen’s D effect size	Exact semantic alias of the reviewed identity.
Method	Composite time trade-off (C-TTO)	V2-P075;V2-P095	ALIAS_EXISTING	method:ctto	cTTO	method:tto	METHOD_VARIANT					GLOBAL	Composite time trade-off (C-TTO)	Exact semantic alias of the reviewed identity.
Method	composite time tradeoff (cTTO)	V2-P172;V2-P173	ALIAS_EXISTING	method:ctto	cTTO	method:tto	METHOD_VARIANT					GLOBAL	composite time tradeoff (cTTO)	Exact semantic alias of the reviewed identity.
Method	composite TTO	V2-P133;V2-P135	ALIAS_EXISTING	method:ctto	cTTO	method:tto	METHOD_VARIANT					GLOBAL	composite TTO	Exact semantic alias of the reviewed identity.
Method	computer-assisted face-to-face interviews	V2-P109;V2-P134	ALIAS_EXISTING	method:computer-assisted-personal-interview	Computer-assisted personal interview	method:interview	METHOD_VARIANT					GLOBAL	computer-assisted face-to-face interviews	Exact semantic alias of the reviewed identity.
Method	conventional TTO	V2-P128;V2-P133	ALIAS_EXISTING	method:tto	TTO							GLOBAL	conventional TTO	Exact semantic alias of the reviewed identity.
Method	Cronbach's alpha	V2-P012;V2-P022;V2-P115	ALIAS_EXISTING	method:cronbachs-alpha	Cronbach’s alpha							GLOBAL	Cronbach's alpha	Exact semantic alias of the reviewed identity.
Method	D-efficient experimental design	V2-P054	ADD_GLOBAL	method:d-efficient-design	D-efficient experimental design	method:dce	METHOD_VARIANT					GLOBAL	D-efficient experimental design	New stable identity supported by the source.
