project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
20170220,An EQ-5D-5L value set for the Vietnam population,Hoang Van Mi,Valuation,2017,doi:10.1007/s11136-021-02997-w,10.1007/s11136-021-02997-w,Health-related quality of life among breast cancer patients compared to cancer survivors and age-matched women in the general population in Vietnam,2022,Quality of Life Research
20170230,Estimating the EQ-5D-5L Value Set for the Philippines,Hilton Lam,Valuation,2017,doi:10.1007/s11136-021-02799-0,10.1007/s11136-021-02799-0,A cross-sectional study on the determinants of health-related quality of life in the Philippines using the EQ-5D-5L,2021,Quality of Life Research
20170230,Estimating the EQ-5D-5L Value Set for the Philippines,Hilton Lam,Valuation,2017,doi:10.1007/s11136-022-03143-w,10.1007/s11136-022-03143-w,Estimating the EQ-5D-5L value set for the Philippines,2022,Quality of Life Research
20170250,"Cross-sectional validity and feasibility of the self-report EQ-5D-Y as a generic Health Related Quality of Life outcome measure in children and adolescents with Juvenile Rheumatoid Arthritis (JRA) in Western Cape, South Africa",Jennifer Jelsma,Youth,2017,doi:10.4102/sajp.v75i1.1335,10.4102/sajp.v75i1.1335,"Validity and feasibility of the self-report EQ-5D-Y as a generic Health-Related Quality of Life outcome measure in children and adolescents with Juvenile Idiopathic Arthritis in Western Cape, South Africa",2019,The South African Journal of Physiotherapy
20170280,Revisiting EQ-5D-3L tariffs – An international collaboration between Slovenia end Portugal,Valentina Rupel,Valuation,2017,doi:10.2478/sjph-2020-0002,10.2478/sjph-2020-0002,Valuation of EQ-5D-3l Health States in Slovenia: VAS Based and TTO Based Value Sets,2020,Slovenian Journal of Public Health
20170280,Revisiting EQ-5D-3L tariffs – An international collaboration between Slovenia end Portugal,Valentina Rupel,Valuation,2017,doi:10.2478/sjph-2020-0024,10.2478/sjph-2020-0024,Crosswalk EQ-5D-5L Value Set for Slovenia,2020,Slovenian Journal of Public Health
20170290,Testing and comparing the Spanish version of EQ-5D-3L-Y and EQ-5D-5L-Y in general and cancer young population,Narcis Gusi,Youth,2017,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,Comparison of the Psychometric Properties of the EQ-5D-3L-Y and EQ-5D-5L-Y Instruments in Spanish Children and Adolescents,2021,Value in Health
20170330,Psychometric validation of the Chinese version of EQ‐5D‐Y for China in three medical conditions,Nan Luo,Youth,2017,doi:10.1002/ppul.71031,10.1002/ppul.71031,Are EQ‐5D‐Y‐3L and EQ‐5D‐Y‐5L Useful Tools to Assess Health Outcomes in Children With Asthma? An Analysis of Child and Parental Carer Reporting,2025,Pediatric Pulmonology
20170330,Psychometric validation of the Chinese version of EQ‐5D‐Y for China in three medical conditions,Nan Luo,Youth,2017,doi:10.1007/s10198-021-01307-y,10.1007/s10198-021-01307-y,Testing measurement properties of two EQ-5D youth versions and KIDSCREEN-10 in China,2021,The European Journal of Health Economics
20170330,Psychometric validation of the Chinese version of EQ‐5D‐Y for China in three medical conditions,Nan Luo,Youth,2017,doi:10.1007/s10198-021-01309-w,10.1007/s10198-021-01309-w,Patient-caregiver agreement and test–retest reliability of the EQ-5D-Y-3L and EQ-5D-Y-5L in paediatric patients with haematological malignancies,2021,The European Journal of Health Economics
20170330,Psychometric validation of the Chinese version of EQ‐5D‐Y for China in three medical conditions,Nan Luo,Youth,2017,doi:10.1007/s10198-024-01669-z,10.1007/s10198-024-01669-z,Validity and responsiveness of EQ-5D-Y in children with haematological malignancies and their caregivers.,2024,PubMed
20170400,Deriving EQ-5D-5L preference weights for Denmark,Claire Gudex,Valuation,2017,doi:10.1007/s40258-021-00639-3,10.1007/s40258-021-00639-3,The Danish EQ-5D-5L Value Set: A Hybrid Model Using cTTO and DCE Data,2021,Applied Health Economics and Health Policy
20170400,Deriving EQ-5D-5L preference weights for Denmark,Claire Gudex,Valuation,2017,doi:10.1177/14034948211058060,10.1177/14034948211058060,Danish population health measured by the EQ-5D-5L,2023,Scandinavian Journal of Public Health
20170401,Deriving EQ-5D-5L preference weights for Denmark - request for budget extension,Lars Ehlers,Valuation,2018,doi:10.1007/s40258-021-00639-3,10.1007/s40258-021-00639-3,The Danish EQ-5D-5L Value Set: A Hybrid Model Using cTTO and DCE Data,2021,Applied Health Economics and Health Policy
20170401,Deriving EQ-5D-5L preference weights for Denmark - request for budget extension,Lars Ehlers,Valuation,2018,doi:10.1177/14034948211058060,10.1177/14034948211058060,Danish population health measured by the EQ-5D-5L,2023,Scandinavian Journal of Public Health
20170450,Publishing a paper titled “Cost-utility analysis using EQ-5D: does how the utility values are derived matter?”,Nan Luo,Descriptive Systems,2017,doi:10.1007/s10198-018-0987-x,10.1007/s10198-018-0987-x,Impact of mapped EQ-5D utilities on cost-effectiveness analysis: in the case of dialysis treatments,2018,The European Journal of Health Economics
20170450,Publishing a paper titled “Cost-utility analysis using EQ-5D: does how the utility values are derived matter?”,Nan Luo,Descriptive Systems,2017,doi:10.1016/j.jval.2018.05.008,10.1016/j.jval.2018.05.008,Cost-Utility Analysis Using EQ-5D-5L Data: Does How the Utilities Are Derived Matter?,2018,Value in Health
20170460,Comparison between EQ-5D-3L-Y and EQ-5D-5L-Y in a patient population in Hong Kong,Nan Luo,"Descriptive Systems, Youth",2017,doi:10.1007/s10198-018-1026-7,10.1007/s10198-018-1026-7,A head-to-head comparison of five-level (EQ-5D-5L-Y) and three-level EQ-5D-Y questionnaires in paediatric patients.,2019,PubMed
20170460,Comparison between EQ-5D-3L-Y and EQ-5D-5L-Y in a patient population in Hong Kong,Nan Luo,"Descriptive Systems, Youth",2017,doi:10.1097/brs.0000000000003116,10.1097/brs.0000000000003116,Responsiveness of EQ-5D Youth version 5-level (EQ-5D-5L-Y) and 3-level (EQ-5D-3L-Y) in Patients With Idiopathic Scoliosis,2019,Spine
20170480,Valuing Health-State: An EQ-5D-5L Value Set for Ethiopians,Abraham Gebregziabiher,Valuation,2017,doi:10.1016/j.vhri.2019.08.475,10.1016/j.vhri.2019.08.475,Valuing Health State: An EQ-5D-5L Value Set for Ethiopians,2019,Value in Health Regional Issues
20170491,Valuing Health-Related Quality of Life: An EQ-5D-5L Value Set for Belgium: Request for budget extention,Gerkens Sophie,Valuation,2017,doi:10.1007/s41669-022-00353-3,10.1007/s41669-022-00353-3,An EQ-5D-5L Value Set for Belgium,2022,PharmacoEconomics Open
20170500,Hungarian EQ-5D-5L valuation study,Fanni Rencz,Valuation,2018,doi:10.1016/j.jval.2020.03.019,10.1016/j.jval.2020.03.019,Parallel Valuation of the EQ-5D-3L and EQ-5D-5L by Time Trade-Off in Hungary,2020,Value in Health
20170510,Valuation of the EQ-5D-5L in the French population,Gerard De Pouvourville,Valuation,2017,doi:10.1007/s40273-019-00876-4,10.1007/s40273-019-00876-4,A French Value Set for the EQ-5D-5L,2020,Pharmacoeconomics
20170520,Development of health-related quality of life (EQ-5D-5L) value set for India,Shankar Prinja,Valuation,2017,doi:10.1016/j.jval.2021.11.1370,10.1016/j.jval.2021.11.1370,Development of an EQ-5D Value Set for India Using an Extended Design (DEVINE) Study: The Indian 5-Level Version EQ-5D Value Set,2022,Value in Health
20170520,Development of health-related quality of life (EQ-5D-5L) value set for India,Shankar Prinja,Valuation,2017,doi:10.1136/bmjopen-2020-039517,10.1136/bmjopen-2020-039517,Valuing health-related quality of life among the Indian population: a protocol for the Development of an EQ-5D Value set for India using an Extended design (DEVINE) Study,2020,BMJ Open
20170520,Development of health-related quality of life (EQ-5D-5L) value set for India,Shankar Prinja,Valuation,2017,doi:10.1177/0272989x231180134,10.1177/0272989x231180134,Evaluation of EuroQol Valuation Technology (EQ-VT) Designs to Generate National Value Sets: Learnings from the Development of an EQ-5D Value Set for India Using an Extended Design (DEVINE) Study,2023,Medical Decision Making
20170520,Development of health-related quality of life (EQ-5D-5L) value set for India,Shankar Prinja,Valuation,2017,doi:10.3389/fpubh.2023.1234320,10.3389/fpubh.2023.1234320,Do people with different sociodemographic backgrounds value their health differently? Evaluating the role of positional objectivity,2023,Frontiers in Public Health
20170520,Development of health-related quality of life (EQ-5D-5L) value set for India,Shankar Prinja,Valuation,2017,doi:10.7189/jogh.13.04018,10.7189/jogh.13.04018,Health-related quality of life among Indian population: The EQ-5D population norms for India,2023,Journal of Global Health
20170540,Validity and Reliability testing of the EQ-5D-Y Proxy version 1 in young children.,Jennifer Jelsma,Youth,2018,doi:10.1186/s12955-020-01410-3,10.1186/s12955-020-01410-3,"How does the EQ-5D-Y Proxy version 1 perform in 3, 4 and 5-year-old children?",2020,Health and Quality of Life Outcomes
20170540,Validity and Reliability testing of the EQ-5D-Y Proxy version 1 in young children.,Jennifer Jelsma,Youth,2018,doi:10.3390/children8100920,10.3390/children8100920,Performance of the Toddler and Infant (TANDI) Health-Related Quality of Life Instrument in 3–4-Year-Old Children,2021,Children
20170600,Comparatively investigating sensitivity to change of the EQ-5D-3L and the EQ-5D-5L descriptive systems and seven country-specific value sets using different methodological approaches,Bas Janssen,Descriptive Systems,2018,doi:10.1007/s40273-022-01172-4,10.1007/s40273-022-01172-4,Is EQ-5D-5L Better Than EQ-5D-3L Over Time? A Head-to-Head Comparison of Responsiveness of Descriptive Systems and Value Sets from Nine Countries,2022,Pharmacoeconomics
20170610,"Legitimacy, use (and mis‐use) of Minimally Important Differences (MIDs) with the EQ-­‐5D: A systematic review",Jeffrey Johnson,Populations and Health Systems,2018,doi:10.1016/j.jval.2024.11.006,10.1016/j.jval.2024.11.006,A Systematic Literature Review of Important and Meaningful Differences in the EQ-5D Index and Visual Analog Scale Scores,2024,Value in Health
20170640,Testing the potential of multiplicative models for efficient EQ-5D bolton/off valuation study design,Nan Luo,"Descriptive Systems, Valuation",2018,doi:10.1016/j.jval.2022.12.012,10.1016/j.jval.2022.12.012,Cross-Attribute Level Effects Models for Modeling Modified 5-Level Version of EQ-5D Health State Values: Is Less Still More?,2022,Value in Health
20170660,"Extending the QALY. Stage 3: Testing face and content validity with patients, social-care users and carers in Argentin",Federico Augustovski,"Descriptive Systems, EQ-HWB",2018,Pd973a2060b41,,E-QALY: face validity testing the items for a new generic preference-based measure,2020,Deakin Research Online (Deakin University)
20170670,Extending the QALY project – testing the face and content validity of candidate items within the Australian context,Brendan Mulhern,"Descriptive Systems, EQ-HWB",2018,Pd973a2060b41,,E-QALY: face validity testing the items for a new generic preference-based measure,2020,Deakin Research Online (Deakin University)
20180010,"Extending the QALY - Testing face and content validity with patients, social-care users and carers in Germany",Wolfgang Greiner,"Descriptive Systems, EQ-HWB",2018,Pd973a2060b41,,E-QALY: face validity testing the items for a new generic preference-based measure,2020,Deakin Research Online (Deakin University)
20180010,"Extending the QALY - Testing face and content validity with patients, social-care users and carers in Germany",Wolfgang Greiner,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,"Generation, Selection, and Face Validation of Items for a New Generic Measure of Quality of Life: The EQ-HWB",2022,Value in Health
20180030R1,Measuring Quality of Life in the general population in Romania: an EQ5D-5L value set and population norms for Romania (QoLRO,Elena Olariu,Valuation,2018,doi:10.1007/s10198-022-01481-7,10.1007/s10198-022-01481-7,EQ-5D-5L: a value set for Romania,2023,The European Journal of Health Economics
20180030R1,Measuring Quality of Life in the general population in Romania: an EQ5D-5L value set and population norms for Romania (QoLRO,Elena Olariu,Valuation,2018,doi:10.1136/bmjopen-2019-029067,10.1136/bmjopen-2019-029067,Measuring health-related quality of life in the general population and Roma communities in Romania: study protocol for two cross-sectional studies,2019,BMJ Open
20180030R1,Measuring Quality of Life in the general population in Romania: an EQ5D-5L value set and population norms for Romania (QoLRO,Elena Olariu,Valuation,2018,doi:10.1186/s12955-023-02144-8,10.1186/s12955-023-02144-8,Population norms for the EQ-5D-3L and EQ-5D-5L in Romania,2023,Health and Quality of Life Outcomes
20180030R1,Measuring Quality of Life in the general population in Romania: an EQ5D-5L value set and population norms for Romania (QoLRO,Elena Olariu,Valuation,2018,doi:10.1186/s41687-022-00530-2,10.1186/s41687-022-00530-2,Differences in health-related quality of life between the Roma community and the general population in Romania,2022,Journal of Patient-Reported Outcomes
20180030R1,Measuring Quality of Life in the general population in Romania: an EQ5D-5L value set and population norms for Romania (QoLRO,Elena Olariu,Valuation,2018,doi:10.3390/ijerph18147415,10.3390/ijerph18147415,Estimating an EQ-5D-3L Value Set for Romania Using Time Trade-Off,2021,International Journal of Environmental Research and Public Health
20180040R1,NA,Henry Bailey,Valuation,2018,doi:10.1007/s10198-024-01701-2,10.1007/s10198-024-01701-2,The EQ-5D-3L valuation study for Bermuda: using an on-line EQ-VT protocol,2025,The European Journal of Health Economics
20180060,Testing the face and content validity of E‐QALY domains and items: a study of the Chinese population,Nan Luo,"Descriptive Systems, EQ-HWB",2018,Pd973a2060b41,,E-QALY: face validity testing the items for a new generic preference-based measure,2020,Deakin Research Online (Deakin University)
20180060,Testing the face and content validity of E‐QALY domains and items: a study of the Chinese population,Nan Luo,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,"Generation, Selection, and Face Validation of Items for a New Generic Measure of Quality of Life: The EQ-HWB",2022,Value in Health
20180070R1,Use EQ‐PVT to develop a cancer patient preferences based EQ‐5D‐5L value set,Zhihao Yang,Valuation,2018,doi:10.1007/s10198-023-01635-1,10.1007/s10198-023-01635-1,Valuation of EQ-5D-5L health states from cancer patients’ perspective: a feasibility study,2023,The European Journal of Health Economics
20180080,Extending the QALY project in the United States – testing the face and content validity of a preliminary list of items,Simon Pickard,"Descriptive Systems, EQ-HWB",2018,Pd973a2060b41,,E-QALY: face validity testing the items for a new generic preference-based measure,2020,Deakin Research Online (Deakin University)
20180080,Extending the QALY project in the United States – testing the face and content validity of a preliminary list of items,Simon Pickard,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.jval.2021.12.007,10.1016/j.jval.2021.12.007,"Generation, Selection, and Face Validation of Items for a New Generic Measure of Quality of Life: The EQ-HWB",2022,Value in Health
20180130,The EQ-5D-5L valuation study in Egypt,Samar Farid,Valuation,2018,doi:10.1007/s40271-022-00572-0,10.1007/s40271-022-00572-0,Determinants of Health Preferences Using Data from the Egyptian EQ-5D-5L Valuation Study,2022,The Patient
20180130,The EQ-5D-5L valuation study in Egypt,Samar Farid,Valuation,2018,doi:10.1007/s40273-021-01002-z,10.1007/s40273-021-01002-z,RETRACTED ARTICLE: The EQ-5D-5L Valuation Study in Egypt,2021,Pharmacoeconomics
20180130,The EQ-5D-5L valuation study in Egypt,Samar Farid,Valuation,2018,doi:10.1007/s40273-021-01100-y,10.1007/s40273-021-01100-y,The EQ-5D-5L Valuation Study in Egypt,2021,Pharmacoeconomics
20180130,The EQ-5D-5L valuation study in Egypt,Samar Farid,Valuation,2018,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,EQ-VT protocol: one-size-fits-all? Challenges and innovative adaptations used in Egypt: a cross-sectional study,2021,BMJ Open
20180140,"Validity, Responsiveness and Test-Retest of EQ-5D-3L-Y and EQ-5D-5L-Y and their proxy versions in Pediatric Patients in Indonesia",Fredrick Purba,Youth,2018,doi:10.1016/j.vhri.2025.101121,10.1016/j.vhri.2025.101121,Adaptation of the Experimental Version of EQ-5D-Y-5L Into Bahasa Indonesia,2025,Value in Health Regional Issues
20180140,"Validity, Responsiveness and Test-Retest of EQ-5D-3L-Y and EQ-5D-5L-Y and their proxy versions in Pediatric Patients in Indonesia",Fredrick Purba,Youth,2018,doi:10.1186/s12955-021-01889-4,10.1186/s12955-021-01889-4,Comparing measurement properties of EQ-5D-Y-3L and EQ-5D-Y-5L in paediatric patients,2021,Health and Quality of Life Outcomes
20180140,"Validity, Responsiveness and Test-Retest of EQ-5D-3L-Y and EQ-5D-5L-Y and their proxy versions in Pediatric Patients in Indonesia",Fredrick Purba,Youth,2018,doi:10.1186/s12955-022-01996-w,10.1186/s12955-022-01996-w,EQ-5D-Y-3L and EQ-5D-Y-5L proxy report: psychometric performance and agreement with self-report,2022,Health and Quality of Life Outcomes
20180160,Testing 4 cognition bolt-on items in a community dwelling elderly group,Nan Luo,Descriptive Systems,2018,doi:10.1007/s10198-024-01714-x,10.1007/s10198-024-01714-x,Testing four cognition bolt-on items to the EQ-5D in a general Chinese population.,2025,PubMed
20180170R1,Evaluation of routinely Measured PATtient reported outcomes in HemodialYsis care (EMPATHY) Trial: A Cluster Randomized Controlled Trial,Jeffrey Johnson,Populations and Health Systems,2018,doi:10.1186/s12913-020-05557-z,10.1186/s12913-020-05557-z,A cluster randomized controlled trial for the Evaluation of routinely Measured PATient reported outcomes in HemodialYsis care (EMPATHY): a study protocol,2020,BMC Health Services Research
20180210,Drop dead: an assessment of the conceptual basis for ‘death’ as an anchor in health state valuation,Nancy Devlin,Valuation,2018,doi:10.1002/hec.4863,10.1002/hec.4863,Is anchoring at 'dead' a theoretical requirement for health state valuation?,2024,PubMed
20180230,A fast-track proposal: write and publish a paper comparing DCE data from 11 Asian EQ-5D-5L valuation studies,Zhihao Yang,Valuation,2018,doi:10.1007/s11136-021-03075-x,10.1007/s11136-021-03075-x,Do health preferences differ among Asian populations? A comparison of EQ-5D-5L discrete choice experiments data from 11 Asian studies,2022,Quality of Life Research
20180260,Testing the robustness of the German EQ-5D-5L value set for people with health impairments,Wolfgang Greiner,Valuation,2018,doi:10.1016/j.jval.2023.08.006,10.1016/j.jval.2023.08.006,Influence of Self-Reported Health Impairments on German EQ-5D-5L Values,2023,Value in Health
20180280,EQ-5D-Y valuation study in Japan,Takeru Shiroiwa,Youth,2018,doi:10.1177/0272989x211001859,10.1177/0272989x211001859,Valuation Survey of EQ-5D-Y Based on the International Common Protocol: Development of a Value Set in Japan,2021,Medical Decision Making
20180290,Generation of an EQ-5D-5L value set for the Mexican population,Cristina Guttierez,Valuation,2018,doi:10.1007/s40258-021-00658-0,10.1007/s40258-021-00658-0,EQ-5D-5L Health-State Values for the Mexican Population,2021,Applied Health Economics and Health Policy
20180320,User-friendly tool to optimize (D)efficient DCE duration designs for the EQ-5D-Y / EQ-5D-5L.,Marcel Jonker,Valuation,2019,doi:10.1016/j.jval.2019.05.014,10.1016/j.jval.2019.05.014,On the Optimization of Bayesian D-Efficient Discrete Choice Experiment Designs for the Estimation of QALY Tariffs That Are Corrected for Nonlinear Time Preferences,2019,Value in Health
20180330,Is there a need for bolt-on itching and fatigue beyond pain and discomfort? Empirical evidence to demonstrate whether specific symptoms are contained within the broader pain/discomfort dimension and development of a standard approach to reject/confirm a b,Juanita Haagsma,Descriptive Systems,2019,doi:10.1016/j.burns.2020.08.015,10.1016/j.burns.2020.08.015,The added value of extending the EQ-5D-5L with an itching item for the assessment of health-related quality of life of burn patients: an explorative study,2020,Burns
20180330,Is there a need for bolt-on itching and fatigue beyond pain and discomfort? Empirical evidence to demonstrate whether specific symptoms are contained within the broader pain/discomfort dimension and development of a standard approach to reject/confirm a b,Juanita Haagsma,Descriptive Systems,2019,doi:10.1186/s12955-020-01394-0,10.1186/s12955-020-01394-0,Exploring the relation between the EQ-5D-5L pain/discomfort and pain and itching in a sample of burn patients,2020,Health and Quality of Life Outcomes
20180330,Is there a need for bolt-on itching and fatigue beyond pain and discomfort? Empirical evidence to demonstrate whether specific symptoms are contained within the broader pain/discomfort dimension and development of a standard approach to reject/confirm a b,Juanita Haagsma,Descriptive Systems,2019,doi:10.1186/s12955-021-01771-3,10.1186/s12955-021-01771-3,The relation between EQ-5D and fatigue in a Dutch general population sample: an explorative study,2021,Health and Quality of Life Outcomes
20180330,Is there a need for bolt-on itching and fatigue beyond pain and discomfort? Empirical evidence to demonstrate whether specific symptoms are contained within the broader pain/discomfort dimension and development of a standard approach to reject/confirm a b,Juanita Haagsma,Descriptive Systems,2019,doi:10.1186/s41687-021-00406-x,10.1186/s41687-021-00406-x,Adding a fatigue item to the EQ-5D-5L improves its psychometric performance in the general population,2022,Journal of Patient-Reported Outcomes
20180330,Is there a need for bolt-on itching and fatigue beyond pain and discomfort? Empirical evidence to demonstrate whether specific symptoms are contained within the broader pain/discomfort dimension and development of a standard approach to reject/confirm a b,Juanita Haagsma,Descriptive Systems,2019,doi:10.3390/ebj3020023,10.3390/ebj3020023,Assessing Health-Related Quality of Life of Adult Patients with Intermediate Burns: The Added Value of an Itching and Cognition Item for the EQ-5D: A Retrospective Observational Study,2022,European Burn Journal
20180340R1,Trickling down to explain the valuation of worse than dead states: towards more valid values.,Bram Roudijk,Valuation,2019,doi:10.1007/s11136-022-03155-6,10.1007/s11136-022-03155-6,A threshold explanation for the lack of variation in negative composite time trade-off values,2022,Quality of Life Research
20180450,Extending the QALY – Psychometric testing of the items in Germany to support the item selection for the new measure,Simone Schieskow,"Descriptive Systems, EQ-HWB",2019,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20180460,Psychometric assessment of the eQALY item pool in Australia,Brendan Mulhern,"Descriptive Systems, EQ-HWB",2019,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20180470,"Chronic disease, co-morbidities and health-related quality of life in a representative sample of the New Zealand population",Trudy Sullivan,Valuation,2019,doi:10.1007/s11136-023-03399-w,10.1007/s11136-023-03399-w,Describing the health-related quality of life of Māori adults in Aotearoa me Te Waipounamu (New Zealand),2023,Quality of Life Research
20180470,"Chronic disease, co-morbidities and health-related quality of life in a representative sample of the New Zealand population",Trudy Sullivan,Valuation,2019,doi:10.1016/j.jval.2021.04.1280,10.1016/j.jval.2021.04.1280,New Zealand Population Norms for the EQ-5D-5L Constructed From the Personal Value Sets of Participants in a National Survey,2021,Value in Health
20180470,"Chronic disease, co-morbidities and health-related quality of life in a representative sample of the New Zealand population",Trudy Sullivan,Valuation,2019,doi:10.1016/j.socscimed.2019.112707,10.1016/j.socscimed.2019.112707,"A new tool for creating personal and social EQ-5D-5L value sets, including valuing ‘dead’",2019,Social Science & Medicine
20180490,Test of the minimal number of C-TTO states in the valuation protocol of the EQ-5D-3L-Y,Titi Fitriana,"Valuation, Youth",2019,doi:10.1007/s40273-022-01210-1,10.1007/s40273-022-01210-1,Estimating an EQ-5D-Y-3L Value Set for Indonesia by Mapping the DCE onto TTO Values,2022,Pharmacoeconomics
20180500,Reliability and validity of using EQ-5D-5L among healthy and adolescents with major mental disorders in Ethiopia,Abraham Gebregziabiher,Descriptive Systems,2019,doi:10.1007/s10198-021-01412-y,10.1007/s10198-021-01412-y,Reliability and validity of using EQ-5D-5L among healthy and adolescents with major mental health disorders in Ethiopia.,2022,PubMed
20180510,"Valuing the EQ-5D-Y-3L in Germany, Spain and Slovenia",Wolfgang Greiner,"Valuation, Youth",2019,doi:10.1007/s40271-022-00573-z,10.1007/s40271-022-00573-z,Exploring the Comparability of Face-to-Face Versus Video Conference-Based Composite Time Trade-Off Interviews: Insights from EQ-5D-Y-3L Valuation Studies in Belgium and Spain,2022,The Patient
20180510,"Valuing the EQ-5D-Y-3L in Germany, Spain and Slovenia",Wolfgang Greiner,"Valuation, Youth",2019,doi:10.1007/s40273-020-00994-4,10.1007/s40273-020-00994-4,EQ-5D-Y Value Set for Slovenia,2021,Pharmacoeconomics
20180510,"Valuing the EQ-5D-Y-3L in Germany, Spain and Slovenia",Wolfgang Greiner,"Valuation, Youth",2019,doi:10.1007/s40273-022-01143-9,10.1007/s40273-022-01143-9,EQ-5D-Y Value Set for Germany,2022,Pharmacoeconomics
20180510,"Valuing the EQ-5D-Y-3L in Germany, Spain and Slovenia",Wolfgang Greiner,"Valuation, Youth",2019,doi:10.1016/j.jval.2021.03.019,10.1016/j.jval.2021.03.019,Comparison of Adult and Adolescent Preferences Toward EQ-5D-Y-3L Health States,2021,Value in Health
20180520,Psychometric assessment of the E-QALY item pool in the United States,Simon Pickard,EQ-HWB,2019,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20180520,Psychometric assessment of the E-QALY item pool in the United States,Simon Pickard,EQ-HWB,2019,doi:10.1016/j.jval.2022.01.003,10.1016/j.jval.2022.01.003,A Comparison of a Preliminary Version of the EQ-HWB Short and the 5-Level Version EQ-5D,2022,Value in Health
20180530,Agreement between proxy EQ‐5D‐Y and self‐reported EQ‐5D‐Y in a paediatric patient group,Carlos Wong,"Descriptive Systems, Youth",2019,doi:10.1097/brs.0000000000003431,10.1097/brs.0000000000003431,Feasibility of Proxy-Reported EQ-5D-3L-Y and Its Agreement in Self-reported EQ-5D-3L-Y for Patients With Adolescent Idiopathic Scoliosis,2020,Spine
20180580,EQALY International Psychometric Analysis: Argentina study,Federico Augustovski,"Descriptive Systems, EQ-HWB",2019,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20180580,EQALY International Psychometric Analysis: Argentina study,Federico Augustovski,"Descriptive Systems, EQ-HWB",2019,doi:10.1016/j.jval.2021.12.010,10.1016/j.jval.2021.12.010,The Development of a New International Generic Measure (EQ-HWB): Face Validity and Psychometric Stages in Argentina,2022,Value in Health
20180600,Initial psychometric testing of E-QALY and 3L-5L comparison in China,Nan Luo,"Descriptive Systems, EQ-HWB",2018,doi:10.1007/s10198-022-01465-7,10.1007/s10198-022-01465-7,Comparing EQ-5D-3L and EQ-5D-5L in measuring the HRQoL burden of 4 health conditions in China,2022,The European Journal of Health Economics
20180600,Initial psychometric testing of E-QALY and 3L-5L comparison in China,Nan Luo,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.jval.2021.11.1361,10.1016/j.jval.2021.11.1361,Developing a New Generic Health and Wellbeing Measure: Psychometric Survey Results for the EQ-HWB,2022,Value in Health
20180600,Initial psychometric testing of E-QALY and 3L-5L comparison in China,Nan Luo,"Descriptive Systems, EQ-HWB",2018,doi:10.1016/j.vhri.2025.101501,10.1016/j.vhri.2025.101501,Evaluating the Factor Structure of the Preliminary Version of EuroQol Health and Well-Being Instrument in China: A Replication of the Confirmatory Factor Analysis,2025,Value in Health Regional Issues
20180600,Initial psychometric testing of E-QALY and 3L-5L comparison in China,Nan Luo,"Descriptive Systems, EQ-HWB",2018,doi:10.1186/s41687-024-00767-z,10.1186/s41687-024-00767-z,Can items derived from international literature be used in national quality of life instruments? A qualitative study conceptualising the EQ-HWB in China,2024,Journal of Patient-Reported Outcomes
20180640,Insight into the higher health state valuation for children compared to adults: effect of 3 valuation methods,Sarah Dewilde,Youth,2019,doi:10.1016/j.jval.2021.11.1377,10.1016/j.jval.2021.11.1377,Exploration of the Reasons Why Health State Valuation Differs for Children Compared With Adults: A Mixed Methods Approach,2022,Value in Health
20180660,Developing an EQ-5D-3L Value Set and Population Norms for Pakistan – A Pilot Study,madeeha malik,Valuation,2019,doi:10.1007/s41669-023-00437-8,10.1007/s41669-023-00437-8,The EQ-5D-3L Valuation Study in Pakistan,2023,PharmacoEconomics Open
20180710,Valuation of EQ-5D-5L in Uganda and exploration of a ‘lite’ protocol,Mark Sculpher,Valuation,2020,doi:10.1007/s40273-021-01101-x,10.1007/s40273-021-01101-x,Developing the EQ-5D-5L Value Set for Uganda Using the ‘Lite’ Protocol,2021,Pharmacoeconomics
20180730,Validation of the UK English version of EQ-5D-Y-5L in South Africa,Janine Verstraete,Youth,2019,doi:10.1016/j.dialog.2022.100032,10.1016/j.dialog.2022.100032,The performance of the EQ-5D-Y-5L compared to the EQ-5D-Y-3L in children and adolescents with cerebral palsy (CP),2022,Dialogues in Health
