batch_id,record_id,outcome,code,reason,year,linked_people,title
batch-0004,P239faea706d6,retain,R1,[R1] The randomized study evaluates measurement equivalence and known-groups validity of digital versus paper Shona EQ-5D-5L.,2026,Fredrick Purba; Jermaine Dambi; Simon Pickard,A randomised equivalence study of the EQ-5D-5L Shona versions: evaluation of measurement equivalence between digital and paper formats.
batch-0004,P280b2533a357,retain,R2,"[R2] This task-force report centrally addresses methods for selecting, collecting, and implementing patient-reported outcomes in real-world studies.",2026,Jessica Roydhouse,Designing and Implementing Real-World Patient-Reported Outcomes—Emerging Recommendations: A Good Practices Report of an ISPOR Task Force
batch-0004,P281e1d68a4ab,retain,R1,[R1] The proof-of-concept develops potential EQ-5D-5L bolt-on dimensions and item wordings using LLMs.,2026,,Utilizing Large Language Models to Enhance Patient-Reported Outcome Measures: Application to the EQ-5D-5L and Bolt-ons
batch-0004,P2996cf17a152,retain,R2,[R2] This experiment evaluates forced versus unforced person trade-off methods for eliciting societal age weights for health gains.,2026,Nancy Devlin; Tessa Peasgood,The impact of forced choice on person trade-offs: Evidence on age weights for paediatric health gains
batch-0004,P29e70bcc81a2,retain,R2,[R2] This overview identifies wellbeing domains specifically to inform co-development of a contextually relevant wellbeing measurement scale.,2026,Darshini Govindasamy,A synthesis of dimensions of wellbeing among adolescents and young people living with HIV from Sub-Saharan Africa for measurement in economic evaluation: a qualitative overview of reviews
batch-0004,P2bc484f08d4a,retain,R2,[R2] The article examines sources and reporting of uncertainty in eliciting and modelling health-state values and value sets.,2026,Andrew Lloyd,Uncertainty around Health State Values Used in Cost-Effectiveness Analysis: How It Arises and How to Deal with It.
batch-0005,P2fc0148fc2b6,retain,R2,"[R2] This review centrally examines generic paediatric HRQoL instruments, their applications, and reported psychometric properties.",2026,Goitom Molalign Takele; Mimmi Åström; Sarah Derrett; Trudy Sullivan,Generic health-related quality of life instruments among children and adolescents in low- and middle-income countries: a scoping review.
batch-0005,P31db6105268a,retain,R2,[R2] The study develops a conceptual model of cancer-related financial distress to inform a new patient-reported outcome measure.,2026,Wolfgang Greiner,Towards the assessment of financial distress among cancer patients: a conceptual model of the financial effects of a tumour disease.
batch-0005,P344e1caf5a7e,retain,R1,[R1] The study directly evaluates whether EQ-5D-5L profiles capture socioeconomic inequality in self-rated health.,2026,Jan Abel Olsen,Measuring inequality in quality of life: further evidence that the EQ-5D-5L may underestimate it.
batch-0005,P345e51f1f0d4,retain,R2,[R2] The article develops a working definition and multidimensional operationalization of electronic health literacy.,2026,Martin Härter,[Relevance of eHealth Literacy (eHL) for Health Services Research and Practice - Part I].
batch-0005,P34641e0e4fa3,retain,R1,[R1] The study translates and culturally adapts EQ-5D-5L for Nepal and develops an interpretation guide.,2026,Sarah Derrett,Transcultural translation and adaptation of EuroQol's EQ-5D-5L for Nepal: process description and recommendations for an interpretation guide.
batch-0005,P3782bd1d1c48,retain,R1,[R1] The study directly evaluates construct validity and responsiveness of EQ-5D-3L and EQ VAS.,2026,Emelie Heintz,Construct validity and responsiveness of EQ-5D-3L and EQ VAS in psoriatic arthritis: an evaluation based on the Swedish Rheumatology Quality Register
batch-0006,P384beada6452,retain,R1,[R1] This develops and evaluates validity and performance of a proposed EQ-HWB visual analog scale.,2026,,A Quantitative Exploration of the Performance of a Potential “Health and Well-Being” Visual Analog Scale (EQ-HWB VAS) for the EQ-HWB-9
batch-0006,P3a242c97ecfa,retain,R2,[R2] This research elicits feedback to inform development of clinical outcome assessments for nephrotic-syndrome swelling impacts.,2026,Maja Kuharic,Clinical Outcome Assessment Endpoints in Nephrotic Syndrome Drug Development: Research Partner Feedback on Patient-Centered Trial Design
batch-0006,P3a9010852497,retain,R2,[R2] This review examines translation and cultural adaptation methods for preference-based quality-of-life measures.,2026,Julie Ratcliffe,Lost in Translation? A Scoping Review to Explore the Translation and Cultural Adaptation of Preference-Based Measures of Quality of Life.
batch-0006,P3c0f2cb45b9b,retain,R1,[R1] This compares EQ-5D-Y-3L country value-set properties and their relationship to EQ-5D-5L values.,2026,Bram Roudijk; Jan Abel Olsen; Tianxin Pan,"Do EQ-5D-Y-3L value sets have common properties, and how do they compare to EQ-5D-5L value sets?"
batch-0006,P3c7da42f4e51,retain,R1,[R1] This qualitatively tests content validity and user preferences for modifications to the EQ-HWB-9 instrument.,2026,Tessa Peasgood,Qualitative testing of potential modifications to the EQ-HWB-9 in the United Kingdom
batch-0006,P3c8b388db628,retain,R1,[R1] This evaluates psychometric performance of EQ-5D-5L bolt-ons across China and the Netherlands.,2026,Fanni Rencz; Fatima Al Sayah; You-Shan Feng; Zhuxin Mao,Comparative performance of EQ-5D-5L bolt-ons in China and the Netherlands: results from the EQ-DAPHNIE project.
batch-0006,P3d0cb250e1b8,retain,R2,"[R2] This estimates minimally clinically important score changes for the MG-QOL15R, evaluating interpretability of a health measure.",2026,Sarah Dewilde,Estimating the minimal clinically important difference for the Myasthenia Gravis Quality of Life revised scale (MG-QOL15R)
batch-0006,P3d52dcb34cc5,retain,R2,[R2] This systematic review evaluates psychometric properties of preference-weighted health-related quality-of-life instruments in older adults.,2026,Brendan Mulhern; Jan Abel Olsen; Yared Belete Belay,Psychometric Performance of Preference-Weighted Instruments in Older Adults: A Systematic Review
batch-0007,P40aa562cbb0d,retain,R2,[R2] Develops and content-validates the P-TIM patient-reported measure for pediatric type 2 diabetes.,2026,Kristina Secnik Boye,Development of the Pediatric Type 2 Diabetes Impact Measure (P-TIM).
batch-0007,P4331a29241e6,retain,R1,[R1] Develops mapping algorithms from PROMIS-25 to EQ-5D-Y-3L responses and utilities.,2026,Christine Mpundu-Kaambwa,Mapping Patient-Reported Outcomes Measurement Information System Pediatric-25 Profile to EQ-5D-Y-3L
batch-0007,P4694bf3b6982,retain,R1,[R1] Examines methodological challenges in eliciting preference weights for the EQ-TIPS instrument.,2026,Bram Roudijk; Elly Stolk; Janine Verstraete; Michael Herdman; Nancy Devlin; Richard Norman,Valuing health states for infants and toddlers: challenges and methodological considerations in EQ-TIPS preference elicitation.
batch-0008,P4a04524b24b1,retain,R2,[R2] The experiment directly examines psychological influences on TTO and VAS health-state valuation scores.,2026,Bram Roudijk; Peep Stalmeier,Unconscious death thoughts: Do they play a role in time trade-off and visual analogue scale scores for health?
batch-0008,P4af1f501ed89,retain,R2,[R2] The study protocol centrally develops a culturally responsive illustrated self-report wellbeing measure for children.,2026,Brendan Mulhern; Rosalie Viney,<i>What Matters 2 Kids:</i> a mixed-methods protocol for developing a culturally-responsive illustrated well-being measure for Aboriginal and Torres Strait Islander children
batch-0008,P4dfe090e6859,retain,R1,"[R1] This study directly informs refinement of EQ-TIPS wording, dimensions, and descriptive system content.",2026,Janine Verstraete; Jennifer Jelsma; Kim Dalziel; Simone Schieskow,Multinational stakeholder engagement to inform future development and refinement of the EuroQol toddler and infant populations (EQ-TIPS).
batch-0008,P4e504601e8e9,retain,R1,[R1] The study develops and compares a new Dutch EQ-5D-3L value set using cTTO valuation.,2026,Bram Roudijk; Marcel Jonker,Revisiting health state preferences after 20 years: A new EQ-5D-3L value set for the Netherlands.
batch-0008,P4ec7c747266c,retain,R1,[R1] The study directly evaluates recall-period effects on psychometric properties of EQ-5D-5L and EQ-HWB-9.,2026,,Exploring Recall Periods for EQ-5D-5L and EQ-HWB-9: A Hong Kong Population Study
batch-0008,P509443701748,retain,R1,[R1] The cognitive interviews directly assess content validity and refinements of the EQ-HWB-9.,2026,Maja Kuharic,"Qualitative assessment of content validity of the modified EQ-HWB-9 by patients, caregivers, and social care users in the United States"
batch-0009,P5395be08d266,retain,R1,[R1] The study validates EQ-HWB-9 psychometric performance and tests instrument item modifications.,2026,Cate Bailey; Tessa Peasgood,Validation of the EQ-HWB-9 in a mental health sample and an investigation of modifications to items.
batch-0009,P53b7b5bb2fd7,retain,R1,"[R1] The study examines feasibility, acceptability, and implementation of routine EQ-5D-Y-5L use in paediatric care.",2026,Kim Dalziel,"Qualitative insights from patient/caregivers, and clinicians on routine use of the EQ-5D-Y-5L in clinical paediatric care—results from a pilot feasibility and acceptability trial"
batch-0009,P547aa16ee6e8,retain,R1,[R1] The study compares child and adult cTTO perspectives for valuing EQ-5D-Y-3L health states.,2026,Bram Roudijk; Fanni Rencz; Stefan Lipman; Stevanus Pangestu,Child- versus adult-perspective composite time trade-off valuations for the EQ-5D-Y-3L: evidence from the Hungarian valuation study.
batch-0009,P55a5047d1c76,retain,R1,[R1] The study tests OPUF feasibility for producing EQ-HWB-S health-state value sets.,2026,Emily McDool; Tessa Peasgood,"Using the OPUF approach to create a value set for the EQ-HWB-S: An exploratory feasibility study [version 2; peer review: 1 approved, 1 approved with reservations]"
batch-0009,P55f01e224c04,retain,R1,[R1] The study psychometrically evaluates cognition and social-participation bolt-ons for EQ-5D-5L.,2026,Ines Buchholz,Psychometric validation of a cognition and social participation bolt-on for the EQ-5D-5L in SARS-CoV-2 infected German healthcare workers.
batch-0009,P57ecf9e10508,retain,R1,[R1] The study establishes population EQ-5D-3L reference values and their distribution across sociodemographic groups.,2026,Emelie Heintz; Mihretab Gebreslassie,"Variations in health-related quality of life across sociodemographic groups, health conditions, and modifiable risk factors: a population-based EQ-5D-3L study."
batch-0010,P5e91fb10e0ba,retain,R2,[R2] Establishes and evaluates an anchor-based interpretive threshold for the preference-based QOL-ACC measure.,2026,Julie Ratcliffe,Determining the quality of life-aged care consumer threshold to identify good quality of life in older adults in long-term care.
batch-0010,P629be7ccd09b,retain,R2,"[R2] Systematically identifies and evaluates validation and psychometric properties of PROM, observer, and caregiver measures.",2026,Michela Meregaglia; Oriana Ciani,Patient reported outcome measures in spinal muscular atrophy and duchenne muscular dystrophy: review of instruments and their inclusion in clinical and regulatory processes
batch-0010,P6339be7dca3e,retain,R2,"[R2] Evaluates validity, structure, reliability, and construct validity of four FACE-Q health-related measurement scales.",2026,Fanni Rencz,Psychometric properties of four FACE-Q Aesthetics scales in patients planning and undergoing minimally invasive facial cosmetic procedures.
batch-0010,P63ba4ee36602,retain,R1,"[R1] Systematically evaluates construct validity, reliability, and responsiveness of EQ-5D instruments in hematological cancer.",2026,Dominik Golicki,"Validity, Reliability, and Responsiveness of the EQ-5D in Hematological Cancers: A Systematic Review of Measurement Properties"
batch-0010,P669237cbf752,retain,R1,[R1] Qualitatively tests content validity and proposed wording changes for the EQ-HWB-9 instrument.,2026,Jill Carlton,Qualitative testing of potential modifications to the EQ-HWB-9 v1.2 in adults with mobility problems in the United Kingdom
batch-0010,P66b1ccae80fa,retain,R1,"[R1] Evaluates feasibility, barriers, and proxy completion for routine EQ-5D and related quality-of-life measurement.",2026,Brendan Mulhern; Lidia Engel; Nancy Devlin; Rosalie Viney; Tessa Peasgood,Feasibility of Routine Quality-of-Life Measurement in Residential Aged Care: Results from a Pilot Study in Australia.
batch-0011,P69a953aa9fc1,retain,R1,[R1] This study evaluates the dimensional structure and item overlap of EQ-HWB-25 alongside established quality-of-life instruments.,2026,Brendan Mulhern; Maja Kuharic; Mina Bahrampour; Rosalie Viney,"Assessing the dimensionality of the EQ-HWB-25 alongside EQ-5D-5L, QOL-ACC and ASCOT in an older adult population."
batch-0011,P6cedd861f14b,retain,R2,[R2] This study uses DCEs to directly compare social and personal valuation perspectives for health and wellbeing outcomes.,2026,Aki Tsuchiya; Nyantara Wickramasekera,Using Discrete Choice Experiments (DCEs) to Compare Social and Personal Preferences for Health and Well-Being Outcomes.
batch-0011,P6eaabe2397d1,retain,R1,[R1] This study establishes EQ-5D-3L and EQ-5D-5L population norms and compares their distributional characteristics.,2026,Annushiah Vasan Thakumar; Asrul Shafie,Population norms for the EQ-5D-3L and EQ-5D-5L in Peninsular Malaysia.
batch-0011,P6ecb6a8d5126,retain,R1,[R1] This study directly evaluates EQ-5D-5L psychometric properties and responsiveness in post-COVID-19 condition.,2026,Erwin Birnie; Gouke Bonsel,Psychometric Properties of the EQ-5D-5L in Post-COVID-19 Condition: Results From the Long CORFU Study
batch-0012,P7386caa6fed9,retain,R2,"[R2] The study validates the CarerQol quality-of-life instrument, including its score properties, as its primary research objective.",2026,Cate Bailey; Tianxin Pan,The validation of the CarerQol instrument and factors associated with quality of life among informal caregivers of disabled older adults in China.
batch-0012,P744e6bbc8a04,retain,R2,"[R2] This systematic review centrally evaluates HRQoL instruments’ validation, psychometric properties, adaptation, and applicability in African populations.",2026,Abdulmuminu Isah,Measuring health-related quality of life in Africa: a systematic review of validated disease-specific and generic measurement tools
batch-0012,P74d04625c310,retain,R2,[R2] The research develops and values a preference-based scoring algorithm for the PRECIS health measurement instrument.,2026,Andrew Lloyd; Martine Hoogendoorn,Preference-based scoring algorithm to estimate societal utilities based on the patient-reported experience of cognitive impairment in schizophrenia (PRECIS) instrument.
batch-0012,P75339c6d635f,retain,R1,[R1] The study derives Nigeria’s EQ-5D-5L value set using composite TTO and health-state discrete-choice valuation data.,2026,Abdulrasheed Hassan Yusuf; Bram Roudijk; Fredrick Purba; Meixia Liao,The EQ-5D-5L valuation study in Nigeria.
batch-0012,P7559c8d61b90,retain,R1,[R1] This study establishes and evaluates minimally important differences for EQ-5D utility scores after stroke.,2026,Xuejing Jin,Interpreting patient-reported outcomes after ischemic stroke: defining minimal important difference in EQ-5D across recovery phases
batch-0012,P7686c9883fa8,retain,R1,[R1] The think-aloud study evaluates carers’ recall-period interpretation and proxy perspectives when completing the EQ-HWB-9.,2026,Brendan Mulhern; Jessica Roydhouse; Jill Carlton; Richard Norman,Carers' interpretation of the recall period and perspective-taking when completing the EQ health and wellbeing instrument (EQ-HWB)-9 as proxies for people with dementia: a think-aloud study.
batch-0012,P792073d5adb2,retain,R2,"[R2] This protocol’s central aim is to develop, validate, and value a preference-based quality-of-life measure for older people in subacute care.",2026,Julie Ratcliffe,A new health economic measure for improving the health and wellbeing of older Australians in subacute care settings: a study protocol.
batch-0013,P7ad6940bb692,retain,R1,"[R1] The study compares methods to estimate EQ-5D-5L index scores from population data, making the EQ instrument central.",2026,Márta Péntek,Improving the value of population health data for health policy and decision-making using machine learning algorithms in EQ-5D-5L index estimation.
batch-0013,P7b4ea5c0906e,retain,R2,[R2] The Delphi study centrally selects and specifies implementation of patient-reported outcome measures for a kidney registry.,2026,Jessica Roydhouse,Developing a Set of Core Patient-Reported Outcomes for Kidney Replacement Therapy: A Modified Delphi Study.
batch-0013,P7cbe257d5fe7,retain,R2,"[R2] This survey centrally studies PROM implementation, perceived value, and barriers in routine ophthalmology practice.",2026,Jan Henrik Terheyden,Use of patient-reported outcome measures in everyday clinical practice in ophthalmology: results of a European multicountry survey.
batch-0013,P7d6e61915e83,retain,R1,[R1] This qualitative study evaluates content validity of experimental EQ-HWB and EQ-5D-5L bolt-on instruments.,2026,Fanni Rencz,Qualitative testing of the EQ-HWB-9 with a 'blank' EQ-HWB VAS and EQ-5D-5L with skin bolt-ons in a rare genetic skin disease population.
batch-0013,P7e9eb00b7899,retain,R1,[R1] This study directly compares psychometric and responsiveness properties of EQ-5D-3L and MSIS-8D measures.,2026,Bernhard Michalowsky,"Measuring health-related quality of life in multiple sclerosis: comparing the acceptability, validity and responsiveness of the EQ-5D-3L and MSIS-8D."
batch-0014,P8426890d1e81,retain,R1,[R1] Evaluates convergent and structural validity of the EQ-HWB-9 against caregiver and generic instruments.,2026,Maja Kuharic; Soumana Chamoun Nasser,"Item-Level Convergent and Structural Validity of the EQ-HWB-9 in US Informal Caregivers Compared With ASCOT-Carer, CarerQoL, and EQ-5D-5L"
batch-0014,P84d037250793,retain,R1,[R1] Tests implementation of routine electronic EQ-5D-5L measurement and reporting in primary care consultations.,2026,Carlos Wong,Effectiveness of Routine Measurement of Health-Related Quality of Life (HRQOL) in Improving Patient-reported Outcomes in Primary Care Patients with Chronic Knee and Back Problems - A Cluster Randomised Controlled Trial.
batch-0014,P8564e7888da7,retain,R1,[R1] Evaluates face validity and cultural-linguistic suitability of the Traditional Chinese EQ-HWB in Hong Kong.,2026,,Face validity of the EQ health and wellbeing instrument (EQ-HWB) in Hong Kong
batch-0014,P85d714d39b80,retain,R1,[R1] Directly compares measurement properties of the EQ-5D-Y-3L and EQ-5D-3L descriptive systems.,2026,Fanni Rencz,Comparing the measurement properties of the EQ-5D-Y-3L and EQ-5D-3L in a general population sample of adults.
batch-0014,P85ec67aa4ff4,retain,R2,[R2] Develops a Japanese value set for the AP-7D preference-based health measure using health-state DCE data.,2026,Takeru Shiroiwa,Departures from health universalism? A value set of AP-7D in Japan as an attempt to develop a “culture-specific” preference-based measure
batch-0014,P86165bc5674b,retain,R2,[R2] Elicits and examines public distributional preferences for health and wellbeing inequalities as a valuation-method study.,2026,Aki Tsuchiya; Nyantara Wickramasekera,Why Object to Inequalities in Health and Well-Being? A Mixed-Methods Exploration of Inequality Aversion With Members of the General Public
batch-0014,P8cc0ec0329f0,retain,R2,[R2] Develops and content-validates the MOVE-Onco questionnaire for barriers and facilitators to exercise care.,2026,Narcis Gusi,Informational and structural barriers to exercise oncology care in Spain: development of the MOVE-Onco questionnaire and preliminary findings.
batch-0014,P8d1fc4915863,retain,R2,[R2] Evaluates psychometric properties and validity evidence for the Developmental Profile-4 assessment.,2026,Jenny Downs,Validity Data for the Developmental Profile-4 in Individuals With Profound Intellectual and Multiple Disabilities and Developmental Epileptic Encephalopathies
batch-0015,P94878b957eaf,retain,R1,[R1] This study evaluates face validity and caregiver interpretation of the EQ-HWB-9 proxy instrument.,2026,Bernhard Michalowsky; Lidia Engel,Examining the face validity of the EQ-HWB-9 in dementia: caregiver interpretation across “Today” and “7-Day” recall periods
batch-0015,P956c131ccee1,retain,R2,[R2] This study evaluates validity of the GP5 patient-reported side-effect-impact item against adverse events and global health.,2026,Jessica Roydhouse,A single item for overall side effect impact: Association with clinician-reported adverse events and global health.
batch-0015,P9637df058211,retain,R1,[R1] This study develops and validates algorithms mapping the Severe Asthma Questionnaire to EQ-5D-5L utilities.,2026,Elske van den Akker-van Marle,Mapping EQ-5D-5L utility scores from the severe asthma questionnaire in the SHARP CRC registry
batch-0015,P9703c923484a,retain,R1,[R1] This study evaluates responsiveness of the EQ-5D-Y-5L parent-proxy instrument in juvenile idiopathic arthritis.,2026,Jiabi Wen,Responsiveness of the EQ-5D-Y-5L Parent-Proxy Version Among Children with Juvenile Idiopathic Arthritis
batch-0015,P977b6ffb31d5,retain,R1,"[R1] This study examines DCE approaches for valuing pediatric health states, including EQ-5D-Y-5L.",2026,Deborah Street; Mina Bahrampour; Rosalie Viney,Understanding how adults and adolescents value children's health states: a qualitative exploration using Discrete Choice Experiments (DCEs) with and without duration
batch-0015,P98fc76b8b639,retain,R2,[R2] This study evaluates qualitative methods for meaningful-change thresholds on patient and observer outcome measures.,2026,Maja Kuharic,How much change is meaningful in global impression anchors? Evidence from five rare diseases.
batch-0016,P9b2241de5599,retain,R1,[R1] The study assesses content validity and response options of the modified EQ-HWB-9 instrument.,2026,Clara Mukuria; Federico Augustovski; Fernando Argento; María Belizán; Michael Herdman,"Content validity of the modified EQ-HWB-9 in a sample of Argentinean patients, informal caregivers, and members of the general public."
batch-0016,P9c5ae10734cd,retain,R2,[R2] This protocol develops and evaluates a low-burden PROM assessment approach and index questions for diabetes care.,2026,Erwin Birnie,Exploring feasible ways of person-reported outcome measurement in routine type 1 diabetes care: a protocol for the Diabeter-PROM study
batch-0016,P9d705ba2d740,retain,R1,[R1] The qualitative study investigates EQ-5D-5L bolt-ons and composite TTO reasoning in health-state valuation.,2026,Bram Roudijk; Fanni Rencz; Fredrick Purba; Michał Jakubczyk; Stevanus Pangestu,Exploring Perceived Interactions between EQ-5D-5L and Bolt-ons Using Composite Time-Tradeoff Valuations: A Qualitative Study.
batch-0016,Pa1ae5ba7feee,retain,R2,"[R2] This review evaluates preference-elicitation methods, including PTO and TTO, for the distribution of health gains.",2026,Aki Tsuchiya,A Systematic Review of Elicitation Methods for Distributional Preferences in Healthcare Regarding the Concentration and Dispersion of Health Benefits
batch-0016,Pa5abc08f5ad7,retain,R1,"[R1] The study compares psychometric validity, reliability, and responsiveness of the EuroQol EQ-TIPS instrument.",2026,Janine Verstraete; Kim Dalziel; Nancy Devlin; Tianxin Pan,Comparison of the psychometric performance of experimental EuroQol Toddler and Infant Populations Instrument (EQ-TIPS) and Pediatric Quality of Life Inventory™ (PedsQL) in young children.
batch-0017,Paa3cb91c2c96,retain,R2,[R2] This systematic review evaluates measurement properties of disability PROMs for children with musculoskeletal pain.,2026,Tie Parma Yamato,A review of the measurement properties of disability measures used in children and adolescents with musculoskeletal pain: a clinimetric review
batch-0017,Pae0848a77329,retain,R1,[R1] The study directly compares psychometric performance of EQ-5D-Y instruments and other paediatric HRQoL measures.,2026,Julie Ratcliffe; Kim Dalziel; Rosalie Viney,Measuring quality of life in autistic children and young people: comparing the performance of common generic health related quality of life instruments.
batch-0017,Pae69b62079e2,retain,R2,[R2] This task force evaluates methodological choices for eliciting and estimating utilities for child health states.,2026,Ernest Law; Koonal Shah,Valuing Child and Adolescent Health States to Derive Utilities for Use in Economic Evaluation: A Good Practices Report of an ISPOR Task Force
batch-0017,Pb2f97373b576,retain,R1,"[R1] The study directly evaluates content and face validity of EQ-5D, EQ-HWB, and related quality-of-life measures.",2026,Ilias Goranitis; Tessa Peasgood,"Content validity, face validity and comprehensiveness of generic quality-of-life measures in adults and children with rare genetic conditions and their carers: a think aloud qualitative study"
batch-0017,Pb396d6c08cb1,retain,R2,[R2] The article evaluates structural validity and reliability of a questionnaire intended to measure children's concept of pain.,2026,Tie Parma Yamato,Clinimetric Evaluation of the English Version of the Conceptualization of Pain Questionnaire (COPAQ).
batch-0018,Pbd73585beadd,retain,R1,"[R1] The study directly evaluates validity, reliability, and dimensionality of modified EQ-HWB and EQ-HWB-9 instruments.",2026,,Psychometric Properties of the Experimental and Modified EQ-HWB and EQ-HWB-9 in Patients with Anxiety and/or Depression in China
batch-0018,Pbefe47b9710c,retain,R1,[R1] This review critically assesses EQ-5D-Y health-state valuation perspectives and alternatives for pediatric utility valuation.,2026,Stefan Lipman,EQ-5D(-Y) Valuation from Adult and Child Perspectives: Where Does the Empirical Evidence Leave Us and How Should We Proceed?
batch-0018,Pbfb6d1c12364,retain,R2,[R2] The study develops EGPA health-state vignettes and directly elicits utility values for those health states.,2026,Andrew Lloyd,Estimation of Health Utility Values for Eosinophilic Granulomatosis With Polyangiitis.
batch-0018,Pc02a27b4b5a7,retain,R2,[R2] The study derives a Korean SF-6Dv2 health-state value set using a duration discrete-choice valuation method.,2026,Min-Woo Jo,Deriving a Korean SF-6Dv2 Value Set Using a Discrete Choice Experiment with Duration.
batch-0019,Pc23f9c1c2e9a,retain,R1,[R1] This study evaluates DCE-TTO feasibility and national preference patterns to value the EQ-HWB health and wellbeing classification system.,2026,Clara Mukuria; Deborah Street; Donna Rowen; Haode Wang,"Valuing health and wellbeing using discrete choice experiment: exploring feasibility, design effect and international preference similarity."
