sample_group	final_quota	reserve_rank	record_id	screen_code	screen_reason	title	year	doi	pmid	pmcid	openalex_ids	linked_people	availability_class	oa_status	landing_url	candidate_urls_json	current_graph_overlap	overlap_method	identity_issue	status	format	source_method	source_url	final_url	license	raw_path	bytes	sha256	retrieved_at	attempts_json
boundary-retained	20	15	P88ffeb85e16f	R2	[R2] The secondary analysis centrally evaluates net pain relief as a measure of pain-response durability.	Net Pain Relief After Palliative Radiation Therapy for Painful Bone Metastases: A Useful Measure to Reflect Response Duration? A Further Analysis of the Dutch Bone Metastasis Study	2019	10.1016/j.ijrobp.2019.07.009	31344434	PMC6859481	W2964184003	Katie Spencer	XML_CANDIDATE	hybrid	https://doi.org/10.1016/j.ijrobp.2019.07.009	"[{""url"":""http://www.redjournal.org/article/S0360301619334583/pdf"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""http://eprints.whiterose.ac.uk/148519/16/1-s2.0-S0360301619334583-main.pdf"",""host_type"":""repository"",""license"":"""",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""http://hdl.handle.net/20.500.11820/65420c23-76b2-4999-b041-8b2edddb7193"",""host_type"":"""",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6859481/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6859481/fullTextXML		scale/protocol-2.0/fulltext-pilot-v1/documents/P88ffeb85e16f.xml	81213	2f924be5bb2a372e2c73a81c51a615ec9ffa3d2e79131099f172460727a3bb27	2026-08-22T15:56:02.565339+00:00	"[{""method"":""pdf"",""url"":""http://eprints.whiterose.ac.uk/148519/16/1-s2.0-S0360301619334583-main.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/148519/16/1-s2.0-S0360301619334583-main.pdf""},{""method"":""pdf"",""url"":""http://www.redjournal.org/article/S0360301619334583/pdf"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://secure.jbs.elsevierhealth.com/action/getSharedSiteSession?redirect=https%3A%2F%2Fwww.redjournal.org%2Farticle%2FS0360301619334583%2Fpdf&rc=0""},{""method"":""pdf"",""url"":""http://hdl.handle.net/20.500.11820/65420c23-76b2-4999-b041-8b2edddb7193"",""error"":""ValueError: response is not a PDF""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6859481/fullTextXML"",""error"":""""}]"
boundary-retained	20	16	P829d59b49eb8	R1	[R1] This paper critically examines own-health-state utility elicitation for EQ-5D population value sets.	Experience-based utility and own health state valuation for a health state classification system: why and how to do it	2017	10.1007/s10198-017-0931-5	29022120	PMC6008352	W2760499076	Aki Tsuchiya; Donna Rowen; Julie Ratcliffe; Tessa Peasgood	XML_CANDIDATE	hybrid	https://doi.org/10.1007/s10198-017-0931-5	"[{""url"":""https://link.springer.com/content/pdf/10.1007/s10198-017-0931-5.pdf"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://eprints.whiterose.ac.uk/121434/9/10.1007%252Fs10198-017-0931-5.pdf"",""host_type"":""repository"",""license"":"""",""version"":""acceptedVersion"",""origin"":""openalex""},{""url"":""http://hdl.handle.net/11343/245626"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC6008352?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://link.springer.com/content/pdf/10.1007/s10198-017-0931-5.pdf	https://link.springer.com/content/pdf/10.1007/s10198-017-0931-5.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P829d59b49eb8.pdf	613943	734a7dfd86588ce754ba5fca410ddb15bfd83680e0a6032a12c11bc41ace39eb	2026-08-22T15:56:02.565867+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC6008352?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC6008352""},{""method"":""pdf"",""url"":""http://hdl.handle.net/11343/245626"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://eprints.whiterose.ac.uk/121434/9/10.1007%252Fs10198-017-0931-5.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/121434/9/10.1007%252Fs10198-017-0931-5.pdf""},{""method"":""pdf"",""url"":""https://link.springer.com/content/pdf/10.1007/s10198-017-0931-5.pdf"",""error"":""""}]"
boundary-retained	20	18	P1068605e06b9	R1	[R1] This trial evaluates implementation of routine electronic EQ-5D-5L measurement and reporting in primary care.	Effectiveness of routine measurement of health-related quality of life in improving the outcomes of patients with musculoskeletal problems-a cluster randomised controlled trial: protocol paper.	2020	10.1136/bmjopen-2020-040373	33323434	PMC7745313	W3112431423	Carlos Wong; Eliza Wong; Paul Kind	XML_CANDIDATE	gold	https://doi.org/10.1136/bmjopen-2020-040373	"[{""url"":""https://bmjopen.bmj.com/content/bmjopen/10/12/e040373.full.pdf"",""host_type"":""journal"",""license"":""cc-by-nc"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://eprints.whiterose.ac.uk/171616/6/e040373.full.pdf"",""host_type"":""repository"",""license"":"""",""version"":""acceptedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC7745313?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://bmjopen.bmj.com/content/bmjopen/10/12/e040373.full.pdf	https://bmjopen.bmj.com/content/bmjopen/10/12/e040373.full.pdf	cc-by-nc	scale/protocol-2.0/fulltext-pilot-v1/documents/P1068605e06b9.pdf	447038	24e279176915a17d06356a7dab741e3810433464588e904dfcfeb7d43e3a9c12	2026-08-22T15:56:04.838405+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC7745313?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC7745313""},{""method"":""pdf"",""url"":""https://eprints.whiterose.ac.uk/171616/6/e040373.full.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/171616/6/e040373.full.pdf""},{""method"":""pdf"",""url"":""https://bmjopen.bmj.com/content/bmjopen/10/12/e040373.full.pdf"",""error"":""""}]"
boundary-retained	20	19	P372603e3e8ce	R2	[R2] The study centrally evaluates feasibility and implementation of standardized PROM measurement in routine stroke care.	Outcome evaluation by patient reported outcome measures in stroke clinical practice (EPOS) protocol for a prospective observation and implementation study	2019	10.1186/s42466-019-0034-0		PMC7650080	W2984293601	Martin Härter	XML_CANDIDATE	gold	https://doi.org/10.1186/s42466-019-0034-0	"[{""url"":""https://neurolrespract.biomedcentral.com/track/pdf/10.1186/s42466-019-0034-0"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC7650080?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://neurolrespract.biomedcentral.com/track/pdf/10.1186/s42466-019-0034-0	https://link.springer.com/content/pdf/10.1186/s42466-019-0034-0.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P372603e3e8ce.pdf	927010	54a1106eec5707ff57cf1d5408fbb9ce009539d14a74b0365a1a1682c5ccd74d	2026-08-22T15:56:04.839025+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC7650080?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC7650080""},{""method"":""pdf"",""url"":""https://neurolrespract.biomedcentral.com/track/pdf/10.1186/s42466-019-0034-0"",""error"":""""}]"
boundary-retained	20	20	Pcf3f881673e1	R1	[R1] This qualitative study directly examines EQ-5D-5L administration, feedback, and implementation to support clinic recommendations.	&lt;p&gt;Patient-Reported Outcome Measures (PROMs) to Support Adherence to Falls Prevention Clinic Recommendations: A Qualitative Study&lt;/p&gt;	2020	10.2147/ppa.s269202		PMC7608137	W3097538780;W4406092512	Nick Bansback	XML_CANDIDATE	gold	https://doi.org/10.2147/ppa.s269202	"[{""url"":""https://www.dovepress.com/getfile.php?fileID=63173"",""host_type"":""journal"",""license"":""cc-by-nc"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC7608137?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7608137/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7608137/fullTextXML		scale/protocol-2.0/fulltext-pilot-v1/documents/Pcf3f881673e1.xml	150836	458dca00889ba9b4cd3a91a9cc2c765c254bef1c9ea7f2758e831ab38c9d407d	2026-08-22T15:56:04.839661+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC7608137?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC7608137""},{""method"":""pdf"",""url"":""https://www.dovepress.com/getfile.php?fileID=63173"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://www.dovepress.com/getfile.php?fileID=63173""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7608137/fullTextXML"",""error"":""""}]"
boundary-retained	20	21	Pf86cebd275ae	R2	[R2] The article addresses the development, implementation, and interpretation of performance outcome assessments of patient functioning.	Developing and Implementing Performance Outcome Assessments: Evidentiary, Methodologic, and Operational Considerations	2018	10.1177/2168479018772569	29739255	PMC6027603	W2802561782	Stephen Coons	XML_CANDIDATE	closed	https://doi.org/10.1177/2168479018772569	"[{""url"":""https://europepmc.org/articles/PMC6027603?pdf=render"",""host_type"":""repository"",""license"":"""",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	europe_pmc_pdf	https://europepmc.org/articles/PMC6027603?pdf=render	https://europepmc.org/api/getPdf?pmcid=PMC6027603		scale/protocol-2.0/fulltext-pilot-v1/documents/Pf86cebd275ae.pdf	77039	112becde1b17f6711c11c3381d05fe9200a74267add83475b0ca2757879b25db	2026-08-22T16:01:06.306030+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC6027603?pdf=render"",""error"":""""}]"
boundary-retained	20	23	P3abf7ff7ea7e	R2	[R2] This review evaluates gender-inclusive strategies in developing and using health questionnaires and PROMs.	He/She/They - gender inclusivity in developing and using health-related questionnaires: a scoping review.	2025	10.1007/s11136-024-03765-2	39207629	PMC11802602	W4401993913	Des Scott; Jennifer Jelsma; Sarah Derrett; Valentina Prevolnik Rupel	XML_CANDIDATE	hybrid	https://doi.org/10.1007/s11136-024-03765-2	"[{""url"":""https://link.springer.com/content/pdf/10.1007/s11136-024-03765-2.pdf"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11802602/pdf/11136_2024_Article_3765.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC11802602?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://link.springer.com/content/pdf/10.1007/s11136-024-03765-2.pdf	https://link.springer.com/content/pdf/10.1007/s11136-024-03765-2.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P3abf7ff7ea7e.pdf	1806128	589a52d4a270f3a935d48a89bba2d6821b3aa50d5ec016bac1ccfd464dd7e61b	2026-08-22T15:56:06.969518+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC11802602?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC11802602""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11802602/pdf/11136_2024_Article_3765.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://link.springer.com/content/pdf/10.1007/s11136-024-03765-2.pdf"",""error"":""""}]"
boundary-retained	20	24	P2f7a482cd6d2	R2	[R2] Evaluates a preference-weighted composite endpoint method for interpreting clinical-trial outcomes.	Using a patient-centred composite endpoint in a secondary analysis of the Control of Hypertension in Pregnancy Study (CHIPS) Trial.	2023	10.1186/s13063-023-07118-1	36750953	PMC9906819	W4319336623	Nick Bansback	XML_CANDIDATE	gold	https://doi.org/10.1186/s13063-023-07118-1	"[{""url"":""https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-023-07118-1"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9906819/pdf/13063_2023_Article_7118.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC9906819?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-023-07118-1	https://link.springer.com/content/pdf/10.1186/s13063-023-07118-1.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P2f7a482cd6d2.pdf	999877	5b0de86924dd8615be5d21ceb552196ef653c55c8a77d930da8db3813757af8f	2026-08-22T15:56:06.969048+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC9906819?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC9906819""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9906819/pdf/13063_2023_Article_7118.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://trialsjournal.biomedcentral.com/counter/pdf/10.1186/s13063-023-07118-1"",""error"":""""}]"
boundary-retained	20	25	P47e14aaa3d16	R2	[R2] This develops and psychometrically evaluates the VILL vision-related quality-of-life patient-reported outcome measure.	Development of the Vision Impairment in Low Luminance Questionnaire	2021	10.1167/tvst.10.1.5	33505772	PMC7794270	W3120919313	Jan Henrik Terheyden	XML_CANDIDATE	gold	https://doi.org/10.1167/tvst.10.1.5	"[{""url"":""https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938511/i2164-2591-10-1-5_1609850559.60629.pdf"",""host_type"":""journal"",""license"":""cc-by-nc-nd"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC7794270?pdf=render"",""host_type"":""repository"",""license"":""cc by-nc-nd"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	xml	europe_pmc_jats	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7794270/fullTextXML	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7794270/fullTextXML		scale/protocol-2.0/fulltext-pilot-v1/documents/P47e14aaa3d16.xml	104939	871e0834217ffd2615fdd9cd5fadbd896d88ffbe0693def3843b472d79040958	2026-08-22T15:56:08.314487+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC7794270?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC7794270""},{""method"":""pdf"",""url"":""https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938511/i2164-2591-10-1-5_1609850559.60629.pdf"",""error"":""HTTPError: 403 Client Error: Forbidden for url: https://tvst.arvojournals.org/arvo/content_public/journal/tvst/938511/i2164-2591-10-1-5_1609850559.60629.pdf""},{""method"":""jats"",""url"":""https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7794270/fullTextXML"",""error"":""""}]"
boundary-retained	20	28	Peb6f8baff475	R2	[R2] This review maps behavioural theories affecting how TTO health-state preferences are elicited and interpreted.	Behavioral Theories That Have Influenced the Way Health State Preferences Are Elicited and Interpreted: A Bibliometric Mapping Analysis of the Time Trade-Off Method With VOSviewer Visualization	2022	10.3389/frhs.2022.848087		PMC10012726	W4283756463	Aki Tsuchiya	XML_CANDIDATE	gold	https://doi.org/10.3389/frhs.2022.848087	"[{""url"":""https://www.frontiersin.org/articles/10.3389/frhs.2022.848087/pdf"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://eprints.whiterose.ac.uk/187864/3/frhs-02-848087.pdf"",""host_type"":""repository"",""license"":"""",""version"":""acceptedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC10012726/pdf/frhs-02-848087.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC10012726?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://www.frontiersin.org/articles/10.3389/frhs.2022.848087/pdf	https://www.frontiersin.org/journals/health-services/articles/10.3389/frhs.2022.848087/pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/Peb6f8baff475.pdf	4010019	7253a081df2555009d21d59b8e6911ca7568bf2e1a0a7067830b26ed8ee85100	2026-08-22T15:56:08.320686+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC10012726?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC10012726""},{""method"":""pdf"",""url"":""https://eprints.whiterose.ac.uk/187864/3/frhs-02-848087.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/187864/3/frhs-02-848087.pdf""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC10012726/pdf/frhs-02-848087.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://www.frontiersin.org/articles/10.3389/frhs.2022.848087/pdf"",""error"":""""}]"
clear-retained	10	2	P90a5c8404188	R1	[R1] Evaluates how questionnaire order affects EQ-5D-5L responses and missingness.	Impacts of the preceding cancer-specific health-related quality of life instruments on the responses to the subsequent EQ-5D-5L	2023	10.1186/s12955-022-02085-8		PMC9843919	W4316810605	Takeru Shiroiwa	XML_CANDIDATE	gold	https://doi.org/10.1186/s12955-022-02085-8	"[{""url"":""https://hqlo.biomedcentral.com/counter/pdf/10.1186/s12955-022-02085-8"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9843919/pdf/12955_2022_Article_2085.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC9843919?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://hqlo.biomedcentral.com/counter/pdf/10.1186/s12955-022-02085-8	https://link.springer.com/content/pdf/10.1186/s12955-022-02085-8.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P90a5c8404188.pdf	1090307	05b4e6e612e8a2b8740b2d0cab31998e9626d085ad6ef14b88e3c6b534bbca41	2026-08-22T15:56:10.162406+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC9843919?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC9843919""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9843919/pdf/12955_2022_Article_2085.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://hqlo.biomedcentral.com/counter/pdf/10.1186/s12955-022-02085-8"",""error"":""""}]"
clear-retained	10	4	Pdc7dd89e4d8f	R1	[R1] The study develops EQ-5D-5L bolt-on items and evaluates their psychometric properties across rare diseases.	Development and Testing of the Psychometric Properties of 20 Bolt-On Items for the EQ-5D-5L Across 31 Rare Diseases	2025	10.1016/j.jval.2025.01.006	39880195		W4406864433	Fanni Rencz	PDF_CANDIDATE	green	http://hdl.handle.net/10397/117783	"[{""url"":""http://ira.lib.polyu.edu.hk/bitstream/10397/117783/1/1-s2.0-S1098301525000245-main.pdf"",""host_type"":""repository"",""license"":""cc-by-nc-nd"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://unipub.lib.uni-corvinus.hu/10866/1/1-s2.0-S1098301525000245-main.pdf"",""host_type"":""repository"",""license"":"""",""version"":""submittedVersion"",""origin"":""openalex""}]"	0			REUSED	pdf	openalex_pdf	https://unipub.lib.uni-corvinus.hu/10866/1/1-s2.0-S1098301525000245-main.pdf	https://unipub.lib.uni-corvinus.hu/10866/1/1-s2.0-S1098301525000245-main.pdf		scale/protocol-2.0/fulltext-pilot-v1/documents/Pdc7dd89e4d8f.pdf	1586284	da6ff3b9018204074bba23e6293941e2a62b5a5b45cf70319b1a65ae915d6178	2026-08-22T15:56:10.163138+00:00	"[{""method"":""pdf"",""url"":""http://ira.lib.polyu.edu.hk/bitstream/10397/117783/1/1-s2.0-S1098301525000245-main.pdf"",""error"":""ConnectionError: ('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))""},{""method"":""pdf"",""url"":""https://unipub.lib.uni-corvinus.hu/10866/1/1-s2.0-S1098301525000245-main.pdf"",""error"":""""}]"
clear-retained	10	6	P8c3b4955b748	R1	[R1] Head-to-head testing of EQ-5D-5L and EQ-5D-Y-5L equivalence, validity, and reliability makes the EQ instruments the research object.	A head-to-head comparison of the adult EQ-5D-5L and youth EQ-5D-Y-5L in adolescents with idiopathic scoliosis.	2025	10.1186/s41687-025-00842-z	39878911	PMC11780234	W4406958353	Gouke Bonsel; Jan Verhaar; Joshua Bonsel	XML_CANDIDATE	gold	https://doi.org/10.1186/s41687-025-00842-z	"[{""url"":""https://jpro.springeropen.com/counter/pdf/10.1186/s41687-025-00842-z"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11780234/pdf/41687_2025_Article_842.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://pure.amsterdamumc.nl/ws/files/138882150/A-head-to-head-comparison-of-the-adult-eq-5d-5l-and-youth-eq-5d-y-5l-in-adolescents-with-idiopathic-scoliosis.pdf"",""host_type"":""repository"",""license"":""other-oa"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC11780234?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://pure.amsterdamumc.nl/ws/files/138882150/A-head-to-head-comparison-of-the-adult-eq-5d-5l-and-youth-eq-5d-y-5l-in-adolescents-with-idiopathic-scoliosis.pdf	https://pure.amsterdamumc.nl/ws/files/138882150/A-head-to-head-comparison-of-the-adult-eq-5d-5l-and-youth-eq-5d-y-5l-in-adolescents-with-idiopathic-scoliosis.pdf	other-oa	scale/protocol-2.0/fulltext-pilot-v1/documents/P8c3b4955b748.pdf	1966549	f1e54a26341bcc73efa32a3e386c7839c265f4d55759028356dcae36729ce284	2026-08-22T15:56:11.822919+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC11780234?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC11780234""},{""method"":""pdf"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC11780234/pdf/41687_2025_Article_842.pdf"",""error"":""ValueError: response is not a PDF""},{""method"":""pdf"",""url"":""https://pure.amsterdamumc.nl/ws/files/138882150/A-head-to-head-comparison-of-the-adult-eq-5d-5l-and-youth-eq-5d-y-5l-in-adolescents-with-idiopathic-scoliosis.pdf"",""error"":""""}]"
clear-retained	10	8	P0dd357d90e37	R1	[R1] The study develops and validates algorithms mapping KDQOL-36 scores to EQ-5D-3L and EQ-5D-5L utilities.	Mapping the kidney disease quality of life 36-item short form survey (KDQOL-36) to the EQ-5D-3L and the EQ-5D-5L in patients undergoing dialysis	2019	10.1007/s10198-019-01088-5		PMC6803593	W2963108720	Carlos Wong	XML_CANDIDATE	hybrid	https://doi.org/10.1007/s10198-019-01088-5	"[{""url"":""https://link.springer.com/content/pdf/10.1007/s10198-019-01088-5.pdf"",""host_type"":""journal"",""license"":""cc-by"",""version"":""publishedVersion"",""origin"":""openalex""},{""url"":""https://eprints.whiterose.ac.uk/id/eprint/148643/3/Yang2019_Article_MappingTheKidneyDiseaseQuality.pdf"",""host_type"":""repository"",""license"":""cc-by"",""version"":""submittedVersion"",""origin"":""openalex""},{""url"":""https://europepmc.org/articles/PMC6803593?pdf=render"",""host_type"":""repository"",""license"":""cc by"",""version"":""publishedVersion"",""origin"":""europe_pmc""}]"	0			REUSED	pdf	openalex_pdf	https://link.springer.com/content/pdf/10.1007/s10198-019-01088-5.pdf	https://link.springer.com/content/pdf/10.1007/s10198-019-01088-5.pdf	cc-by	scale/protocol-2.0/fulltext-pilot-v1/documents/P0dd357d90e37.pdf	1267926	53b60944ab1f7c2a320eaf5efe4e406c61470a8dc8a795b30210cba46f94899b	2026-08-22T15:56:11.823734+00:00	"[{""method"":""pdf"",""url"":""https://europepmc.org/articles/PMC6803593?pdf=render"",""error"":""HTTPError: 429 Client Error: Too Many Requests for url: https://europepmc.org/api/getPdf?pmcid=PMC6803593""},{""method"":""pdf"",""url"":""https://eprints.whiterose.ac.uk/id/eprint/148643/3/Yang2019_Article_MappingTheKidneyDiseaseQuality.pdf"",""error"":""HTTPError: 404 Client Error: Not Found for url: https://eprints.whiterose.ac.uk/id/eprint/148643/3/Yang2019_Article_MappingTheKidneyDiseaseQuality.pdf""},{""method"":""pdf"",""url"":""https://link.springer.com/content/pdf/10.1007/s10198-019-01088-5.pdf"",""error"":""""}]"
