summary_id	paper_id	assignment	source_path	source_sha256	summary_path	summary_sha256	bytes	words
S035	10.1017/S0266462326103602	C	corpus/1505-RA/doi_10.1017_s0266462326103602.md	4f26cab992adb34e099c71814ee81c54b02de2bffc8ad03c5f824627b93901be	summaries/S035.md	51966c6956c0cd957e25139d0211cf7708cdfe63a3c0d1bc692f1f2b22f62d53	6272	792
S036	10.1007/s10198-018-0987-x	C	corpus/20170450/doi_10.1007_s10198-018-0987-x.md	fc488afa7b1a983ed266cae605368061b0e9fb85c5648b5e2a1ee89cec5aa645	summaries/S036.md	5077268203c91a63838f0e2f307bc310137031dfb27697c84a09185d190f3c82	4942	641
S037	10.1007/s40273-021-01109-3	shared	corpus/20190220/doi_10.1007_s40273-021-01109-3.md	cf31a37b75f604d90ea7bd64f93d855ddb880c59808428bcdbe9bafde22baa16	summaries/S037.md	c87c5c6afd558ad304bfdeb6dae73455e17956be1cde8e7b8d5cf72de52ab920	6156	846
S038	10.1007/s40273-022-01222-x	C	corpus/409-RA/doi_10.1007_s40273-022-01222-x.md	c015cd457d432d5aa1995bc6baf79cc906f7360a2d065bfba7c6716f7490ca94	summaries/S038.md	7146c67652257e0cfa114bf2de2f23355870df41dca63a6f92732e3599b9526e	5571	707
S039	10.1007/s11136-024-03618-y	shared	corpus/342-RA/doi_10.1007_s11136-024-03618-y.md	d6179a7caa21fee0c9f0805d48adbbcae6b63fb84f3fc2894fa9ed1d66f5de18	summaries/S039.md	9ba638c41953ef5886d76d757faa43e436a1e6bc6d9d9aa9799808683f66aa64	5118	642
S040	10.3390/curroncol32110645	A	corpus/1456-PD/doi_10.3390_curroncol32110645.md	c56fde022f3c5b0ab1a9fe9a206c95f38c6f711c734b82bb98778c78058e1ba4	summaries/S040.md	46f1a401478f3a686ed9cf73442b8563bb0665220a105b40ebd9272efd7966ad	4992	624
S041	10.3390/curroncol32060308	C	corpus/1456-PD/doi_10.3390_curroncol32060308.md	b41f30156f7d0c2ff1846461be46a8a612149492a2cd74a9b561c9b49b3f17e5	summaries/S041.md	a2da359f644e7fc1d7509c4e41d35a898526568465e2dcd6ffc18b6e7fc20341	4944	606
S042	10.1007/s40271-025-00787-x	shared	corpus/150-RA/doi_10.1007_s40271-025-00787-x.md	e7965b5dc59a53e55c9373ecc2a8034e0713aaa36b63d68d2a22598e838f5219	summaries/S042.md	512192ac7f5b7cd3c476fa5d9a4dfd0a37c9608782c8b90bbbb31357d111f2ac	5727	718
S043	10.1007/s40271-025-00729-7	A	corpus/150-RA/doi_10.1007_s40271-025-00729-7.md	fb4d743f9a0e75d57decc78b76c41075602e60ef190ae1c99d2df742b6f455ec	summaries/S043.md	179a45081885e34f257162a730ad66d07281fa95e33b25d813841bdcaae4433b	5700	711
S044	10.1007/s40271-022-00572-0	A	corpus/20180130/doi_10.1007_s40271-022-00572-0.md	16363aec8ce4fc47fc6bec548210daeb93cfedbff813015fa70eee75d1db66c9	summaries/S044.md	0c33fccea3532c067faa6e7732a49d6eebc884aa79489b6bf88714631fcbba09	5121	644
S045	10.1007/s40273-025-01476-1	C	corpus/1578-RA/doi_10.1007_s40273-025-01476-1.md	5458440de4fda7b5d6a24520f6806e84f8655377b767d63a053525ddced5fe11	summaries/S045.md	5e3957a7f556e3c91bd503c6fa83824ca5da47cc582856025249692d5890002a	5121	678
S046	10.1002/hsr2.70308	shared	corpus/20190690/doi_10.1002_hsr2.70308.md	343051bd13c04d48c1fad267f6e6fe42b1b3d09fb2b7ba32a4ad0bfb36f4cf79	summaries/S046.md	e026325834ba29caa03845b423bc6ad28831dff0ee1f67b4436b55f82d6540ad	4616	607
S047	10.1186/s12955-023-02207-w	C	corpus/20190690/doi_10.1186_s12955-023-02207-w.md	6631e86a3d8ebc116dfd697dcd2bf677854c1f796e4a5e63a732ffc1480a89e9	summaries/S047.md	464f0183dbd9258085182840d1dba980eeecc91a21863651afe638bbacd40a75	5871	728
S048	10.1186/s12889-018-5706-0	C	corpus/2013240/doi_10.1186_s12889-018-5706-0.md	a87301d2f9843a690a82156a6439327902948364a5d42df83c2150818f23262f	summaries/S048.md	5e599a1f623e2986eebe772a2e520581a8b7c47397f70e0cfdd5d8f7d681b518	5656	701
S049	10.3389/fpubh.2021.744405	B	corpus/20180630/doi_10.3389_fpubh.2021.744405.md	258a976ef51d38c150d4eefacb68da9c595ee44aeaf7e6c510ea7c7bb767b414	summaries/S049.md	64c1b57f9dbbfb0124008586016342abf2e98b14e6c038687f362e05e8b908f5	4486	608
S050	10.1007/s11136-026-04285-x	B	corpus/460-RA/doi_10.1007_s11136-026-04285-x.md	d62ced1967083428bb2c81d5a06b79c932bc7ad0e62f8d7f596dd038ff9ef1fc	summaries/S050.md	8256052d914da3f512dc81a3bf49fb31d459f3038a8e6f0ed4547ed85c3c0ad3	4915	668
S051	10.1186/s41687-025-00985-z	A	corpus/1492-RA/doi_10.1186_s41687-025-00985-z.md	975b85316c338820d1694979d7df6a5fde53cfa68dc0bfab4a9609330c958d7f	summaries/S051.md	e241849bdccb575998425b09f63169b89d05e7e31dc42a5c1cdbc36244be8cf7	4879	642
S052	10.1007/s11136-024-03875-x	A	corpus/1475-RA/doi_10.1007_s11136-024-03875-x.md	f8d32a59a6e392759fc0c38accaee1b28f75699d4ff172abdcc62c41f4c4719f	summaries/S052.md	06e5dc1343a1b7ac6afe7fccae82db57d2493447393b79758c302d72eaad8a1c	4595	597
S053	10.1007/s11136-025-04133-4	A	corpus/1816-RA/doi_10.1007_s11136-025-04133-4.md	cae39aa6cf1b317a30f9720046095b41b03b2099917a35d2bf8a92ff14afcab1	summaries/S053.md	da1185fe01f836a83fd597162741c37fc7bb38677872e8c04c72f8bb9e4aa8ec	4521	572
S054	10.1007/s11136-021-02922-1	B	corpus/20170130/doi_10.1007_s11136-021-02922-1.md	8fa7e4ee78bbb8bd6bf393a22c7728963cb473780518d3d64ebd4ec65dd7fe76	summaries/S054.md	9b0bc801671e3aead2774c4c9d97281752990606c3f62660717e2d5f882b5ea4	4311	569
S055	10.1007/s10198-024-01719-6	A	corpus/238-RA/doi_10.1007_s10198-024-01719-6.md	7ca37497aa5ba3a9bab94fe0156583e85bd35a99d4934ff5af8381837dda5394	summaries/S055.md	42380e469c907d783afb7ddb876fd019290983a6252e66afef97e69b8ad2134e	4604	598
S056	10.1371/journal.pone.0197098	A	corpus/2013240/doi_10.1371_journal.pone.0197098.md	4d4db2458959f4df73e503f80a37a9bff816b1dcfae9d0c980b1606ff34f57b7	summaries/S056.md	2e777de2e4b2490ef1364a263a879d47b22fe15b2a6c89b49292676c03099c64	4099	502
S057	10.1007/s11136-025-03996-x	C	corpus/330-PHD/doi_10.1007_s11136-025-03996-x.md	5e7dd427dd3e9ecb19ee3957b0623b7b932aa6d983274de82d67e97340ed5464	summaries/S057.md	81331d6a9267a30385ca844f627e457c88ce3c385e91e2846e99f143cab3d378	4850	603
S058	10.1007/s10198-021-01306-z	shared	corpus/2016710/doi_10.1007_s10198-021-01306-z.md	3fd5eca21b9429c79f5c0947e286ee07919dea027a79fd7f4a03fd45cd902b0b	summaries/S058.md	65c73b4279900d9f746007e516eaed4123c0beaf76d6d6554aa47e652cdbf97c	5186	636
S059	10.1186/s12955-021-01889-4	C	corpus/20180140/doi_10.1186_s12955-021-01889-4.md	79e8843b7da9d11963e6465e2931cf1f29ee6212992869587471b41ad81271ec	summaries/S059.md	faad904ec8ecbee6f0f5637e211c82b0143ff792aaf9398166f05a2bf53350bc	4693	591
S060	10.1007/s10198-025-01804-4	B	corpus/361-RA/doi_10.1007_s10198-025-01804-4.md	be0916097ef976b47526e6d5f9f4d6cfbd00e87452fabd3b0a581e02da37db6a	summaries/S060.md	05f8da9ce228bb045bd71dd6a10239cb5d2c182670ca0de73920b84d33e38c19	4532	565
S061	10.1007/s11136-025-04150-3	shared	corpus/365-RA/doi_10.1007_s11136-025-04150-3.md	84b48b2cb480dfcce2baff045168cea58615e2e013c0c9a5d31243c1c6e472be	summaries/S061.md	19e062b813b6014b8d70f92eda57e18e430a7bc53053b0faa94666bca8ff31f3	6787	872
S062	10.1186/s12955-024-02290-7	A	corpus/364-RA/doi_10.1186_s12955-024-02290-7.md	9ee7dfff9c287e3c6dd4abab83be9d2f3d32ca4212aa8fae20b4b93c39a717f0	summaries/S062.md	c632a9ea8335dd1327320b7e32978dd4bc823785629276a3e645704ac99b710b	6365	846
S063	10.4314/ahs.v23i4.63	C	corpus/20190670/doi_10.4314_ahs.v23i4.63.md	176cd4158f86738c029652d417fd23da62f2897e225b59b712d3b49fe229af24	summaries/S063.md	4b468303780daf446f26c432b632355c887456a6eb4f4e031466bf8a5f412970	6721	908
S064	10.1007/s11136-019-02115-x	B	corpus/2014160/doi_10.1007_s11136-019-02115-x.md	04548203cbc5d71bba6264c57524d711ef2883c370edc52006135a39e0eab645	summaries/S064.md	208497384ff2dab13c2ddceab5ce5dbf9757227be879e221c65d1830612c5eda	5475	732
S065	10.1136/bmjopen-2025-100897	B	corpus/1850-RA/doi_10.1136_bmjopen-2025-100897.md	f83ed58dfff092519efdabb2f3834c61508af16a0b7b7a77e0ef08e51413eed1	summaries/S065.md	fa20613afcef0f358ca405b244a2701dcc7a5df5b7349f7312c744ea2ede224a	6156	828
S066	10.1007/s11136-025-03917-y	B	corpus/401-RA/doi_10.1007_s11136-025-03917-y.md	eeabd3663904bad836797acd1c6fc8c8a5c04853c21884595173876738829651	summaries/S066.md	0ae90cfc91016283f2bb8045a64d10b88bb8919fea2a08699f21c50d55dae5e2	6193	798
S067	10.1007/s11136-025-04038-2	A	corpus/1485-RA/doi_10.1007_s11136-025-04038-2.md	168d53aed9f5436771a17e2560de98f312835ceea2df0b76cf64f31f8de92608	summaries/S067.md	204e5dcddc231c0a6b6553c8973cfd6533afcfeb9b22d27bb613f73a2be6eea3	5785	734
S068	10.1007/s40273-022-01172-4	B	corpus/20170600/doi_10.1007_s40273-022-01172-4.md	c9264d51f9a9d96f1625217f05572b96dee60905081203f8f5e7cc21248f6c7f	summaries/S068.md	fa535a16a16e669f9a032d79964b0a2ce7e07f280fa20167dd2a8d07ad2bcf07	5713	771
S069	10.1186/s41687-025-00928-8	B	corpus/436-RA/doi_10.1186_s41687-025-00928-8.md	544b05d801a8cf385f60d4784e189a2bd1bb54e8148c9072199907de1e38775c	summaries/S069.md	cb60fac273ab808f24500c021999f9bcc6554b09e6396a8c88e032d2cb447778	5882	769
S070	10.1186/s12955-024-02323-1	B	corpus/341-RA/doi_10.1186_s12955-024-02323-1.md	0799a7ca241ea73db2689a91cd923cc608fd84703978215f058bca66c700cf9a	summaries/S070.md	aa5ea557b165e7f79c0bb3f207e3c567bbdd255fb8d8c214f5bdc5965d12fa94	5761	784
S071	10.1007/s40273-018-0642-5	shared	corpus/2016170/doi_10.1007_s40273-018-0642-5.md	2db101c7ed9e576690145c64ba93fbb06f684053fb8ed9af2058f27508d0b6fa	summaries/S071.md	9cc99740937c5c9117d88ee2783c214a9ac8ea281f4f2cb98641859c838829a6	5755	746
S072	10.1007/s11136-020-02688-y	shared	corpus/2016170/doi_10.1007_s11136-020-02688-y.md	5d7c04ab1bf4b1d87968b8d8cc575c55820c8c1ea3019acf189a876b1f32bb96	summaries/S072.md	00243fb07dd8da94fcfe057d495161930a684117b42d21217e58b604167ad720	7174	895
S073	10.1186/s12955-022-02031-8	shared	corpus/20190360/doi_10.1186_s12955-022-02031-8.md	a9ce9d98d6772f8ca2c8259be4b7241093c38ab84eef10fb7e0b5ec909864ba8	summaries/S073.md	e22a331a0bb5d8202b25eb3bb4b06eb3f631f78a4a13871bd2c477a128e83e1a	6184	856
S074	10.1186/s12955-024-02305-3	B	corpus/343-RA/doi_10.1186_s12955-024-02305-3.md	757e1baa4498c9417d49250c5778c3779767e29089b5a2c1f1d4a0b177bb0748	summaries/S074.md	b8d3c15d7d7c80db5e33dd09b4e365b5fc7802374008768a3e78f92ad98b2fff	6179	839
S075	10.1186/s13561-022-00374-y	shared	corpus/2015200/doi_10.1186_s13561-022-00374-y.md	1c7fb39d9cffe89541b94fa518ae8afd94f822b4b2d8792b199dd741b9cc4580	summaries/S075.md	ec44000643f9e1b7dbfb6ed7b01041454337717944a6c48e4a5ee58b5661db47	5480	757
S076	10.1007/s11136-021-03007-9	A	corpus/2015200/doi_10.1007_s11136-021-03007-9.md	e43e3d21c78a317a2f2181a314f7527590cf888c097e4a70bd1637db1a9197e7	summaries/S076.md	d5c3a988be371abc2187589706d1668b87fb3b30b08ec9e7861aeb809ffc9084	5134	685
S077	10.1186/s12955-021-01719-7	B	corpus/2015200/doi_10.1186_s12955-021-01719-7.md	4c6b2739bc907147316f2fe0db47f10f23607ce62818c8a55f6d2eb25e0d3be8	summaries/S077.md	8ef83f6cc2e35182f95294cad82c617c1f0140019fb24a615cb0ea2b1e3e1a10	4842	663
S078	10.1186/s12955-026-02521-z	shared	corpus/1599-RA/doi_10.1186_s12955-026-02521-z.md	fe11c740a375b5f94ab2d8feb4f98d90e4e189546cd02cb2a19182ab627ad1b9	summaries/S078.md	67b7d811b0b2d88eb4bf26df3e163d3e1a4a6077f018146e445e2b21cb767e6b	6610	873
S079	10.1007/s11136-025-04077-9	B	corpus/337-RA/doi_10.1007_s11136-025-04077-9.md	c9d991ea736c679c545b095bb80a894864796b8403649cedc05be2522930889f	summaries/S079.md	9feeba302eccba9b73a12c50df6131c0e6ad1a9c8575dc78a41a7b5d090fd365	5396	695
S080	10.1007/s11136-024-03754-5	B	corpus/243-RA/doi_10.1007_s11136-024-03754-5.md	1f4f3868188c77fe478b58029a12ec85b41ec4a07dccd704cc64d7e86ed5bc40	summaries/S080.md	12230af2789ed8968e834e140da25071fef19440cbfd344d51d8cd8217d26c67	5454	705
S081	10.1007/s11136-026-04229-5	A	corpus/1572-RA/doi_10.1007_s11136-026-04229-5.md	2edd82f5849a21778052e471312bd497b678bf45b8c0eb51d166cbb68f175bb4	summaries/S081.md	38951693a54c9b24a90a853727d9d135d5da899163c86c73db28a6859d3e9850	5517	724
S082	10.1016/j.jval.2024.05.007	C	corpus/1455-RA/doi_10.1016_j.jval.2024.05.007.md	a55842c5bb3a6a511e2fee5390afac23f8a040010f4a9eaae079177352cde411	summaries/S082.md	b43b86698ca12084b73de3311de9aa76bd44989a1c56bcf862d76816945a019a	5269	659
S083	10.1007/s11136-024-03770-5	C	corpus/1612-RA/doi_10.1007_s11136-024-03770-5.md	d02dc1ce63b89816fd52615b86d20a31331905b73e4e44f0d09a59e47f3edf57	summaries/S083.md	c3ea579e5ba2ad16eacc0dab6ac98a2a598fddee6aefc65471ad65683893f9d5	4865	645
S084	10.1177/0272989X20969686	C	corpus/20170210/doi_10.1177_0272989x20969686.md	3ae3da8629d8b0716d2e0a96569796b3bf81b1eb5c5c13fe54038d2d46676d99	summaries/S084.md	ce1fdc879cb296caee844287770e6e4235e2e3d8bf93f32d1593c674b5f84334	5955	813
S085	10.1186/s12955-022-01996-w	B	corpus/20180140/doi_10.1186_s12955-022-01996-w.md	c9dffe6ec38add6ccc58bd6db7acdfa367a47db3c9b57783046d620661f520fb	summaries/S085.md	7cd390f6f6af4cb6a32921525f5ca6f9b938087fdf963ea6812b2031f0f2a27c	7870	1015
S086	10.1186/s12955-020-01394-0	A	corpus/20180330/doi_10.1186_s12955-020-01394-0.md	8d250ffb8013236f7870be5a94b4dde2858c3dee9c4e4f682e183a2d9812ae15	summaries/S086.md	63f824d23f6a8890c0dc33d503095ceaa2b3a1456c1f43a9612bcd7b4df7c142	5824	774
S087	10.1186/s41687-021-00406-x	C	corpus/20180330/doi_10.1186_s41687-021-00406-x.md	fe477440530ace405a6cecf67757561a5949bdbe68b20b111c0161aec6b75e1c	summaries/S087.md	44b70fafed92a0aaae257c16b6fc349d657aeb2a271a4e1db3ad5d4836b6a098	5481	732
S088	10.1007/s41669-024-00486-7	A	corpus/351-RA/doi_10.1007_s41669-024-00486-7.md	dd0eab4abc6332fc9965a9e57ff912ee12fa04bd7b6f6e9f6836cb54f1a8094f	summaries/S088.md	6f5fd2855ee3634c14fce0dd0f0211aa104ff0320552896549668604bd9cb1e6	6518	828
S089	10.1007/s11136-025-04074-y	shared	corpus/367-RA/doi_10.1007_s11136-025-04074-y.md	228dc3ca0c53db29e5f6de64f2702c80bcdf1e110f3a67319d213c77b3859e02	summaries/S089.md	0d91ae16d72450e4f39a99f0640df8b205766d86841a84cc7ad8d150f66f436e	6939	876
S090	10.1007/s10198-024-01682-2	shared	corpus/444-RA/doi_10.1007_s10198-024-01682-2.md	3d8470dfc1520b9b531b28b99ba49d0ce187e0e0861fb15bc2979418effaf7c2	summaries/S090.md	fa3bb4f6d401e2bed4c6a5b4852699521c8a496380af32f1cfe813789cbe36a5	6393	813
S091	10.3389/fepid.2023.1144162	shared	corpus/460-RA/doi_10.3389_fepid.2023.1144162.md	5f3bd0b79e50eb3cc64cc38855dc6166f24d0376f5cf183e648cb1d8459485c3	summaries/S091.md	f4e107633efb73d0065b73d733325376b95cefbe5ca3c6af9d4c8901e81e09de	6595	884
S092	10.1007/s11136-026-04242-8	B	corpus/464-RA/doi_10.1007_s11136-026-04242-8.md	a95441ee959867de73c67af105bd93c343dc4453809d7455737e8f433770316a	summaries/S092.md	a42259a80ee8a1d0290333f17b8bfc85bc181a4848f57bfff8d4cab9e88776ea	7078	853
